GeneID	perturbed	perturbed	control	control
80045	68	64	73	100
106614088	13	23	33	39
407040	0	0	0	0
102724571	6	8	9	10
9563	87	101	114	127
80176	23	34	31	42
100506022	1	3	0	0
84275	67	50	102	87
199953	42	41	56	51
107985734	20	24	29	19
105376712	0	0	0	0
5293	122	133	108	123
644997	0	0	0	0
101929074	57	38	62	38
22883	397	379	353	406
56998	59	58	48	62
105376717	0	1	1	2
84328	171	180	199	167
64802	31	45	37	28
113391335	0	0	0	0
100847055	0	0	1	0
116362	25	32	35	43
10277	251	253	329	335
23095	369	361	362	356
105376725	3	1	2	2
5226	322	286	303	325
100526739	90	73	81	80
378708	125	108	125	125
1325	9	9	7	16
1676	600	521	547	666
5195	43	54	58	42
54897	102	102	131	126
105376733	0	0	0	0
105376735	0	0	1	1
148345	1	0	1	0
23435	782	766	916	885
10747	1	1	1	3
6723	328	346	401	422
5394	342	305	373	330
105376736	4	1	8	4
2475	178	151	206	231
100873935	1	0	0	0
10218	0	0	0	1
29914	78	74	103	110
105376737	0	0	0	0
105376739	0	0	0	0
105376740	0	0	0	0
57540	0	1	1	3
112268221	0	0	0	0
101929181	4	1	0	1
26232	84	84	86	102
93611	48	50	60	48
26270	2	2	1	6
10459	275	219	204	240
374946	8	13	18	26
57085	70	38	61	76
284498	0	1	1	0
102724659	0	0	0	1
4524	90	94	96	92
1185	38	40	58	43
100379251	7	4	7	4
4878	1	1	2	1
4879	2	0	5	5
26829	1	0	1	2
90231	223	166	199	245
5351	262	282	265	278
9927	424	382	473	470
60672	39	31	21	35
102466982	0	0	0	0
943	6	5	7	4
102465836	0	0	0	0
7133	902	972	904	1027
100616438	0	0	0	0
107984917	2	1	2	3
55187	154	177	182	167
677885	1	1	0	1
105376744	0	0	0	0
9249	176	179	201	189
102466722	0	0	0	0
343066	0	0	0	0
126767	0	0	0	0
93190	0	0	0	0
390999	0	0	0	0
65121	0	0	0	0
105376745	0	0	0	0
440560	0	0	0	1
343069	0	0	2	1
65122	0	0	0	0
400735	0	0	0	0
343071	0	0	0	0
441871	0	0	0	0
440561	0	0	0	0
101929983	0	0	0	0
649330	0	0	0	0
441873	0	0	0	0
649324	0	0	0	0
440563	0	0	0	0
645354	0	0	0	0
645359	0	0	0	0
101060301	0	0	0	0
343070	0	0	0	0
400736	0	0	0	0
391003	0	0	0	0
343068	0	0	0	0
391002	0	0	0	0
645382	0	0	0	0
653619	0	0	0	0
729528	0	0	0	0
645414	0	0	0	0
391004	0	0	0	0
645425	0	0	0	0
126755	0	0	0	0
102724856	0	0	0	0
107984918	0	0	0	0
10630	0	0	0	0
107984919	0	0	0	0
105378612	0	0	0	0
105376756	0	0	0	0
7799	250	212	246	251
23254	87	93	77	103
107985467	0	0	3	0
107985468	0	0	0	0
105376762	0	1	1	1
105376759	0	0	1	0
107985469	0	0	1	0
200197	4	4	7	4
55092	225	229	243	229
727684	0	1	0	1
114827	43	32	30	46
101927417	53	36	34	36
101927441	3	2	1	1
79180	329	281	301	331
11330	0	2	1	0
63036	0	0	0	0
105376767	0	0	0	0
51032	0	0	0	0
842	41	37	39	54
23341	130	126	127	125
107397391	0	1	5	3
79814	39	39	28	43
84301	162	159	171	146
6248	6	5	6	9
23207	156	125	135	136
284723	0	1	0	3
110806303	0	0	0	0
388595	0	0	0	0
54751	16	9	26	11
440567	17	4	29	21
729614	155	123	107	111
23013	525	496	518	464
7709	88	75	92	85
149563	0	0	0	1
27129	0	0	0	0
1187	0	0	1	1
1188	0	0	1	0
348487	0	0	2	2
1969	248	152	326	361
101927479	85	75	48	79
128272	31	40	44	32
101927546	0	1	0	0
79363	1	0	1	2
54455	54	40	56	55
26099	96	105	144	163
374955	57	58	99	102
55707	91	81	116	125
107984921	6	6	6	6
114819	7	7	6	9
26871	6	5	4	5
107985757	0	0	0	0
100132147	0	0	0	0
107985758	0	0	0	0
7195	0	0	0	0
55672	70	66	77	87
105376794	39	36	30	39
84809	24	24	21	25
11209	6	7	8	5
107985736	2	4	1	1
26869	6	4	3	2
107985759	0	0	0	0
284729	0	0	0	0
100189045	0	0	1	0
6060	5	6	4	5
11223	10	10	7	3
100500876	0	0	0	0
100189298	0	0	0	0
112267871	0	0	0	1
7193	0	0	0	0
100189183	0	0	0	0
105376805	13	12	9	14
791226	0	0	0	0
26870	4	6	4	5
9696	31	37	46	47
4237	8	6	9	13
105376806	0	0	0	0
23400	29	28	26	39
6390	240	174	354	290
11240	0	0	5	3
105376808	0	0	0	0
400743	1	2	0	1
29943	842	950	555	666
51702	312	327	232	272
100616188	0	0	0	0
23569	0	0	0	0
353238	0	0	0	0
55920	812	645	1056	1167
55160	27	31	22	36
107984028	0	0	0	0
81569	1	0	3	0
105376809	0	0	0	0
105376812	0	0	0	0
101927876	0	0	0	0
84966	14	11	21	27
105376814	0	0	0	0
127707	16	24	25	21
5081	0	0	0	0
80834	0	0	0	0
8659	103	82	81	108
100616120	0	0	0	0
100302276	0	0	0	0
126917	98	73	71	60
105376815	0	0	0	0
23352	468	465	480	480
101927895	3	2	4	3
23065	133	134	182	172
51154	458	406	522	534
246181	2	3	3	8
22977	0	5	2	0
100506730	19	17	27	21
8574	349	345	263	317
54896	61	68	59	79
832	691	608	776	732
105376819	0	0	0	0
105376818	0	0	0	0
105376817	0	0	0	0
105378614	0	0	0	1
440574	389	314	522	522
100532736	139	117	144	165
644068	384	302	682	749
4681	127	112	93	116
3362	0	0	2	1
255104	38	37	43	51
54546	0	0	0	0
105376823	2	2	5	5
23252	103	78	113	95
30814	0	0	0	0
5320	0	0	0	0
5322	0	2	1	1
26279	0	0	0	0
64600	0	0	0	0
391013	0	0	0	2
127733	143	116	139	124
101928017	82	78	98	84
105376825	12	7	15	8
105376826	0	1	0	0
105376827	0	0	0	0
105376828	0	0	0	0
127731	0	0	0	0
339505	0	0	0	0
55450	106	105	144	149
79594	79	73	76	74
163933	6	12	9	11
978	85	84	104	102
65018	113	119	105	117
102464833	0	0	0	0
100861548	158	160	173	196
1650	156	143	197	202
57576	1	6	3	2
400745	25	18	14	20
112268222	232	214	250	250
50809	891	884	990	931
8672	841	835	1065	1052
105376830	3	3	3	3
105376829	2	3	5	1
100302155	0	0	0	0
1889	560	551	470	572
100506801	2	1	0	0
105376832	0	0	0	0
84224	26	26	34	30
249	1	0	3	0
105376834	0	0	0	0
5909	10	7	14	13
84196	485	490	513	516
401944	39	32	29	36
3339	43	41	34	39
23436	0	0	0	0
10136	0	0	0	0
101928043	0	2	0	0
29092	4	4	5	5
112268223	2	1	1	3
998	615	566	672	722
54361	0	2	1	3
105376845	0	0	1	0
105376850	0	0	0	1
107985377	0	0	0	0
100616433	0	0	0	0
105376856	0	0	0	0
9923	199	183	230	184
2046	0	1	1	1
102466615	0	0	0	0
712	0	0	0	0
714	0	0	0	0
713	0	0	0	0
2048	93	83	105	121
100616391	0	0	0	0
100422914	0	0	0	0
646262	0	0	0	0
729059	0	0	0	0
23028	235	185	263	252
100422866	0	0	0	0
7798	390	410	402	396
3352	0	0	0	0
100996511	17	11	6	10
10236	1363	1368	1578	1460
80818	17	9	14	14
148898	20	27	27	24
6920	30	27	42	42
55616	8	6	8	10
1870	36	40	30	57
101928163	0	0	0	0
105376859	0	0	0	0
3399	6	3	8	9
107984928	0	0	0	0
259283	0	0	0	0
6135	3418	3530	4734	4452
6924	283	252	318	323
100506963	6	8	7	11
57095	106	104	91	89
105376860	1	0	0	0
11313	248	222	177	213
2582	246	215	289	309
3155	87	82	80	85
105376861	1	0	1	0
2517	636	678	750	711
1269	0	1	0	0
107984929	0	0	0	0
100616492	0	0	0	0
55629	543	464	622	559
10772	1644	1559	1968	1890
105378615	0	0	0	0
105376863	113	113	144	169
107984931	0	1	0	0
127294	10	4	6	9
107985737	1	0	2	2
105376864	0	0	0	0
58985	2	6	8	8
163702	20	16	19	23
284632	0	0	0	0
105376871	0	0	0	0
57822	0	0	0	0
90529	4	7	3	8
57185	113	92	102	160
100750325	1	1	1	5
11123	131	138	198	172
100506985	1	2	1	1
400746	14	7	16	4
10250	1802	1784	2213	2314
25932	311	246	392	323
105376876	0	0	0	0
864	288	257	312	324
102465437	0	0	0	0
107984932	4	8	22	8
105376878	1	1	2	2
100616365	0	0	0	0
105376879	0	0	1	0
25949	448	462	515	491
57035	649	686	717	658
105376882	0	0	0	0
6007	1	3	3	0
23585	174	147	255	222
6006	174	135	242	207
55219	261	236	240	264
26119	154	157	150	179
57134	14	8	7	16
57190	42	60	56	51
56181	36	35	31	33
646471	4	1	5	2
79000	56	53	47	63
164091	8	5	13	7
3925	2666	2586	2631	2559
100500808	4	2	6	2
105376885	0	0	0	1
5051	46	39	70	47
101928216	3	1	2	0
2134	2	5	2	0
7780	0	0	2	0
105376910	2	1	0	0
84676	0	0	0	0
149420	27	38	45	32
105376886	0	0	0	0
79927	0	0	3	7
110806296	0	0	0	0
51042	159	115	136	141
10256	34	37	32	32
378807	0	0	0	0
101928303	5	4	11	2
64793	142	135	123	141
83442	579	577	529	519
91544	5	6	4	5
1043	12	16	11	13
55057	29	24	26	23
257101	0	0	0	0
79727	1	1	0	1
79947	87	107	93	87
101928324	0	3	4	4
3151	976	957	1135	1102
6195	79	89	102	96
100302190	0	0	0	0
105376888	0	0	1	0
101928728	7	1	6	7
8289	290	298	387	336
55650	25	34	22	20
84243	69	58	64	64
2810	482	559	445	467
54707	78	87	120	94
63906	26	32	11	20
10726	348	325	326	386
8431	3	0	0	0
126695	6	4	3	12
388610	52	61	78	72
115572	44	46	39	52
101928391	0	0	0	0
6548	85	83	80	77
102723760	0	0	0	0
105376890	0	0	0	0
23038	67	85	62	100
84065	71	59	53	47
644961	17	19	13	14
84958	17	15	18	19
9064	33	49	36	28
8547	0	0	0	0
388611	2	0	1	3
2827	14	15	14	12
10163	752	715	691	775
105376892	6	2	5	2
27245	81	90	83	114
2268	2	0	1	0
111216282	0	0	0	0
2537	157	159	205	245
199870	68	67	73	82
23673	131	128	99	110
5511	188	171	183	194
677774	5	7	16	21
9473	7	7	10	8
6118	248	237	243	231
27293	24	32	30	33
55113	36	30	29	38
2140	156	156	162	148
5724	3	5	2	0
22826	1581	1527	1787	1636
93974	1173	1195	1324	1278
83667	78	86	61	66
54797	37	24	37	46
65979	589	588	630	642
1104	315	296	394	374
8420	325	313	584	555
6080	4	2	4	6
26768	4	4	9	3
54952	47	61	65	75
85028	143	159	160	154
692212	1	8	3	2
677838	6	5	7	8
677825	13	12	21	26
692073	0	4	1	1
115273	87	64	75	78
6883	94	103	85	104
105378616	1	0	2	1
26824	1	0	2	1
10691	149	159	167	173
51441	489	447	504	499
4985	0	1	3	2
2035	182	186	211	223
399474	52	43	51	65
6429	464	468	565	550
51102	45	44	46	66
10076	79	57	54	46
101928460	0	0	0	2
107984933	0	0	0	0
107984934	0	0	0	0
101929406	0	0	0	0
105378617	0	0	0	0
105378618	0	0	0	0
4146	3	4	3	1
100129196	17	22	18	15
7805	19	13	23	15
100616164	0	0	0	0
105378620	1	1	1	0
105378621	0	0	0	0
105378622	3	0	2	0
400748	0	0	0	0
9672	156	155	147	151
9698	522	517	660	699
692234	0	1	0	0
692235	0	1	0	0
692200	0	0	0	0
107984935	4	4	7	2
79570	5	9	9	14
9410	36	29	53	61
51538	239	225	297	275
2170	161	151	109	112
105378623	0	0	0	0
107985470	0	0	0	0
347735	1104	1032	896	1043
105378625	1	0	0	0
105379772	1	1	6	0
149086	0	0	0	1
284551	0	0	1	1
105378626	10	12	15	10
64129	1542	1633	1272	1417
3061	0	0	0	0
553115	221	216	168	171
107985471	0	0	1	0
105378628	1	0	1	1
1307	52	57	55	65
101929444	0	0	0	0
576	6	7	6	6
100423028	0	0	0	0
90853	1	0	1	0
8073	1656	1642	1751	1799
10657	1484	1280	1819	1674
55116	93	84	100	100
100847018	0	0	0	0
23633	660	665	720	714
200081	431	399	344	362
79140	28	28	19	24
56063	27	21	22	25
55721	15	13	12	9
149069	3	1	2	6
8668	319	332	411	378
339483	5	10	5	4
84734	0	2	2	1
3932	2	6	5	6
3065	519	403	550	656
65108	66	58	56	83
105378629	0	0	0	0
81629	22	20	36	26
100128071	13	15	7	14
55108	87	74	152	134
728116	0	0	2	3
653121	97	90	80	86
102723870	0	0	0	0
339487	121	138	164	133
5928	472	492	548	509
81493	170	156	203	186
57648	39	44	86	76
8565	288	277	336	313
64766	130	121	120	139
252995	3	7	3	6
105378631	0	0	0	0
3208	7	5	6	9
113452	27	21	18	30
105378632	0	0	0	0
127544	17	18	11	12
204	572	492	586	590
105378635	0	1	0	0
113451	5	4	9	11
112268224	1	0	0	2
55223	23	12	20	44
149076	88	75	85	85
127550	0	1	0	0
1912	356	334	348	345
100500853	0	0	1	1
101929464	0	0	1	2
7579	21	5	8	13
114784	3	1	2	1
105378638	0	0	0	0
127540	0	0	0	0
402779	0	0	0	0
84970	0	2	3	0
105378639	0	0	0	0
105378640	0	0	0	0
105378641	0	0	0	0
693137	0	0	0	0
105378642	0	0	0	0
2709	0	0	0	0
127534	0	0	0	1
2707	137	107	101	93
2701	0	0	0	0
113444	115	105	126	118
58512	3	0	2	1
653160	2	3	3	7
100506144	128	98	144	135
9204	67	74	89	98
79830	100	107	137	120
105378644	0	0	0	0
6421	2719	2588	3027	2847
9202	275	265	282	272
100861513	34	38	39	32
79932	207	260	228	243
23154	21	36	21	37
339488	1	2	5	3
105378645	0	0	5	0
5690	601	574	659	682
105378646	0	0	0	0
127703	43	29	43	71
63967	567	588	658	554
192670	59	62	42	55
26523	144	145	154	152
192669	142	122	131	131
105378647	0	1	0	0
27285	0	0	0	0
54936	103	110	95	95
1296	13	6	6	7
27095	624	636	534	513
55700	252	225	351	358
9967	1050	1053	1176	1128
79729	34	36	35	38
55194	26	12	15	13
83931	159	155	176	165
84967	102	92	100	127
127700	10	19	16	13
109616970	0	0	1	0
107984940	0	4	0	4
64960	297	289	391	383
1441	0	0	0	0
107984941	0	0	0	0
105378648	0	0	0	0
2899	0	0	0	0
100422898	0	0	0	0
107984942	0	0	0	0
728431	2	3	5	1
80149	68	44	41	39
102465438	0	0	0	0
64769	196	174	226	251
100847010	0	0	0	0
105378649	2	3	6	4
79753	59	53	76	67
7802	60	59	64	79
29889	590	589	614	587
284654	0	0	0	0
54955	146	120	113	100
55143	562	589	577	578
284656	7	9	10	12
105378650	0	0	0	0
149175	41	37	35	44
79693	74	66	139	124
127687	183	165	211	172
4520	168	124	161	168
3633	53	45	51	48
105378651	1	0	0	0
10946	513	530	606	633
2275	56	54	50	61
51118	653	587	790	690
5453	0	1	10	7
107985103	0	1	0	1
105378653	0	1	0	1
100500801	0	0	0	0
105378655	0	0	0	0
105378654	0	0	0	0
339442	0	0	0	0
105378657	0	0	0	0
107984943	0	0	0	0
105378656	0	0	0	0
105378658	0	0	0	0
105378660	0	0	0	0
64121	463	421	414	478
100527950	70	50	62	60
26292	67	48	58	59
105378663	2	1	1	0
81025	3	2	3	1
54933	0	1	2	1
105378662	1	2	5	8
79647	224	204	272	283
4725	524	535	576	602
23499	2158	2223	2106	1975
643314	180	149	142	129
105378950	0	0	0	0
353500	27	34	44	33
192217	12	6	5	13
728448	3	1	3	3
8761	1237	1176	1520	1656
101929516	20	9	9	8
677834	0	1	0	0
26508	12	8	12	17
84618	0	0	0	0
51440	10	3	13	13
10450	169	150	161	162
656	69	79	95	76
64064	8	13	10	5
105378666	0	0	0	0
101929536	4	8	7	3
105378951	1	0	2	1
107985740	4	0	6	4
105378665	2	0	2	2
105378667	0	0	0	0
54802	121	126	151	173
4610	35	20	44	44
105378668	1	1	0	1
84879	59	67	82	77
105378669	3	2	2	3
10487	676	619	648	652
5538	781	750	854	819
105378671	0	0	0	1
6018	389	442	397	391
127391	0	0	0	0
10269	219	167	285	257
1298	1	2	1	0
107984945	0	0	0	0
64744	101	107	123	124
65243	14	10	10	10
339559	15	7	25	7
105378672	2	4	8	8
64789	30	17	28	25
127396	12	11	13	15
105378673	0	0	0	0
9783	14	18	17	28
105378675	0	0	0	1
105378674	0	0	1	0
100130557	34	24	22	19
4802	126	113	126	135
407034	0	0	0	0
407031	0	0	0	0
9132	5	4	4	4
105378676	0	0	0	0
163732	37	19	8	21
1503	203	211	214	212
100507178	6	0	4	3
200172	0	2	1	1
22955	71	69	76	57
100132074	29	21	30	26
101929901	1	3	2	2
105378678	49	41	74	56
1907	16	15	15	12
59269	106	111	150	133
2981	0	0	0	0
2980	0	0	0	0
22887	94	109	115	125
284716	70	52	61	73
84217	2	1	0	1
728621	7	16	9	14
79717	241	210	270	244
10465	207	230	259	223
4904	7884	7318	9100	8588
149461	0	1	0	1
64175	104	99	78	92
79078	46	37	49	60
105378683	0	0	0	0
100129924	1	1	1	2
107984946	0	0	0	0
374969	128	98	147	149
114625	25	31	29	38
51058	15	12	10	7
339539	0	0	0	0
6513	5201	4687	4369	4410
440584	26	30	30	24
440585	3	9	17	10
10969	804	687	1023	939
102465439	0	0	0	0
149465	1	4	0	2
105378685	0	0	2	1
128218	4	2	2	3
149466	1	0	1	1
7075	1	0	0	0
4352	3	3	7	4
105378687	10	5	6	3
991	435	397	408	475
64834	60	58	80	90
102466723	0	0	0	0
112268225	5	10	4	8
112950	122	115	115	114
107984947	6	7	6	6
23334	63	59	51	57
100873952	1	1	1	0
102465440	0	0	0	0
81888	58	54	42	50
5792	209	197	253	274
9682	212	240	170	202
100132774	49	50	30	43
6487	6	12	12	8
101929592	0	0	0	0
102464830	0	0	0	0
9048	19	9	16	25
105378688	7	8	4	4
101929609	0	0	1	2
9670	51	44	45	36
1802	113	142	143	159
533	590	547	542	492
8704	172	200	148	189
149473	33	20	30	30
6536	20	14	22	25
107984948	2	2	9	3
128209	0	0	0	0
105378952	0	0	0	0
55929	64	64	65	64
79033	19	26	33	29
100874278	0	0	0	0
106635545	0	0	0	0
55182	264	223	243	259
107984951	0	0	1	0
100847089	0	0	0	0
107984950	9	10	6	7
79639	18	18	24	22
109623472	0	0	0	0
339541	2	1	2	0
105378690	0	0	0	2
26828	10	2	11	13
26830	0	0	0	2
11004	414	311	422	392
109623476	0	0	0	0
6202	8758	8544	10396	9848
26811	3	2	4	2
94161	2	3	1	2
94162	8	5	14	8
94163	1	1	0	2
266675	6	9	2	8
1263	18	19	24	25
343521	10	13	13	11
149478	0	0	0	0
107984952	7	6	7	15
8643	6	5	4	7
8891	105	92	110	98
79654	72	68	68	69
7389	191	206	187	181
57643	26	11	17	14
105378691	0	2	3	1
400752	0	2	3	1
84842	44	34	60	58
4595	29	19	25	27
114034	73	75	71	62
10420	40	37	40	42
126661	2	8	6	2
25974	1449	1301	1373	1440
5052	1561	1385	1513	1503
10327	148	120	183	162
4678	1284	1280	1449	1425
149483	5	4	3	2
60313	202	166	205	218
728963	12	7	6	3
51249	99	100	158	162
3652	29	37	49	38
105378693	8	10	14	9
23139	138	140	161	145
105378694	6	0	1	1
110117499	24	26	29	25
8503	24	30	29	26
101929626	0	0	2	1
10103	14	22	25	33
110117498	0	0	0	0
55624	72	72	87	85
541468	8	9	8	7
8438	83	82	135	116
10489	78	89	117	105
7388	800	673	985	930
387338	42	53	65	59
2166	14	19	17	11
729041	1	0	1	1
101929651	0	0	0	0
127343	2	6	6	3
105378696	0	0	0	0
100507423	0	2	1	0
148930	0	0	0	0
8569	97	99	96	117
148932	6	8	3	11
105378697	0	0	1	0
64756	83	60	86	77
374973	1	0	0	0
100130197	3	6	4	5
9813	560	490	603	638
105378698	2	3	2	2
105378699	0	0	0	0
1580	0	0	0	0
163720	0	0	0	0
1579	0	0	0	0
260293	5	2	0	2
199974	0	0	0	0
284541	0	0	0	0
105378701	1	1	5	2
100874253	1	0	0	0
10158	0	0	0	0
6886	0	2	0	1
6491	293	265	265	231
51727	218	192	275	277
102724077	1	0	2	1
2301	1	0	0	0
84793	1	3	0	2
2306	1	9	6	8
107984953	0	0	0	0
388630	1	2	4	2
105379778	3	0	0	0
391037	0	0	0	0
200010	0	0	0	0
54558	11	17	8	17
84871	0	0	0	0
79656	0	1	2	0
105378706	0	0	0	0
101929721	0	0	0	0
100874313	0	0	0	0
107984954	0	0	0	0
105378708	0	0	0	0
1996	3	2	4	4
105378709	0	0	0	0
107984955	0	0	0	0
105378711	0	0	0	0
105378710	0	0	0	0
105378712	0	0	0	0
63950	1	0	5	3
105378714	0	0	0	1
11124	305	289	327	366
105378715	8	8	18	7
112268262	1	1	2	1
1031	82	93	67	95
100616189	0	0	0	0
102466656	0	0	0	0
284546	0	0	0	0
105378716	0	0	1	0
26994	112	125	174	140
22996	15	12	9	17
105378717	0	2	0	0
102724097	0	0	0	0
2060	143	157	162	121
105378720	0	1	1	1
441884	0	0	0	0
105378719	0	0	0	0
114883	293	258	360	359
4898	599	601	642	621
105378721	6	9	11	17
100313892	0	0	1	0
5865	375	320	301	293
51060	312	294	381	422
112970	19	19	25	29
104355143	0	0	1	0
91408	251	260	347	400
107984956	0	0	0	0
9372	124	123	145	110
200014	51	52	67	76
4998	58	56	75	91
84950	288	261	283	265
23318	283	286	336	328
105378723	3	7	6	6
2882	10	28	35	32
348378	0	0	0	0
65260	148	153	174	149
79699	198	221	186	210
440590	0	0	0	1
55268	69	66	67	79
6342	185	176	228	247
127435	0	0	0	0
6512	0	0	0	0
105378724	0	0	0	0
1376	70	78	91	97
54987	99	86	94	94
4116	300	235	339	415
100507564	68	75	74	76
7804	563	536	621	611
105378728	42	31	43	24
105378726	10	13	13	12
105378732	9	8	14	8
105378731	1	2	4	2
105378730	15	17	16	15
107984957	0	0	0	0
163742	0	0	0	0
105378733	1	0	0	0
63948	0	0	0	0
148979	0	0	1	3
55706	199	205	221	249
54432	64	78	67	69
1733	0	0	1	0
51668	410	316	445	432
115353	251	265	231	246
388633	1	0	0	0
9528	333	283	485	456
127428	98	82	80	65
100616315	0	0	0	0
200008	0	0	0	0
606495	45	54	50	57
51253	390	396	399	427
23648	71	54	75	84
619518	5	4	3	5
105378735	0	0	0	0
105378734	0	0	0	0
26027	10	11	10	14
338094	0	0	2	0
100527960	48	58	52	59
374977	0	0	0	0
7268	52	59	55	60
25973	14	24	33	30
55001	10	5	3	9
163747	4	1	0	3
1718	1636	1680	1501	1474
107984958	15	14	11	12
107985760	0	1	0	0
105378736	0	0	0	0
199964	2	1	2	1
7809	0	0	0	0
255738	61	71	123	139
23358	120	118	146	122
100507634	5	1	1	4
