GeneID	control	control	perturbed	perturbed	perturbed
115572	0	0	0	5	0
101928391	0	0	0	0	0
6548	203	384	185	131	50
102723760	0	0	0	0	0
105376890	0	0	0	0	0
23038	7	70	72	12	51
84065	37	25	55	37	107
644961	26	0	3	15	1
84958	0	0	0	0	1
9064	32	65	13	32	25
8547	0	0	0	1	0
388611	0	0	0	0	0
2827	0	0	4	0	5
10163	1833	2389	1417	1399	1730
105376892	0	0	0	0	0
27245	54	91	12	25	0
2268	0	0	0	0	0
111216282	0	0	0	0	0
2537	46	143	43	55	61
199870	58	135	91	68	92
23673	597	894	199	258	151
5511	361	369	259	156	108
677774	0	0	0	0	0
9473	70	85	35	67	8
6118	243	369	156	120	46
27293	0	0	0	0	1
55113	94	166	44	117	100
2140	196	324	63	48	17
5724	0	13	0	0	1
22826	1839	3295	1297	1296	1203
93974	1208	1486	678	770	623
83667	238	311	191	170	159
54797	13	138	62	56	41
65979	933	1409	675	688	933
1104	332	638	69	60	65
8420	355	424	54	147	14
6080	0	0	0	4	0
26768	0	0	0	0	0
54952	34	143	48	112	17
85028	115	171	60	91	74
692212	0	19	8	0	0
677838	0	0	0	2	3
677825	0	4	1	1	1
692073	0	0	0	0	0
115273	2	5	1	2	14
6883	71	193	73	93	32
105378616	0	2	2	0	1
26824	0	0	2	0	1
10691	160	146	103	142	132
51441	658	982	526	564	547
4985	0	0	0	0	0
2035	9	12	23	25	20
399474	9	7	18	11	6
6429	367	1032	368	306	731
51102	95	144	89	118	147
10076	1	0	0	0	0
101928460	0	0	0	0	0
107984933	0	0	0	0	0
107984934	0	0	0	0	0
101929406	0	0	0	0	0
105378617	0	0	0	0	0
105378618	0	0	0	0	0
4146	0	0	0	0	0
100129196	0	0	0	0	0
7805	309	816	327	378	544
100616164	0	0	0	0	0
105378620	0	0	0	0	0
105378621	0	0	0	0	0
105378622	0	0	0	0	0
400748	0	0	0	0	0
9672	50	27	4	15	10
9698	663	847	324	358	285
692234	0	0	0	0	0
692235	0	0	0	0	0
692200	0	0	0	0	0
107984935	0	4	25	15	6
79570	0	0	0	0	0
9410	15	105	21	26	5
51538	581	541	343	399	383
2170	0	13	5	17	15
105378623	0	0	0	0	0
107985470	0	0	0	0	0
347735	50	155	108	61	134
105378625	0	0	0	0	0
105379772	0	0	0	0	0
149086	0	0	0	0	0
284551	0	0	0	0	0
105378626	0	0	0	0	3
64129	2367	2795	599	1116	18
3061	0	0	0	0	0
553115	403	752	264	419	63
107985471	0	0	0	0	0
105378628	0	0	1	0	0
1307	0	6	0	0	4
101929444	0	0	0	0	1
576	0	0	0	0	0
100423028	0	0	0	0	0
90853	495	666	237	226	164
8073	2557	4146	1695	1719	1691
10657	2237	3188	1137	1024	447
55116	200	214	87	99	32
100847018	0	0	0	0	0
23633	1051	1754	956	1106	1360
200081	350	673	255	361	147
79140	62	42	14	29	51
56063	69	48	32	34	57
55721	0	9	0	21	3
149069	0	0	0	0	5
8668	996	2303	1224	1136	1690
339483	61	0	3	10	5
84734	62	21	17	13	57
3932	0	0	0	0	0
3065	809	1382	363	450	114
65108	243	270	44	55	26
105378629	0	0	0	0	0
81629	16	36	2	4	3
100128071	0	0	7	0	0
55108	22	69	5	4	11
728116	0	0	0	0	0
653121	64	207	79	91	121
102723870	0	0	0	0	0
339487	104	225	25	98	34
5928	313	535	241	201	225
81493	119	271	87	91	98
57648	19	55	35	21	25
8565	679	733	354	507	457
64766	78	172	56	107	45
252995	0	0	0	0	0
105378631	0	0	0	0	0
3208	2	13	1	2	4
113452	197	90	16	67	8
105378632	0	0	0	0	0
127544	122	62	29	16	15
204	629	814	411	475	432
105378635	0	0	0	0	0
113451	0	0	0	1	0
112268224	0	0	0	0	0
55223	21	28	15	11	1
149076	48	140	59	53	32
127550	0	0	0	0	0
1912	285	415	37	163	0
100500853	0	0	0	0	0
101929464	0	0	0	0	0
7579	17	21	3	3	0
114784	0	0	0	0	0
105378638	0	0	0	0	0
127540	0	0	0	0	0
402779	0	0	0	0	0
84970	0	0	0	0	0
105378639	0	0	0	0	0
105378640	0	0	0	0	0
105378641	0	0	0	0	0
693137	0	0	0	0	0
105378642	0	0	0	0	0
2709	0	0	0	0	0
127534	0	0	0	0	0
2707	0	0	0	0	0
2701	0	0	0	0	0
113444	580	649	303	225	222
58512	0	0	0	0	0
653160	0	0	0	1	0
100506144	142	210	27	24	10
9204	84	86	31	48	11
79830	35	235	72	50	20
105378644	0	0	0	0	0
6421	3290	4539	2008	2041	2458
9202	364	546	244	256	149
100861513	95	37	40	37	19
79932	291	363	257	164	247
23154	51	61	81	44	188
339488	0	0	0	2	0
105378645	0	0	0	2	0
5690	1116	1399	392	568	310
105378646	0	0	0	0	0
127703	132	120	46	47	37
63967	1190	1470	660	907	663
192670	15	75	22	20	27
26523	260	238	119	107	99
192669	287	190	93	94	76
105378647	0	0	0	0	0
27285	0	0	0	0	0
54936	430	316	181	222	255
1296	0	0	0	0	4
27095	1206	1599	906	1115	792
55700	731	950	548	497	613
9967	1838	2005	1175	1026	989
79729	0	8	0	0	0
55194	172	172	102	103	100
83931	1	193	56	92	32
84967	286	420	271	227	359
127700	0	85	9	43	3
109616970	0	0	0	0	0
107984940	0	0	0	2	2
64960	451	459	196	264	159
1441	0	0	0	0	0
107984941	0	0	0	0	0
105378648	0	0	0	0	0
2899	0	0	0	0	0
100422898	0	0	0	0	0
107984942	0	0	0	0	0
728431	10	19	11	0	11
80149	4	32	20	29	1
102465438	0	0	0	0	0
64769	280	356	142	157	105
100847010	0	0	0	0	0
105378649	0	0	3	0	0
79753	54	96	66	40	11
7802	93	164	49	38	8
29889	700	1087	545	512	463
284654	0	0	0	0	0
54955	65	105	63	55	52
55143	350	597	316	261	349
284656	0	0	0	0	0
105378650	0	0	0	0	0
149175	0	21	1	0	0
79693	207	334	74	46	36
127687	290	247	190	165	218
4520	84	186	77	62	24
3633	47	105	15	26	4
105378651	0	0	0	0	0
10946	945	1205	405	475	302
2275	243	151	109	121	230
51118	372	950	508	496	424
5453	0	13	0	0	0
107985103	0	0	0	0	0
105378653	0	0	0	0	0
100500801	0	0	0	0	0
105378655	0	0	0	0	0
105378654	0	0	0	0	0
339442	0	0	0	0	0
105378657	0	0	0	0	0
107984943	0	0	0	0	0
105378656	0	0	0	0	0
105378658	0	0	0	0	0
105378660	0	0	0	0	0
64121	771	1273	642	854	769
100527950	160	183	46	83	29
26292	160	173	46	83	29
105378663	0	10	0	0	0
81025	0	10	0	0	0
54933	2	0	2	0	3
105378662	14	0	4	5	0
79647	241	696	416	377	641
4725	3238	4066	1810	1928	2171
23499	1760	2679	1293	957	919
643314	56	97	70	59	92
105378950	0	0	0	0	0
353500	0	5	0	0	2
192217	0	13	0	0	4
728448	0	0	0	0	0
8761	1578	3202	1319	1336	772
101929516	0	0	1	0	0
677834	0	0	0	0	0
26508	0	0	0	0	0
84618	0	0	0	0	0
51440	0	0	0	0	0
10450	156	325	126	117	64
656	0	5	0	0	0
64064	0	15	0	0	9
105378666	0	0	0	0	0
101929536	0	0	0	0	0
105378951	0	0	0	0	0
107985740	0	0	0	0	0
105378665	0	0	0	0	0
105378667	0	0	0	0	0
54802	73	82	16	11	32
4610	0	0	0	0	3
105378668	0	0	0	0	0
84879	97	52	21	41	9
105378669	0	0	0	0	0
10487	2597	3746	1484	1823	913
5538	2966	4354	1442	2027	748
105378671	0	0	0	0	0
6018	230	404	191	154	77
127391	0	0	0	0	0
10269	246	333	153	145	206
1298	0	0	0	0	0
107984945	0	0	0	0	0
64744	68	314	175	181	101
65243	72	84	12	47	10
339559	25	42	5	1	1
105378672	0	4	0	4	0
64789	27	75	20	41	10
127396	28	13	12	5	15
105378673	0	0	0	0	0
9783	0	4	0	5	0
105378675	0	0	0	0	0
105378674	0	0	0	0	0
100130557	0	11	2	0	0
4802	49	90	20	59	9
407034	0	0	0	0	0
407031	0	0	0	0	0
9132	0	0	0	0	0
105378676	0	0	0	0	0
163732	23	0	3	3	4
1503	318	440	187	225	204
100507178	0	0	6	7	5
200172	0	0	0	0	0
22955	41	93	25	35	0
100132074	12	4	3	4	0
101929901	0	0	0	0	0
105378678	7	0	4	17	7
1907	0	0	0	0	0
59269	62	187	67	73	41
2981	0	0	0	0	0
2980	0	0	0	0	0
22887	175	194	38	43	11
284716	0	0	0	0	0
84217	0	0	0	0	0
728621	25	14	5	1	1
79717	270	367	225	175	191
10465	175	337	155	206	102
4904	8575	11262	6059	5767	6895
149461	0	8	0	0	0
64175	323	222	71	118	32
79078	83	30	46	80	90
105378683	0	0	0	0	0
100129924	1	3	2	0	5
107984946	1	0	0	0	0
374969	243	345	117	100	50
114625	0	24	31	21	2
51058	0	5	1	6	4
339539	0	0	0	0	0
6513	241	172	27	26	22
440584	1	0	0	0	0
440585	0	0	2	0	0
10969	1968	2923	994	1208	643
102465439	0	0	0	0	0
149465	0	0	4	0	0
105378685	0	0	0	0	1
128218	0	0	0	0	0
149466	0	0	0	0	0
7075	1229	1696	762	628	681
4352	0	0	0	1	0
105378687	0	0	11	0	2
991	549	665	439	447	216
64834	159	190	99	41	143
102466723	0	0	0	0	0
112268225	0	0	0	0	0
112950	368	250	144	185	115
107984947	11	41	10	6	16
23334	312	411	236	268	597
100873952	0	6	0	0	0
102465440	0	0	0	0	0
81888	312	369	235	260	593
5792	1635	1846	400	612	142
9682	91	246	128	122	50
100132774	33	42	33	35	41
6487	0	47	17	15	50
101929592	0	0	0	0	0
102464830	0	0	0	0	0
9048	15	0	0	1	0
105378688	0	0	0	5	0
101929609	0	0	1	0	0
9670	126	95	50	54	113
1802	214	300	100	104	92
533	685	926	338	525	776
8704	351	936	494	653	1001
149473	8	0	3	16	0
6536	8	0	7	6	0
107984948	0	0	0	0	3
128209	0	0	0	0	0
105378952	0	0	0	0	0
55929	83	132	69	85	49
79033	34	34	27	17	73
100874278	0	0	0	0	0
106635545	0	0	0	0	0
55182	236	475	260	241	167
107984951	0	0	0	0	0
100847089	0	0	0	0	0
107984950	0	13	10	5	27
79639	0	26	10	1	18
109623472	0	0	0	0	0
339541	0	0	0	0	0
105378690	0	0	0	0	0
26828	0	0	0	0	4
26830	0	0	0	0	0
