GeneID	control	control	control	perturbed	perturbed
400736	0	0	0	0	0
391003	0	0	0	0	0
343068	0	0	0	0	0
391002	1	0	1	0	0
645382	0	0	0	0	0
653619	0	0	0	0	0
729528	0	0	1	0	0
645414	0	0	0	0	0
391004	0	0	1	0	0
645425	0	0	0	1	0
126755	0	0	0	0	0
102724856	0	0	0	0	0
107984918	0	0	0	0	0
10630	3	0	1	0	0
107984919	0	0	0	0	1
105378612	0	0	0	0	1
105376756	0	0	0	0	0
7799	1992	1939	1882	1117	1319
23254	267	255	237	125	157
107985467	17	10	11	36	41
107985468	1	1	2	1	3
105376762	3	3	5	8	9
105376759	1	4	1	12	6
107985469	2	2	1	0	2
200197	10	11	9	11	17
55092	100	94	68	53	62
727684	9	7	10	19	16
114827	8	17	6	8	8
101927417	13	14	16	6	7
101927441	29	34	34	27	33
79180	677	687	662	234	311
11330	0	3	3	1	1
63036	0	0	0	0	0
105376767	0	0	4	0	0
51032	3	4	2	2	3
842	115	107	97	70	63
23341	1063	990	934	529	640
107397391	2	2	0	2	3
79814	21	13	16	17	12
84301	3007	3141	2883	1354	1508
6248	541	504	471	221	265
23207	1020	1025	911	477	579
284723	13	13	9	14	13
110806303	1	0	0	2	1
388595	0	1	1	0	0
54751	303	345	313	211	222
440567	209	195	201	65	81
729614	208	221	225	98	137
23013	3629	3485	3281	1999	2399
7709	567	546	522	396	408
149563	0	0	0	1	0
27129	19	24	21	16	19
1187	11	11	13	15	13
1188	1	1	2	3	5
348487	55	58	54	17	27
1969	486	542	500	282	321
101927479	22	31	35	26	33
128272	347	338	346	214	220
101927546	30	28	27	22	23
79363	127	128	127	53	93
54455	814	821	790	717	695
26099	1767	1791	1605	604	825
374955	917	934	892	344	459
55707	483	482	454	256	316
107984921	67	70	51	81	86
114819	209	238	230	235	259
26871	3118	3610	3164	1995	2106
107985757	0	0	0	0	0
100132147	12	10	13	8	9
107985758	2	1	2	1	2
7195	3	2	4	0	0
55672	1644	1596	1449	1171	1511
105376794	481	479	466	557	606
84809	184	184	183	154	176
11209	44	44	40	103	116
107985736	2	3	2	2	4
26869	2927	3380	2971	1872	1963
107985759	1	1	3	0	0
284729	111	106	101	108	126
100189045	2	2	0	2	3
6060	545	576	523	322	318
11223	20	21	20	47	43
100500876	0	0	0	0	0
100189298	1	1	1	0	1
112267871	22	21	25	10	7
7193	2	2	2	1	1
100189183	0	0	0	0	0
105376805	5	10	6	0	5
791226	1	2	0	0	0
26870	524	564	494	312	303
9696	412	363	375	347	403
4237	1	0	1	3	0
105376806	1	0	0	0	0
23400	1462	1417	1357	686	832
6390	1627	1715	1576	585	719
11240	39	30	27	20	28
105376808	0	0	0	0	0
400743	0	0	0	0	0
29943	0	1	0	0	0
51702	1	1	0	1	0
100616188	0	0	0	0	0
23569	0	0	0	2	1
353238	0	0	0	0	1
55920	4088	4088	4014	1899	2342
55160	304	332	296	337	341
107984028	0	0	0	0	0
81569	15	19	21	10	6
105376809	0	0	0	0	0
105376812	1	1	0	0	0
101927876	0	0	0	0	0
84966	46	33	30	41	57
105376814	12	6	5	9	12
127707	1	2	1	1	0
5081	1	1	0	0	1
80834	0	1	0	0	0
8659	1042	1017	1033	414	524
100616120	0	1	0	0	1
100302276	1	0	3	0	0
126917	557	588	546	259	296
105376815	4	5	9	0	2
23352	9326	9083	8515	6954	8343
101927895	68	68	79	56	63
23065	1443	1342	1368	1061	1397
51154	598	637	602	273	315
246181	73	72	75	59	56
22977	43	51	47	52	69
100506730	83	100	94	68	83
8574	712	768	634	418	468
54896	147	170	163	98	144
832	2713	2633	2612	1364	1644
105376819	0	0	0	0	0
105376818	0	0	0	1	0
105376817	0	1	0	1	0
105378614	0	0	0	0	1
440574	383	421	415	203	245
100532736	181	176	168	106	111
644068	87	77	75	51	61
4681	105	102	94	65	68
3362	8	13	7	17	21
255104	846	786	811	565	624
54546	0	0	0	0	0
105376823	4	5	7	2	10
23252	482	469	432	453	491
30814	0	0	4	0	0
5320	20	28	28	13	9
5322	31	45	28	39	45
26279	2	0	0	0	0
64600	6	6	4	0	5
391013	0	0	0	0	0
127733	0	0	1	0	0
101928017	0	1	0	0	0
105376825	0	0	2	1	0
105376826	2	3	4	0	0
105376827	0	0	0	0	0
105376828	0	0	0	0	0
127731	26	35	24	17	16
339505	1	0	0	1	3
55450	481	473	372	110	141
79594	462	478	425	201	276
163933	14	23	21	2	2
978	0	1	1	0	0
65018	388	377	334	150	186
102464833	23	17	27	7	10
100861548	411	368	344	187	185
1650	2552	2470	2194	1303	1570
57576	5	2	2	0	2
400745	57	47	44	23	37
112268222	335	369	318	276	295
50809	2237	2330	2223	1827	2135
8672	3369	3245	2982	1663	2019
105376830	67	39	51	58	49
105376829	44	26	33	44	58
100302155	6	1	2	3	4
1889	519	558	505	346	468
100506801	5	8	11	11	9
105376832	0	0	0	0	0
84224	185	194	149	180	218
249	2	0	1	0	2
105376834	1	0	0	3	0
5909	376	413	362	288	354
84196	984	954	894	677	789
401944	78	83	70	78	84
3339	1356	1367	1265	1566	1787
23436	0	0	0	1	0
10136	0	0	0	0	0
101928043	4	6	4	7	3
29092	82	123	77	58	89
112268223	13	19	14	4	8
998	2828	2761	2628	1115	1403
54361	52	41	18	26	23
105376845	2	2	4	3	2
105376850	2	3	1	1	1
107985377	0	0	0	3	1
100616433	0	0	0	0	0
105376856	1	0	0	0	0
9923	1339	1294	1296	919	1047
2046	27	8	13	19	21
102466615	0	0	0	0	0
712	0	0	0	0	0
714	0	0	0	0	0
713	0	0	0	0	0
2048	211	189	178	108	120
100616391	0	0	0	0	0
100422914	2	2	7	2	6
646262	0	0	0	0	0
729059	4	5	4	3	2
23028	2401	2421	2261	1137	1365
100422866	0	1	1	1	1
7798	733	738	738	359	442
3352	2	1	0	1	2
100996511	115	115	100	115	168
10236	2828	2833	2635	1330	1589
80818	212	227	220	135	151
148898	32	46	47	32	51
6920	313	277	282	219	232
55616	585	559	477	434	510
1870	339	330	300	185	268
101928163	24	20	24	10	13
105376859	51	37	36	40	47
3399	1106	1283	1025	483	622
107984928	4	4	1	0	1
259283	1	0	1	0	1
6135	5140	5175	4990	1910	2251
6924	1515	1596	1344	661	794
100506963	148	156	147	79	108
57095	706	786	615	307	416
105376860	60	64	59	20	29
11313	886	912	871	285	381
2582	772	765	705	504	560
3155	445	459	457	294	322
105376861	8	1	0	3	2
2517	300	312	251	173	215
1269	1	0	1	1	0
107984929	0	0	0	0	0
100616492	0	0	0	0	0
55629	1710	1808	1716	759	945
10772	2378	2343	2234	1265	1535
105378615	0	0	0	0	0
105376863	0	6	3	1	1
107984931	1	2	0	0	0
127294	2	0	2	2	3
107985737	0	0	0	0	1
105376864	1	0	0	1	0
58985	34	38	20	23	28
163702	0	1	1	2	3
284632	8	2	4	4	1
105376871	0	0	0	0	0
57822	15	17	6	7	7
90529	107	105	73	70	74
57185	1424	1351	1335	642	761
100750325	1	5	4	3	2
11123	563	548	557	234	238
100506985	30	27	23	8	14
400746	1	1	0	0	2
10250	2896	2737	2682	1533	1870
25932	1712	1639	1720	937	1124
105376876	0	0	0	0	0
864	0	0	0	0	0
102465437	0	0	0	0	0
107984932	0	0	0	0	0
105376878	0	0	0	0	2
100616365	0	0	0	0	0
105376879	0	0	0	0	0
25949	182	208	177	114	127
57035	714	718	685	822	956
105376882	0	1	0	1	0
6007	13	18	14	19	30
23585	412	407	345	220	250
6006	204	186	179	97	106
55219	467	453	382	308	346
26119	656	673	642	279	359
57134	68	89	68	60	51
57190	2208	2163	1905	950	1089
56181	602	536	568	284	388
646471	141	158	143	144	145
79000	219	214	190	84	137
164091	47	55	46	23	24
3925	1595	1718	1531	762	931
100500808	56	66	54	29	36
105376885	1	0	0	1	0
5051	327	316	275	170	235
101928216	7	19	18	10	16
2134	23	14	24	19	19
7780	5	22	21	12	15
105376910	3	4	2	2	2
84676	5	4	4	0	0
149420	200	218	168	85	123
105376886	4	2	3	1	0
79927	5	5	3	1	5
110806296	0	4	0	0	0
51042	218	233	207	57	87
10256	235	207	220	200	168
378807	0	3	1	1	0
101928303	0	0	0	0	2
64793	470	491	448	413	484
83442	762	764	676	258	301
91544	204	198	203	177	208
1043	0	0	0	0	1
55057	82	66	67	49	55
257101	0	0	3	0	0
79727	6	3	3	3	2
79947	457	439	444	246	305
101928324	22	20	20	18	21
3151	1232	1306	1215	712	901
6195	2007	1933	1744	996	1103
100302190	0	0	2	3	2
105376888	2	1	1	1	2
101928728	55	34	46	40	31
8289	4860	4761	4277	2834	3336
55650	485	515	473	297	440
84243	645	587	520	372	463
2810	13	17	21	10	18
54707	826	763	766	465	562
63906	227	203	217	143	162
10726	1708	1861	1742	643	743
8431	0	0	0	2	2
126695	559	560	537	277	289
388610	289	326	310	127	193
115572	13	9	11	5	13
101928391	1	0	0	0	0
6548	2024	1848	1807	842	972
102723760	0	0	0	0	0
105376890	0	0	0	0	0
23038	584	487	475	349	411
84065	791	745	736	437	536
644961	118	128	89	125	128
84958	1110	1123	1057	1042	1217
9064	706	760	683	601	682
8547	4	1	0	3	9
388611	92	78	70	69	100
2827	14	14	7	9	9
10163	4857	4734	4513	2580	3145
105376892	0	3	2	8	10
27245	1722	1694	1484	1001	1170
2268	0	0	1	1	1
111216282	1	0	0	0	0
2537	340	397	343	140	145
199870	531	445	409	289	286
23673	1310	1372	1219	665	766
5511	1028	1079	1011	411	548
677774	32	26	24	13	18
9473	2	1	1	4	2
6118	584	566	571	257	262
27293	461	420	437	276	344
55113	333	352	300	154	182
2140	1534	1519	1496	635	803
5724	2	2	4	1	3
22826	1808	1947	1729	694	850
93974	1738	1804	1691	791	1026
83667	628	692	596	515	550
54797	402	361	353	147	178
65979	1205	1194	1165	698	857
1104	2895	2877	2752	1155	1436
8420	3374	3497	3222	1663	2015
6080	4234	4428	4146	3534	3528
26768	5420	6316	5659	3657	3804
54952	427	420	397	293	406
85028	346	430	315	258	277
692212	26	11	14	13	13
677838	27	38	33	20	25
677825	21	29	19	20	17
692073	55	52	49	51	40
115273	14	8	13	12	12
6883	386	349	343	178	234
105378616	53	54	50	28	35
26824	8	9	8	3	4
10691	722	741	708	295	371
51441	3214	3307	2951	1423	1713
4985	27	16	24	14	12
2035	4138	4127	3862	2082	2481
399474	202	174	195	83	113
6429	1988	1973	1724	1053	1248
51102	701	800	670	402	504
10076	1610	1525	1471	1174	1409
101928460	13	6	18	11	20
107984933	0	0	0	0	0
107984934	0	0	0	0	0
101929406	0	0	0	0	0
105378617	0	0	0	0	0
105378618	0	0	0	1	0
4146	42	46	32	29	41
100129196	98	102	95	100	135
7805	1	6	0	2	2
100616164	0	0	0	0	0
105378620	1	1	2	0	4
105378621	0	1	0	2	0
105378622	6	1	7	3	2
400748	0	0	0	0	0
9672	1574	1516	1421	701	802
9698	4653	4532	4312	2700	3220
692234	18	30	19	20	22
692235	19	34	19	17	22
692200	5	11	13	12	15
107984935	14	10	6	4	10
79570	12	8	6	9	7
9410	1346	1360	1248	568	690
51538	595	631	593	343	364
2170	71	83	72	95	97
105378623	2	1	1	3	2
107985470	2	0	3	2	3
347735	1785	1727	1603	863	1063
105378625	1	1	0	2	3
105379772	0	4	3	0	0
149086	0	0	0	0	4
284551	0	0	0	0	0
105378626	6	7	1	2	3
64129	19	28	24	11	8
3061	63	51	57	28	35
553115	1114	1120	1094	499	616
107985471	33	25	20	16	18
105378628	1	1	2	2	0
1307	52	72	45	100	113
101929444	7	7	6	11	8
576	370	371	316	199	242
100423028	1	1	0	1	0
90853	1	1	2	5	2
8073	2516	2501	2438	1098	1342
10657	3965	4226	3846	1995	2530
55116	382	360	348	318	293
100847018	3	1	4	4	4
23633	4986	4832	4570	2075	2538
200081	3068	2915	2984	1436	1856
79140	241	266	245	153	184
56063	281	277	323	328	452
55721	129	134	119	154	196
149069	90	87	91	173	190
8668	4924	4944	4642	1924	2198
339483	64	55	69	57	80
84734	24	26	31	32	41
3932	46	68	42	23	28
3065	5027	5248	4665	2159	2788
65108	4528	4807	4446	1470	2058
105378629	34	27	24	30	41
81629	380	370	339	490	607
100128071	144	152	110	220	222
55108	1941	1899	1769	1706	2100
728116	3	10	12	5	9
653121	398	348	374	256	354
102723870	7	12	10	16	17
339487	617	587	548	347	401
5928	5138	5268	4877	2168	2727
81493	1122	1135	1019	549	645
57648	15573	15182	14197	6686	7773
8565	3352	3475	3147	1767	2202
64766	1112	1096	1012	791	947
252995	30	32	28	50	68
105378631	13	12	7	17	16
3208	129	124	114	72	74
113452	2214	2386	2125	922	1032
105378632	5	5	4	3	2
127544	322	360	317	186	191
204	4102	4116	4026	2164	2838
105378635	6	4	6	10	10
113451	123	108	113	133	144
112268224	26	24	31	52	51
55223	479	521	419	389	477
149076	443	381	352	250	267
127550	2	2	2	1	2
1912	1360	1388	1308	651	788
100500853	32	26	32	18	18
101929464	24	16	20	14	25
7579	859	812	698	509	569
114784	4	0	0	0	2
105378638	0	0	0	0	0
127540	0	0	0	0	0
402779	0	0	0	0	0
84970	0	0	0	0	0
105378639	0	0	0	0	0
105378640	0	0	0	0	0
105378641	0	0	1	0	0
693137	0	0	0	0	0
105378642	1	0	0	0	4
2709	1	0	0	0	0
127534	0	0	0	2	0
2707	4	5	2	3	2
2701	0	0	0	0	0
113444	1003	1051	1015	346	482
58512	16	19	16	16	24
653160	45	45	55	67	71
100506144	116	103	101	101	122
9204	838	825	747	651	661
79830	1228	1240	1107	801	917
105378644	0	2	0	0	1
6421	6324	6116	5758	4216	4839
9202	2205	2291	2123	1201	1475
100861513	83	83	78	57	66
79932	2179	2269	2170	1743	2024
23154	1604	1621	1511	615	759
339488	259	235	234	287	287
105378645	45	42	38	49	68
5690	1934	1896	1716	843	1078
105378646	0	0	0	0	0
127703	752	824	764	307	322
63967	729	682	658	316	376
192670	954	899	872	1119	1230
26523	3354	3187	3043	1950	2390
192669	2098	2104	2044	1584	1868
105378647	8	9	7	21	18
27285	6	5	8	7	6
54936	571	526	504	271	352
1296	16	17	21	17	21
27095	1375	1409	1269	565	683
55700	4792	5164	4385	1952	2341
9967	8157	7986	7664	4852	5885
79729	970	930	862	2217	2159
55194	515	584	499	782	890
83931	2775	2894	2516	940	1143
84967	591	625	578	217	182
127700	192	175	189	127	135
109616970	2	2	0	2	1
107984940	4	4	3	5	6
64960	1589	1630	1537	652	849
1441	2	1	0	3	8
107984941	0	0	0	0	0
105378648	0	0	0	0	0
2899	0	2	0	0	0
100422898	0	0	0	0	0
107984942	0	1	1	1	1
728431	93	97	93	74	67
80149	1078	1115	1018	824	991
102465438	13	22	14	11	19
64769	1658	1686	1591	982	1231
100847010	11	16	9	19	19
105378649	30	38	35	26	23
79753	547	560	536	284	358
7802	24	24	26	27	24
29889	1890	1916	1829	921	1012
284654	0	0	0	0	0
54955	773	755	697	336	358
55143	791	761	733	460	519
284656	51	39	50	71	72
105378650	0	0	0	0	0
149175	308	276	289	172	194
79693	740	765	689	294	404
127687	777	846	763	294	372
4520	1447	1385	1304	733	850
3633	520	540	535	389	457
105378651	12	10	5	12	20
10946	1728	1730	1622	774	926
2275	131	103	90	60	69
51118	927	982	979	350	456
5453	2	3	2	1	1
107985103	1	2	0	2	5
105378653	0	2	0	1	1
100500801	0	0	0	0	0
105378655	0	0	0	2	0
105378654	0	2	2	0	1
339442	0	0	0	0	1
105378657	0	0	0	0	0
107984943	0	0	0	0	0
105378656	0	0	0	0	0
105378658	0	0	0	0	0
105378660	0	0	0	0	0
64121	462	490	429	243	283
100527950	548	523	489	257	299
26292	513	495	463	224	269
105378663	5	8	6	6	7
81025	31	21	19	23	25
54933	80	68	65	59	43
105378662	9	9	5	12	8
79647	2663	2653	2628	949	1182
4725	1912	2095	1895	763	833
23499	4562	4460	4182	3338	3764
643314	444	464	402	359	437
105378950	11	9	14	5	8
353500	233	253	211	186	254
192217	77	92	76	47	58
728448	214	182	178	285	295
8761	6906	6883	6330	2818	3307
101929516	773	784	794	352	425
677834	32	32	24	21	31
26508	0	0	0	0	0
84618	13	15	12	5	8
51440	132	162	152	53	78
10450	976	941	895	531	584
656	329	378	350	252	320
64064	93	93	87	58	76
105378666	10	15	12	13	20
101929536	15	17	9	6	9
105378951	1	1	0	1	2
107985740	5	0	4	1	5
105378665	2	1	2	3	1
105378667	6	10	8	9	11
54802	1232	1182	1226	986	1087
4610	314	346	268	179	188
105378668	15	24	13	13	11
84879	404	390	411	139	173
105378669	11	13	22	17	25
10487	3072	2851	2722	1195	1429
5538	2990	2965	2824	1256	1496
105378671	1	5	1	0	1
6018	1287	1279	1358	1238	1353
127391	0	2	0	1	0
10269	2134	2250	2061	836	1014
1298	146	128	117	64	91
107984945	0	0	0	0	0
64744	1158	1183	1057	918	1045
65243	263	271	252	203	203
339559	26	20	22	21	19
105378672	12	14	11	4	10
64789	145	140	134	64	92
127396	81	82	88	42	48
105378673	0	1	0	0	0
9783	153	167	185	112	166
105378675	9	6	9	11	20
105378674	0	0	0	0	0
100130557	169	175	154	99	114
4802	752	705	653	328	409
407034	3	1	0	5	3
407031	4	0	0	0	1
9132	433	419	442	236	303
105378676	6	0	0	2	2
163732	231	216	191	80	93
1503	2295	2282	2180	1013	1223
100507178	397	437	402	348	422
200172	369	346	396	407	453
22955	1910	1866	1852	980	1244
100132074	429	497	434	211	286
101929901	19	17	25	25	24
105378678	15	8	11	15	14
1907	140	124	110	96	98
59269	430	440	434	296	307
2981	0	0	0	0	0
2980	1	0	0	0	0
22887	2978	3009	2747	1687	1831
284716	382	357	330	494	578
84217	38	41	25	32	58
728621	144	162	155	117	127
79717	889	806	815	445	483
10465	661	628	612	470	597
4904	12148	12590	11250	4028	5051
149461	0	1	3	1	6
64175	699	719	666	550	633
79078	244	274	243	151	176
105378683	9	9	10	15	11
100129924	14	13	4	14	18
107984946	6	6	2	6	6
374969	49	61	45	29	36
114625	126	121	118	65	83
51058	270	287	250	210	211
339539	0	0	1	1	1
6513	2098	2034	1929	2107	2352
440584	32	39	33	67	66
440585	67	66	74	99	99
10969	562	602	538	240	237
102465439	0	1	2	2	2
149465	33	30	36	60	44
105378685	29	24	26	35	53
128218	948	943	892	627	667
149466	451	499	461	175	245
7075	1	3	1	1	5
4352	38	35	23	38	40
105378687	33	36	39	36	41
