GeneID	control	control	perturbed	perturbed	perturbed
64802	550	498	528	494	553
113391335	0	0	3	0	0
100847055	1	0	0	0	0
116362	3	4	8	5	6
10277	1086	1002	1011	890	989
23095	1525	1457	1684	1676	1496
105376725	2	1	0	4	3
5226	2835	2874	2834	2481	2336
100526739	588	588	600	533	512
378708	589	587	601	535	511
1325	0	2	1	4	2
1676	1457	1384	1279	1184	1165
5195	704	726	892	719	716
54897	556	532	1047	988	925
105376733	1	4	2	7	3
105376735	0	0	0	0	0
148345	0	3	1	3	3
23435	3960	3886	3973	3558	3480
10747	1	3	1	3	4
6723	3279	3308	2551	2161	2200
5394	999	1051	1052	958	865
105376736	889	954	946	862	768
2475	1451	1310	1099	911	985
100873935	2	2	1	1	0
10218	0	1	1	1	1
29914	552	527	370	378	383
105376737	0	0	0	0	0
105376739	0	0	0	0	0
105376740	0	0	0	0	0
57540	6	2	8	6	1
112268221	0	0	0	0	0
101929181	7	9	5	5	0
26232	24	13	51	56	67
93611	298	325	433	377	378
26270	131	121	161	121	114
10459	1202	1217	1354	1183	1067
374946	81	93	144	141	110
57085	1549	1590	1377	1228	1166
284498	2	3	2	1	2
102724659	0	0	0	0	0
4524	270	255	325	310	330
1185	247	233	278	216	235
100379251	2	1	2	1	3
4878	1	0	0	0	0
4879	1	0	0	0	0
26829	38	28	26	24	34
90231	561	795	606	612	460
5351	1511	1488	1432	1295	1270
9927	2911	2915	2746	2546	2493
60672	896	888	916	758	773
102466982	0	0	0	0	1
943	0	0	0	0	1
102465836	2	3	2	3	1
7133	6	3	3	4	3
100616438	0	0	0	0	0
107984917	0	0	0	0	0
55187	401	360	466	384	349
677885	1	0	1	1	0
105376744	0	1	0	2	0
9249	3	6	7	3	5
102466722	0	0	0	0	0
343066	0	0	0	0	0
126767	0	0	0	0	0
93190	0	1	2	0	2
390999	3	3	2	6	7
65121	14	11	21	18	18
105376745	0	0	0	0	0
440560	1	1	0	1	3
343069	1	0	2	1	2
65122	1	2	9	10	8
400735	0	0	0	0	0
343071	0	0	1	0	0
441871	10	14	24	30	26
440561	1	1	1	1	0
101929983	0	0	0	1	0
649330	0	0	0	0	0
441873	0	0	0	0	1
649324	40	31	40	40	48
440563	1	2	1	1	3
645354	40	31	40	40	48
645359	0	0	0	0	0
101060301	0	0	0	0	0
343070	0	0	0	1	0
400736	5	2	6	7	8
391003	0	0	0	0	0
343068	3	3	1	3	4
391002	10	14	24	28	27
645382	0	0	0	0	0
653619	1	1	1	1	3
729528	5	2	7	7	9
645414	0	0	0	0	0
391004	0	0	0	0	0
645425	3	0	2	3	1
126755	0	0	0	0	0
102724856	0	0	0	0	0
107984918	0	0	0	0	0
10630	1	0	0	0	1
107984919	0	0	0	0	0
105378612	0	0	0	0	0
105376756	0	0	0	0	0
7799	668	635	816	755	741
23254	123	141	146	132	122
107985467	1	0	2	3	1
107985468	0	0	0	0	0
105376762	1	0	0	1	1
105376759	0	0	0	0	0
107985469	0	0	0	0	0
200197	3	1	2	2	3
55092	54	52	98	102	120
727684	2	0	3	3	1
114827	0	3	6	4	5
101927417	9	6	16	15	19
101927441	0	0	0	0	0
79180	1192	1136	1307	1133	1050
11330	0	0	0	0	0
63036	0	0	0	0	0
105376767	0	0	0	0	0
51032	1	0	0	0	0
842	163	128	193	179	209
23341	275	247	373	320	302
107397391	0	0	0	0	0
79814	1	7	2	1	3
84301	764	748	753	765	634
6248	16	13	14	13	13
23207	58	63	73	47	52
284723	0	1	0	2	0
110806303	0	0	0	0	0
388595	0	0	0	0	0
54751	57	62	113	107	96
440567	74	68	76	60	66
729614	400	398	539	459	471
23013	806	752	855	830	723
7709	185	197	204	199	201
149563	0	0	0	0	0
27129	0	0	0	0	0
1187	0	0	0	0	0
1188	0	0	0	0	0
348487	7	18	24	21	18
1969	47	43	51	38	44
101927479	4	4	8	6	5
128272	77	90	97	85	97
101927546	25	13	15	20	17
79363	159	197	196	221	180
54455	309	281	300	260	262
26099	1918	1837	1987	1773	1744
374955	41	37	42	30	27
55707	359	350	422	372	388
107984921	1	2	1	1	4
114819	11	8	13	11	9
26871	375	386	428	371	402
107985757	0	0	0	0	0
100132147	1	1	1	0	0
107985758	0	0	1	0	0
7195	0	0	0	0	0
55672	663	639	786	665	693
105376794	39	43	37	31	33
84809	4	2	2	2	1
11209	1	2	2	3	2
107985736	1	1	0	2	2
26869	391	379	413	380	414
107985759	0	0	0	0	0
284729	11	7	23	21	11
100189045	1	0	0	0	1
6060	408	405	434	372	429
11223	1	0	1	0	0
100500876	0	0	0	0	0
100189298	0	0	0	0	1
112267871	0	2	0	1	0
7193	0	0	0	0	0
100189183	0	0	0	0	0
105376805	4	3	3	4	6
791226	1	0	0	0	0
26870	400	393	436	367	432
9696	209	199	270	235	217
4237	1	0	0	0	0
105376806	0	0	0	0	0
23400	546	528	544	550	519
6390	1846	1895	1686	1503	1367
11240	66	58	114	114	114
105376808	0	0	0	0	0
400743	0	0	0	0	0
29943	0	0	2	0	2
51702	0	0	2	0	0
100616188	0	0	0	0	0
23569	1	0	0	0	0
353238	0	0	0	0	0
55920	1937	1775	1902	1729	1719
55160	78	77	99	102	59
107984028	0	0	0	0	0
81569	15	12	9	6	9
105376809	0	0	0	0	0
105376812	0	0	0	0	0
101927876	0	0	0	0	0
84966	1	0	0	0	1
105376814	2	4	0	1	1
127707	0	0	0	0	2
5081	2	0	0	0	0
80834	0	0	0	0	0
8659	429	437	447	440	473
100616120	0	0	0	0	0
100302276	0	0	0	0	0
126917	62	56	55	50	67
105376815	0	0	0	0	0
23352	1095	1021	1193	1222	1120
101927895	42	44	50	44	30
23065	568	534	589	602	546
51154	721	738	683	609	600
246181	6	11	6	11	7
22977	2	0	1	1	2
100506730	7	2	5	7	8
8574	907	975	1072	942	1000
54896	140	174	168	163	154
832	1638	1622	1655	1450	1361
105376819	0	0	0	0	0
105376818	0	0	0	0	0
105376817	0	0	0	0	0
105378614	3	1	2	1	7
440574	4918	4834	5391	4422	4473
100532736	4897	4803	5354	4403	4442
644068	47	54	67	41	48
4681	2	1	2	2	1
3362	4	6	9	3	8
255104	342	303	364	312	312
54546	0	0	0	0	0
105376823	0	0	0	0	0
23252	233	222	311	250	226
30814	0	0	0	0	0
5320	58	70	414	394	444
5322	2	2	0	1	0
26279	0	0	0	0	0
64600	1	2	16	12	15
391013	0	0	0	0	0
127733	0	0	1	1	0
101928017	0	0	2	1	2
105376825	1	0	0	0	0
105376826	1	3	14	18	15
105376827	0	0	0	0	0
105376828	0	0	0	0	0
127731	4	2	1	5	3
339505	0	0	0	0	0
55450	207	219	1693	1636	1770
79594	346	342	484	413	413
163933	0	0	1	1	1
978	0	0	0	0	2
65018	309	307	608	614	598
102464833	1	0	0	1	1
100861548	14	12	11	14	11
1650	1896	1880	2063	1878	1876
57576	0	0	1	0	0
400745	0	3	6	5	2
112268222	31	31	27	20	35
50809	1361	1362	1649	1619	1517
8672	449	415	626	531	535
105376830	1	2	4	1	2
105376829	3	3	0	3	0
100302155	0	0	0	0	0
1889	215	199	184	182	136
100506801	0	0	0	0	0
105376832	0	0	0	0	0
84224	45	33	50	39	59
249	2	1	0	0	0
105376834	0	0	0	0	0
5909	137	133	121	127	105
84196	773	714	826	676	662
401944	0	0	1	1	1
3339	52	56	86	81	48
23436	0	0	0	0	0
10136	0	0	0	0	0
101928043	0	2	1	3	2
29092	126	127	165	143	148
112268223	89	134	163	141	133
998	2468	2672	2833	2603	2608
54361	8	8	13	26	22
105376845	2	2	1	5	5
105376850	0	0	1	0	0
107985377	0	3	0	2	4
100616433	0	0	0	0	0
105376856	0	0	0	1	0
9923	133	128	181	152	145
2046	1	1	2	1	4
102466615	0	0	0	0	0
712	0	0	0	0	0
714	0	0	0	0	0
713	0	0	0	0	0
2048	148	138	178	186	198
100616391	0	0	0	0	0
100422914	1	0	0	0	1
646262	0	0	0	0	0
729059	0	0	0	0	0
23028	2357	2310	2348	2090	1910
100422866	0	0	0	0	0
7798	250	211	337	302	286
3352	0	0	0	0	0
100996511	8	1	4	1	3
10236	2723	2757	2831	2583	2351
80818	95	107	131	124	100
148898	24	22	45	30	28
6920	1	0	0	0	2
55616	56	52	103	111	101
1870	305	344	258	247	285
101928163	2	2	0	3	1
105376859	13	9	25	24	14
3399	2886	2612	5805	5209	5320
107984928	2	0	0	0	0
259283	0	0	0	0	0
6135	21528	21066	24606	21121	21476
6924	606	572	550	529	515
100506963	131	107	143	126	131
57095	1250	1271	1066	852	907
105376860	1	2	2	0	1
11313	1213	1186	1161	925	1057
2582	1717	1526	1503	1335	1347
3155	251	215	289	284	250
105376861	9	9	15	8	12
2517	366	282	410	433	434
1269	0	0	0	0	0
107984929	0	0	0	0	0
100616492	0	0	0	0	0
55629	1706	1856	2191	2022	1920
10772	3095	3043	3377	2819	2623
105378615	0	0	0	0	0
105376863	0	1	2	0	2
107984931	0	0	0	0	0
127294	0	0	2	0	0
107985737	0	0	0	0	0
105376864	0	0	0	0	0
58985	5	3	0	2	3
163702	0	0	1	0	0
284632	1	0	0	0	0
105376871	0	0	0	0	0
57822	9	16	15	7	15
90529	59	65	70	73	54
57185	507	508	745	649	718
100750325	20	23	54	45	44
11123	241	285	560	515	422
100506985	0	1	2	3	1
400746	0	0	0	0	1
10250	4375	4126	4707	3966	3947
25932	1122	1119	1211	1115	1137
105376876	0	0	0	0	0
864	0	0	0	0	0
102465437	0	0	0	0	0
107984932	0	0	0	0	0
105376878	0	0	0	0	0
100616365	0	0	0	0	0
105376879	0	0	0	0	0
25949	919	957	1243	1125	1107
57035	117	94	169	147	145
105376882	0	0	0	0	0
6007	0	0	1	0	0
23585	818	820	805	706	732
6006	26	18	30	30	26
55219	145	141	168	149	175
26119	409	375	427	416	387
57134	12	17	33	25	26
57190	589	588	637	591	625
56181	217	215	252	189	236
646471	225	230	252	210	244
79000	237	229	277	225	202
164091	1	1	3	2	1
3925	3773	3961	4436	3994	3607
100500808	3475	3605	4089	3696	3284
105376885	2	3	0	2	1
5051	104	90	128	111	136
101928216	5	3	16	13	14
2134	24	17	35	37	32
7780	0	1	0	0	0
105376910	0	0	0	0	0
84676	0	1	0	0	0
149420	163	167	218	189	194
105376886	0	0	2	1	1
79927	0	0	0	1	0
110806296	1	1	3	3	2
51042	917	961	836	737	747
10256	119	126	168	162	145
378807	0	0	0	0	0
101928303	0	0	0	0	0
64793	207	251	232	195	211
83442	785	733	1177	1109	1072
91544	195	163	220	193	182
1043	1	0	0	0	0
55057	18	11	44	30	41
257101	0	0	0	0	0
79727	23	4	7	1	12
79947	448	402	479	448	412
101928324	2	0	2	0	0
3151	11466	10940	12249	9779	10462
6195	732	755	702	606	475
100302190	0	0	0	0	0
105376888	0	0	1	1	0
101928728	70	65	61	66	53
8289	909	985	1098	1043	956
55650	220	195	229	200	207
84243	163	174	152	147	120
2810	106	111	113	105	110
54707	419	475	520	426	518
63906	179	208	219	223	209
10726	11359	11420	10861	9150	8694
8431	0	0	0	0	0
126695	224	234	282	236	239
388610	45	64	51	47	53
115572	0	0	1	0	0
101928391	0	0	2	0	3
6548	592	584	958	875	903
102723760	0	0	0	0	0
105376890	17	11	10	9	11
23038	572	448	866	812	811
84065	712	722	675	599	631
644961	3	1	2	4	1
84958	263	251	239	242	226
9064	188	150	167	129	140
8547	0	1	0	0	0
388611	11	6	11	13	10
2827	13	10	23	13	8
10163	2053	1973	2157	1884	1854
105376892	1	1	0	0	1
27245	197	172	267	277	235
2268	0	0	0	0	0
111216282	0	0	0	0	0
2537	279	298	500	414	454
199870	360	359	332	301	317
23673	532	587	762	791	673
5511	594	621	625	557	527
677774	0	0	0	0	0
9473	1	0	0	0	0
6118	1186	1332	1356	1238	1295
27293	759	754	894	865	882
55113	63	54	64	68	65
2140	346	363	356	329	340
5724	0	0	0	1	1
22826	2057	2043	2406	2121	1887
93974	12751	12604	16240	13644	13768
83667	210	191	254	216	203
54797	559	608	701	659	589
65979	609	553	715	663	649
1104	4821	4859	4509	3806	4014
8420	3366	3367	3347	2811	2981
6080	10	6	10	10	8
26768	6	2	3	2	2
54952	463	468	532	449	481
85028	329	309	260	197	251
692212	1	0	1	0	0
677838	4	2	3	3	2
677825	4	4	1	2	2
692073	5	4	1	0	2
115273	0	0	0	0	0
6883	1256	1176	1215	1094	1085
105378616	198	220	210	167	191
26824	47	55	55	35	55
10691	231	246	262	221	228
51441	1896	1779	2075	1917	1867
4985	1	1	0	1	1
2035	1344	1382	1567	1296	1203
399474	11	9	8	10	7
6429	1532	1479	1495	1179	1218
51102	802	794	828	757	718
10076	331	309	378	352	306
101928460	9	5	17	19	13
107984933	0	0	0	0	0
107984934	0	0	0	0	0
101929406	0	0	0	0	0
105378617	0	0	0	0	0
105378618	0	0	0	0	0
4146	35	37	45	47	45
100129196	42	38	46	48	48
7805	0	0	1	1	1
100616164	0	0	0	0	0
105378620	2	2	3	0	5
105378621	0	0	0	0	0
105378622	1	2	4	5	1
400748	0	0	0	1	0
9672	344	368	496	454	366
9698	1626	1577	2035	1806	1575
692234	2	2	1	2	1
692235	2	2	1	2	1
692200	0	0	1	0	0
107984935	142	178	181	117	130
79570	6	2	7	0	1
9410	3010	2758	2482	2109	2066
51538	820	830	854	758	662
2170	3	2	0	5	2
105378623	0	0	0	0	0
107985470	0	0	2	0	0
347735	458	447	505	516	492
105378625	0	0	0	0	1
105379772	3	6	2	2	2
149086	0	0	0	0	0
284551	0	1	0	0	0
105378626	1	1	1	3	0
64129	1	0	0	1	2
3061	3	0	1	2	1
553115	741	711	739	715	713
107985471	703	672	710	689	679
105378628	0	0	0	0	0
1307	1	6	8	7	9
101929444	10	6	24	22	15
576	24	22	27	42	38
100423028	0	0	0	0	0
90853	1	2	7	14	7
8073	2928	2850	2930	2444	2566
10657	1293	1570	1546	1460	1433
55116	431	437	468	457	420
100847018	0	0	0	0	0
23633	1140	1030	1201	1133	1269
200081	2378	2333	2465	2126	2098
79140	527	484	936	799	761
56063	221	217	280	224	232
55721	144	150	190	133	158
149069	9	5	7	2	5
8668	3899	3967	3574	3270	3352
339483	25	17	43	31	38
84734	1	1	3	3	0
3932	1	0	0	0	1
3065	1837	1979	2114	1828	1826
65108	14252	13974	19768	18425	16826
105378629	131	97	152	133	132
81629	23	18	29	25	21
100128071	1	0	0	0	1
55108	526	483	761	645	715
728116	13	7	17	16	11
653121	184	179	207	171	209
102723870	23	23	21	26	20
339487	2811	2694	3098	2483	2533
5928	4196	4116	4639	4168	4028
81493	261	233	254	195	260
57648	2041	2038	2707	2658	2384
8565	3954	3662	3589	2869	3120
64766	401	398	422	413	413
252995	3	5	1	2	0
105378631	2	1	1	0	2
3208	1	2	1	0	1
113452	1750	1910	2342	2225	1903
105378632	0	0	0	0	0
127544	124	131	117	126	148
204	5738	5569	5243	4608	4604
105378635	20	17	14	15	14
113451	11	17	37	34	26
112268224	0	0	0	0	0
55223	121	121	164	166	159
149076	285	293	364	327	318
127550	0	0	0	0	1
1912	526	516	552	568	459
100500853	4	2	4	6	4
101929464	2	0	0	1	1
7579	124	120	132	132	140
114784	0	0	0	0	0
105378638	0	0	0	0	0
127540	0	0	0	0	0
402779	0	0	0	0	0
84970	0	0	0	0	0
105378639	0	0	0	0	0
105378640	0	0	0	0	0
105378641	0	0	0	0	0
693137	0	0	0	0	0
105378642	0	0	0	0	0
2709	0	0	2	0	2
127534	0	0	0	0	0
2707	0	0	0	0	0
2701	0	0	0	0	0
113444	1522	1470	1500	1487	1389
58512	1	1	2	2	6
653160	0	2	3	2	1
100506144	114	118	132	119	103
9204	229	227	278	276	291
79830	401	348	377	338	421
105378644	0	0	0	0	0
6421	7200	7640	6759	6698	5990
9202	1165	1148	1318	1269	1167
100861513	8	5	9	6	11
79932	974	941	1143	1161	1189
23154	618	706	806	777	823
339488	11	7	12	9	13
105378645	0	0	1	1	0
5690	6221	6027	5864	5168	4970
105378646	0	0	0	0	0
127703	239	250	279	334	266
63967	921	1024	894	712	725
192670	106	124	209	199	186
26523	952	849	1134	940	1008
192669	389	360	379	398	400
105378647	1	0	0	2	0
27285	3	0	1	3	1
54936	749	707	692	593	646
1296	0	3	7	9	9
27095	1918	1876	2046	1678	1887
55700	1020	1020	932	923	910
9967	4401	4398	4502	4152	4280
79729	14	9	20	20	16
55194	106	81	157	163	105
83931	771	782	829	712	822
84967	1162	1198	1128	808	882
127700	240	270	276	253	252
109616970	0	0	0	0	0
107984940	0	0	0	0	0
64960	5446	5323	4803	4098	4150
1441	0	0	0	0	0
107984941	0	0	0	0	0
105378648	0	0	0	0	0
2899	0	0	0	0	0
100422898	0	0	0	0	0
107984942	1	0	1	0	0
728431	78	85	282	229	230
80149	157	153	254	209	235
102465438	0	0	0	0	0
64769	1072	1119	1266	1068	1067
100847010	1	0	0	0	0
105378649	1	3	2	1	2
79753	519	528	642	570	561
7802	11	10	13	18	11
29889	1093	1155	1199	1050	1130
284654	0	0	0	0	0
54955	1110	978	989	874	910
55143	1492	1480	1376	1229	1081
284656	71	96	135	104	103
105378650	0	0	0	0	0
149175	219	279	186	219	212
79693	995	1006	835	766	697
127687	1510	1505	1537	1394	1292
4520	281	232	280	294	213
3633	452	475	574	515	497
105378651	10	6	7	7	5
10946	3500	3589	3446	2955	2894
2275	37	29	52	51	39
51118	2696	2705	2730	2312	2277
5453	4	1	3	2	3
107985103	11	4	4	4	9
105378653	0	0	1	2	0
100500801	0	0	0	0	0
105378655	0	0	1	0	2
105378654	0	0	0	0	0
339442	0	0	0	0	0
105378657	0	0	1	0	0
107984943	0	0	0	0	0
105378656	0	0	0	0	0
105378658	0	0	0	0	0
105378660	0	0	0	0	0
64121	561	562	666	629	551
100527950	430	410	432	325	339
26292	1085	1032	1063	826	892
105378663	18	17	19	22	21
81025	1	1	2	0	1
54933	84	82	141	128	105
105378662	4	6	1	1	2
79647	2167	2322	2777	2585	2344
4725	29799	29384	32974	28503	27587
23499	257	194	288	279	261
643314	151	126	157	117	106
105378950	8	8	9	10	12
353500	14	12	15	18	17
192217	0	0	0	0	0
728448	164	116	209	162	180
8761	2119	2177	1864	1698	1635
101929516	18	25	16	19	14
677834	0	1	1	0	0
26508	0	0	0	0	0
84618	0	0	0	0	0
51440	7	16	20	27	13
10450	1061	1109	1321	1216	1037
656	20	19	21	26	27
64064	0	0	0	0	0
105378666	0	0	1	0	0
101929536	1	1	0	1	0
105378951	0	1	0	1	0
107985740	7	7	7	4	10
105378665	0	0	0	0	0
105378667	0	0	0	0	0
54802	588	558	518	462	453
4610	183	178	174	164	135
105378668	2	0	3	3	1
84879	150	156	176	104	108
105378669	5	3	12	5	5
10487	3817	3873	4363	3849	3853
5538	1490	1410	1427	1417	1369
105378671	32	36	44	36	39
6018	332	296	369	303	345
127391	0	0	0	0	0
10269	1638	1617	1850	1528	1672
1298	7	8	13	17	12
107984945	0	0	0	1	0
64744	1216	1209	1355	1205	1172
65243	167	205	214	202	216
339559	0	0	1	0	0
105378672	80	76	110	88	86
64789	116	78	99	91	107
127396	81	96	73	75	75
105378673	0	0	0	0	0
9783	69	71	94	86	108
105378675	0	0	0	0	0
105378674	0	0	0	0	0
100130557	631	606	673	661	580
4802	520	537	561	508	509
407034	0	0	0	0	0
407031	0	0	0	0	0
9132	33	50	26	31	32
105378676	0	0	0	0	0
163732	151	157	208	155	220
1503	1215	1293	1079	983	899
100507178	9	4	7	12	8
200172	5	2	2	1	3
22955	368	377	383	308	324
100132074	47	50	70	55	68
101929901	0	0	1	0	0
105378678	0	2	2	3	3
1907	34	19	85	64	89
59269	80	109	135	120	95
2981	0	0	0	0	0
2980	0	0	0	0	0
22887	1247	1177	1418	1216	1231
284716	116	138	170	177	170
84217	79	66	123	129	159
728621	206	196	328	307	280
79717	1232	1209	1666	1422	1378
10465	2023	2091	1723	1421	1544
4904	9221	9365	9854	8697	8399
149461	0	1	0	0	0
64175	220	243	274	247	246
79078	389	440	537	472	413
105378683	0	0	1	1	0
100129924	0	0	0	1	1
107984946	0	0	1	0	0
374969	342	294	418	363	349
114625	124	103	187	155	157
51058	242	246	325	311	308
339539	0	0	0	1	0
6513	1110	1019	802	782	762
440584	19	14	31	32	27
440585	6	6	4	8	3
10969	2002	2046	1676	1478	1413
102465439	0	0	0	0	0
149465	6	3	5	8	8
105378685	4	4	7	7	6
128218	394	398	403	431	393
149466	713	707	688	625	661
7075	0	0	1	1	0
4352	23	21	28	25	31
105378687	74	74	70	47	57
991	4219	4450	3851	3393	3134
64834	1910	1831	1576	1398	1483
102466723	0	0	0	0	0
112268225	7	10	5	1	8
112950	1156	1202	1177	1097	1038
107984947	4	2	3	1	5
23334	249	271	296	317	253
100873952	1	1	0	1	1
102465440	0	0	0	0	0
81888	5	5	4	3	3
