GeneID	control	control	perturbed	perturbed	perturbed
101927895	376	336	465	426	336
23065	8046	6540	8566	8224	6619
51154	2779	2516	2206	1897	1499
246181	6	16	6	7	9
22977	5	8	4	10	18
100506730	41	32	23	49	30
8574	1507	1160	1658	1502	1268
54896	849	648	697	896	732
832	12915	10647	12945	12752	10389
105376819	0	0	3	0	2
105376818	0	0	0	0	0
105376817	0	0	0	0	0
105378614	0	0	0	0	1
440574	1657	1609	1497	1467	1423
100532736	3120	2454	2736	3139	2611
644068	105	208	97	118	93
4681	2786	2042	2284	2721	2264
3362	1	0	1	2	4
255104	1078	878	946	883	810
54546	2	3	7	9	12
105376823	1	0	1	1	0
23252	419	662	367	496	537
30814	0	0	0	0	0
5320	0	0	0	0	0
5322	0	0	0	0	0
26279	1	0	0	0	0
64600	0	0	0	0	0
391013	0	0	0	0	0
127733	24	80	26	46	84
101928017	1	1	0	0	0
105376825	0	0	0	0	2
105376826	0	0	0	0	0
105376827	0	0	0	0	0
105376828	0	0	0	0	0
127731	1	1	1	4	1
339505	0	0	0	0	1
55450	1920	1944	2500	2985	2592
79594	2569	1969	2441	2663	1882
163933	0	0	0	0	0
978	314	223	793	720	581
65018	1105	933	1663	1741	1408
102464833	2	1	1	0	2
100861548	1266	1324	1673	1854	1602
1650	14059	15502	15321	16503	15459
57576	7	1	6	5	2
400745	106	62	76	40	66
112268222	1135	1366	1041	1297	1287
50809	5299	6643	5453	5809	6224
8672	3683	3886	4871	5457	5487
105376830	1	2	0	0	0
105376829	3	3	0	3	1
100302155	0	0	0	0	0
1889	10314	8414	12105	14817	12091
100506801	4	4	7	9	8
105376832	0	0	0	0	0
84224	416	478	593	646	552
249	2	1	3	2	1
105376834	0	0	0	0	0
5909	5115	3746	6627	8562	7295
84196	2880	3117	2983	3077	2667
401944	1298	1095	1534	2100	1656
3339	19616	15601	22485	28192	21026
23436	3	5	5	11	4
10136	8	4	1	12	4
101928043	26	33	45	28	28
29092	587	676	627	474	547
112268223	77	78	74	65	80
998	22057	24953	25560	24629	20573
54361	63	59	67	100	99
105376845	4	7	9	3	5
105376850	0	1	0	0	0
107985377	0	0	0	0	0
100616433	0	0	0	0	0
105376856	0	0	0	0	0
9923	915	1039	973	952	911
2046	0	0	2	1	0
102466615	0	0	0	0	0
712	0	0	0	0	0
714	0	0	0	0	0
713	0	0	0	0	0
2048	2361	1622	2666	2183	1744
100616391	0	0	0	0	0
100422914	82	44	88	63	63
646262	0	0	0	0	0
729059	0	0	1	0	1
23028	5783	5083	5381	4754	4148
100422866	0	0	0	0	0
7798	3401	2773	3822	3355	2756
3352	221	202	297	219	217
100996511	11	39	5	18	42
10236	9217	9767	9694	8522	7495
80818	1361	1034	1679	1312	1064
148898	59	83	67	69	94
6920	65	68	162	82	94
55616	425	343	862	791	748
1870	489	475	274	231	238
101928163	13	14	5	12	7
105376859	38	40	50	53	55
3399	5443	4188	3442	2776	3671
107984928	3	3	0	0	1
259283	0	0	0	0	0
6135	19637	20066	23139	21301	16819
6924	2926	2359	3137	3090	2329
100506963	214	212	248	241	187
57095	1328	1162	862	1055	751
105376860	451	351	410	445	366
11313	4486	3013	3960	3977	3273
2582	9228	7782	8036	8478	7399
3155	1842	1965	2381	2752	2343
105376861	0	2	4	3	1
2517	812	897	1156	1413	1198
1269	2	2	3	1	3
107984929	0	0	0	0	0
100616492	0	0	0	0	0
55629	4479	6133	4952	4821	4853
10772	4301	6225	3786	4144	4698
105378615	0	0	0	0	0
105376863	2	2	2	1	3
107984931	15	16	29	31	28
127294	540	426	719	976	746
107985737	1	1	4	2	1
105376864	1	3	0	0	3
58985	272	207	273	278	289
163702	693	666	683	920	684
284632	0	0	0	0	1
105376871	0	0	0	0	0
57822	1	1	3	1	2
90529	688	543	626	493	452
57185	1721	1680	2353	2386	2076
100750325	10	10	17	13	13
11123	1838	1769	1936	1877	1583
100506985	57	68	77	61	50
400746	34	45	127	215	136
10250	5050	4903	4102	4791	4178
25932	9248	8638	8043	9641	7883
105376876	0	0	0	0	1
864	2	0	0	0	0
102465437	0	0	0	0	0
107984932	0	0	0	0	0
105376878	0	0	0	0	0
100616365	0	0	0	0	0
105376879	0	0	0	0	0
25949	2051	2350	2450	2435	2143
57035	215	578	251	430	580
105376882	0	0	0	0	0
6007	11	3	4	15	15
23585	2959	3383	3573	3684	3513
6006	1695	1891	1765	1855	1750
55219	1071	1021	1293	1463	1211
26119	853	685	1145	1411	1118
57134	13	11	20	11	11
57190	8182	6289	8889	10109	7820
56181	1245	1209	1403	1339	1245
646471	124	187	197	213	218
79000	548	542	450	387	379
164091	547	444	738	1015	611
3925	10377	11962	10148	7151	7694
100500808	255	404	397	281	268
105376885	0	0	0	0	0
5051	997	855	1286	1070	972
101928216	0	0	0	0	2
2134	0	0	0	0	2
7780	0	0	0	0	0
105376910	0	0	0	0	0
84676	0	0	0	0	0
149420	346	430	303	262	359
105376886	1	0	1	2	3
79927	0	1	3	0	0
110806296	0	0	0	0	0
51042	411	275	290	260	216
10256	438	417	353	534	423
378807	0	0	0	0	0
101928303	0	0	0	0	0
64793	1154	1050	854	786	671
83442	12197	7225	14319	10227	8760
91544	384	400	229	316	306
1043	0	0	1	1	0
55057	93	91	75	114	102
257101	0	0	0	0	0
79727	0	0	0	1	0
79947	1835	1371	1892	1864	1611
101928324	0	3	3	2	2
3151	13825	15532	12153	10413	10496
6195	2912	2197	2726	2760	2195
100302190	0	0	0	0	0
105376888	1	1	1	0	0
101928728	41	41	50	34	36
8289	6743	5330	6692	6578	4688
55650	1086	1175	1514	1497	1333
84243	1936	1355	1523	1771	1510
2810	7589	5070	4851	5824	3906
54707	949	867	932	1189	956
63906	581	513	606	643	520
10726	14589	11109	15231	13402	10351
8431	3070	3038	2570	3333	3114
126695	220	187	142	203	183
388610	22030	18063	27719	28640	22644
115572	20	21	34	18	22
101928391	0	1	0	0	0
6548	3375	2397	3285	3271	2479
102723760	0	0	0	0	0
105376890	0	0	0	0	0
23038	1919	1590	2440	2528	2026
84065	2584	2138	2566	2636	2046
644961	20	28	19	30	34
84958	512	362	340	463	445
9064	559	469	458	563	477
8547	0	0	7	12	3
388611	0	0	0	2	1
2827	83	79	130	91	97
10163	12538	9270	11704	11735	8075
105376892	0	0	0	0	0
27245	423	198	346	481	365
2268	0	0	1	1	1
111216282	0	1	0	2	3
2537	2311	3541	3459	4680	4039
199870	184	247	189	201	206
23673	1527	1617	2299	2475	1932
5511	2313	2685	2244	2058	1986
677774	0	1	0	0	0
9473	25	12	43	23	28
6118	1760	1782	1725	1260	1227
27293	451	453	568	719	615
55113	434	360	418	351	315
2140	867	859	874	904	662
5724	26	18	27	26	27
22826	5042	5574	5435	4400	4031
93974	1630	1669	1582	1460	1503
83667	854	503	629	568	474
54797	513	782	582	749	692
65979	1775	2442	1717	1830	2115
1104	4107	3543	2787	2096	1956
8420	272	505	213	244	329
6080	17	41	14	25	15
26768	11	17	7	11	12
54952	717	734	714	532	523
85028	46	174	38	73	119
692212	5	13	1	6	7
677838	7	27	7	11	14
677825	2	13	2	7	6
692073	3	17	1	7	15
115273	32	26	73	52	60
6883	753	870	680	575	514
105378616	14	12	19	9	12
26824	2	0	0	1	0
10691	775	642	715	807	555
51441	5633	4558	5408	5670	4105
4985	5	13	41	56	36
2035	762	885	1067	1269	1206
399474	33	30	43	70	57
6429	2194	2209	1650	1611	1667
51102	751	541	557	559	472
10076	573	564	677	971	892
101928460	0	0	0	0	0
107984933	0	0	0	0	0
107984934	0	0	0	0	0
101929406	1	1	0	2	3
105378617	0	0	0	0	0
105378618	0	0	0	0	0
4146	11	7	13	14	10
100129196	17	22	27	31	51
7805	54	44	563	505	480
100616164	0	0	0	0	0
105378620	0	0	1	0	1
105378621	0	0	0	0	0
105378622	1	2	7	12	3
400748	0	0	0	0	0
9672	2943	2737	4069	5095	4283
9698	5477	4799	5601	5901	4610
692234	2	11	4	3	6
692235	4	13	5	6	8
692200	0	1	0	1	0
107984935	0	4	1	1	0
79570	3	1	7	6	10
9410	2835	2445	2016	1855	1569
51538	1479	1821	1941	1654	1483
2170	17	12	9	21	22
105378623	0	0	0	0	0
107985470	0	0	0	1	0
347735	8391	5753	7783	8202	7943
105378625	3	0	0	2	1
105379772	0	0	0	0	0
149086	0	0	0	0	1
284551	0	0	0	1	0
105378626	332	583	342	378	499
64129	10980	12356	10514	13582	16097
3061	275	230	303	258	225
553115	3302	2810	3183	3171	2640
107985471	60	67	83	87	50
105378628	2	3	1	2	1
1307	7	6	16	15	16
101929444	0	0	11	10	3
576	354	237	402	550	530
100423028	0	0	0	0	2
90853	3312	2575	1731	1586	1649
8073	21008	19282	21020	20454	16136
10657	10658	8234	9487	8795	7260
55116	774	503	629	634	502
100847018	0	0	0	0	0
23633	5058	4473	5073	5405	4043
200081	3747	3589	3200	3782	3514
79140	23	44	28	39	49
56063	268	326	296	262	342
55721	147	238	120	141	131
149069	14	40	29	29	58
8668	12216	11290	11708	9676	7853
339483	25	49	34	74	108
84734	5	8	6	5	12
3932	16	12	31	30	30
3065	15667	15191	13269	14795	12808
65108	18426	15780	16346	17332	15932
105378629	10	6	3	5	5
81629	47	121	73	92	133
100128071	0	1	1	0	2
55108	2774	3054	3468	3830	3602
728116	0	3	1	0	0
653121	338	397	334	426	362
102723870	14	5	11	3	5
339487	898	1068	923	870	869
5928	6681	6744	6371	5550	5128
81493	1568	1642	1679	1535	1355
57648	9597	7812	8301	11000	8676
8565	8176	5916	6878	6414	4621
64766	829	846	766	758	587
252995	4	6	4	8	10
105378631	0	0	0	0	1
3208	47	41	48	48	37
113452	1146	947	1086	1080	959
105378632	6	2	1	0	1
127544	3483	2816	2694	3118	2300
204	7363	7429	7126	6270	5148
105378635	0	0	1	0	0
113451	31	45	72	74	76
112268224	0	1	1	0	2
55223	320	276	416	493	346
149076	631	542	703	703	767
127550	0	0	0	0	0
1912	10078	7674	9334	8821	7232
100500853	434	338	468	399	324
101929464	2	4	0	0	1
7579	247	282	285	269	220
114784	0	0	0	0	1
105378638	0	0	0	0	0
127540	0	0	0	0	0
402779	0	0	0	0	0
84970	4	3	3	5	2
105378639	0	0	0	0	0
105378640	0	0	0	0	0
105378641	2	0	0	0	0
693137	0	0	0	0	0
105378642	0	1	0	1	0
2709	5	3	13	14	14
127534	22	11	32	51	25
2707	1287	834	1034	1413	877
2701	0	0	0	0	0
113444	1837	1862	1884	1891	1666
58512	0	1	0	2	2
653160	29	44	37	44	35
100506144	732	901	918	1008	976
9204	475	588	637	645	652
79830	911	1040	869	864	883
105378644	0	0	0	0	0
6421	14545	12655	13373	15817	10638
9202	3084	3008	3616	3456	2648
100861513	87	82	94	100	78
79932	3390	3598	6050	7586	6900
23154	1578	848	1316	1394	1082
339488	22	44	40	44	22
105378645	3	3	3	4	1
5690	8491	7213	7455	6440	5593
105378646	0	0	0	0	0
127703	623	618	738	768	631
63967	1273	1352	758	672	603
192670	711	986	1153	1232	1252
26523	2307	1888	3191	2733	2109
192669	584	579	793	803	673
105378647	0	0	0	0	0
27285	0	0	0	0	0
54936	1411	1243	1529	1670	1307
1296	0	3	2	3	8
27095	2184	2111	2245	1965	1812
55700	4421	3007	3415	4133	3659
9967	6712	6201	6403	7092	5618
79729	120	185	193	210	284
55194	150	48	69	82	129
83931	2886	1765	2091	3004	1872
84967	889	812	686	627	585
127700	164	222	238	241	238
109616970	0	0	0	1	0
107984940	3	0	3	2	4
64960	2721	2869	2261	1890	1626
1441	1	3	0	13	7
107984941	0	0	0	0	0
105378648	0	0	0	0	0
2899	0	1	0	0	0
100422898	0	0	0	0	0
107984942	0	0	0	1	0
728431	136	118	213	263	182
80149	538	1500	407	746	1757
102465438	1	8	1	6	16
64769	1731	1874	1757	1701	1504
100847010	4	1	2	3	0
105378649	47	60	80	69	66
79753	809	930	1022	1001	965
7802	245	311	344	384	319
29889	3442	3237	3752	4176	2954
284654	0	0	0	0	0
54955	495	425	397	472	324
55143	3149	2626	2081	1426	1248
284656	284	284	382	479	383
105378650	0	0	0	0	0
149175	848	638	711	791	619
79693	1911	1602	1738	1866	1430
127687	947	587	736	798	649
4520	1448	1232	1508	1574	1149
3633	438	557	487	486	573
105378651	9	10	17	19	14
10946	5697	4966	4858	4025	3291
2275	1147	726	1539	1735	1064
51118	2306	2353	2814	2441	1997
5453	0	0	0	0	4
107985103	0	0	0	0	0
105378653	0	0	0	0	1
100500801	0	0	0	0	0
105378655	0	0	0	0	0
105378654	0	0	0	0	0
339442	0	0	0	0	0
105378657	0	0	0	0	0
107984943	0	0	0	0	0
105378656	0	0	0	0	0
105378658	0	0	0	0	0
105378660	0	0	0	0	0
64121	1981	1962	2974	2191	2208
100527950	753	880	600	603	532
26292	734	856	577	565	495
105378663	9	7	13	14	16
81025	19	22	24	37	37
54933	569	674	831	1269	1021
105378662	61	81	111	144	112
79647	4813	4954	6386	7063	5778
4725	3717	4351	4695	3940	3529
23499	9025	12013	10215	12935	10210
643314	3010	3891	3142	3886	3047
105378950	1	1	1	2	0
353500	34	28	26	34	19
192217	3	1	0	5	2
728448	5	5	2	7	6
8761	3680	2535	2941	2704	2258
101929516	593	439	440	457	370
677834	1	4	3	9	3
26508	13	3	16	25	15
84618	0	0	0	0	0
51440	0	3	0	1	0
10450	1716	1629	1748	1645	1469
656	134	135	138	151	129
64064	4	3	1	4	3
105378666	0	0	0	0	0
101929536	1	0	0	1	0
105378951	0	0	0	0	0
107985740	0	1	0	0	0
105378665	0	0	0	0	0
105378667	0	0	0	0	1
54802	865	883	813	773	745
4610	8	6	10	7	12
105378668	3	1	1	1	2
84879	91	136	108	147	119
105378669	3	2	7	0	0
10487	29971	29074	32252	28974	23846
5538	13158	13146	13909	12148	10923
105378671	0	0	0	0	0
6018	1321	1819	1699	1591	1721
127391	1	1	0	1	1
10269	5472	5183	5060	5247	4348
1298	3	6	10	15	12
107984945	0	0	0	0	0
64744	965	789	1244	1137	962
65243	318	190	400	500	224
339559	160	162	138	171	103
105378672	1	1	0	1	4
64789	250	250	247	236	172
127396	85	83	65	62	59
105378673	0	0	0	1	0
9783	25	28	74	109	63
105378675	0	0	0	0	0
105378674	0	0	0	0	0
100130557	81	95	67	83	71
4802	2404	1820	2161	1965	1781
407034	0	0	0	0	0
407031	0	1	0	0	0
9132	8	8	8	19	13
105378676	0	0	0	0	0
163732	1226	530	1299	1445	1090
1503	4809	3854	3552	2628	2045
100507178	39	44	30	43	39
200172	3	11	2	9	7
22955	703	611	781	806	740
100132074	35	25	50	59	59
101929901	0	1	0	1	3
105378678	6	4	4	0	10
1907	14	13	9	29	8
59269	847	696	782	1194	660
2981	15	20	18	28	42
2980	0	1	1	7	1
22887	3443	3275	3247	3082	2754
284716	269	283	415	415	376
84217	58	85	125	109	68
728621	354	394	445	399	360
79717	2114	2297	2839	2496	2107
10465	1021	1214	941	724	701
4904	31619	24564	36508	28001	21833
