GeneID	control	control	control	perturbed	perturbed
653619	0	0	0	0	0
729528	0	0	0	0	0
645414	0	0	0	0	0
391004	0	0	0	0	0
645425	0	0	0	0	0
126755	0	0	0	0	0
102724856	1	0	0	0	0
107984918	0	0	0	0	0
10630	0	0	0	0	0
107984919	0	0	1	0	0
105378612	0	0	0	0	0
105376756	0	0	0	0	0
7799	2203	1679	1729	1702	1551
23254	1545	1255	1095	515	1226
107985467	3	0	3	5	3
107985468	0	0	0	0	1
105376762	5	0	1	0	1
105376759	0	0	0	4	0
107985469	0	2	0	0	0
200197	87	85	132	45	132
55092	443	390	467	242	404
727684	67	61	81	47	64
114827	40	35	48	8	16
101927417	37	27	22	6	5
101927441	36	26	17	8	24
79180	909	864	699	567	636
11330	0	2	1	0	0
63036	0	1	2	0	5
105376767	4	5	5	0	1
51032	14	3	15	4	7
842	496	419	376	201	370
23341	1338	1038	965	525	876
107397391	10	8	6	1	9
79814	35	21	36	18	37
84301	2606	2091	1657	1370	1637
6248	504	384	329	187	312
23207	5086	4144	3983	2386	4020
284723	98	111	98	16	81
110806303	10	9	4	1	2
388595	8	3	3	0	1
54751	2069	1615	1702	334	1229
440567	45	38	35	52	34
729614	349	334	286	170	304
23013	6374	5181	5147	2916	5524
7709	1362	1124	1145	631	1164
149563	1	0	1	0	0
27129	2269	1780	1679	229	493
1187	20	20	23	4	8
1188	5	9	8	0	1
348487	7	11	2	0	4
1969	3011	2401	1480	360	1257
101927479	63	44	52	19	38
128272	389	327	279	104	249
101927546	17	19	30	10	44
79363	225	160	178	209	224
54455	1659	1301	1256	664	1174
26099	4496	3472	3071	2572	2994
374955	2573	1912	1645	1592	1724
55707	2470	2070	1829	1138	1483
107984921	189	143	160	175	204
114819	623	564	551	487	717
26871	283	198	203	95	188
107985757	0	0	0	0	0
100132147	26	10	17	1	6
107985758	3	0	1	1	1
7195	16	19	8	4	11
55672	2748	2278	2220	1476	2492
105376794	1689	1514	1429	812	1743
84809	737	665	540	297	742
11209	96	119	146	31	203
107985736	10	15	0	1	6
26869	193	159	156	66	134
107985759	7	7	2	1	5
284729	1	4	3	0	1
100189045	2	5	0	0	1
6060	183	153	161	64	131
11223	22	27	25	10	37
100500876	0	0	0	0	0
100189298	12	11	11	0	8
112267871	19	3	4	6	4
7193	1	0	0	0	1
100189183	0	0	0	0	0
105376805	0	0	1	0	0
791226	0	0	0	0	0
26870	158	125	124	50	81
9696	1519	1419	1357	593	1295
4237	2386	1812	2444	351	2072
105376806	691	513	679	109	621
23400	3032	2387	2174	850	2542
6390	1146	907	679	243	711
11240	0	0	0	1	0
105376808	0	0	0	0	0
400743	0	0	0	0	0
29943	1	0	0	0	0
51702	0	0	0	0	1
100616188	0	0	0	0	0
23569	0	0	1	0	0
353238	0	0	0	0	2
55920	11685	8760	7677	4819	7319
55160	1215	978	1027	404	1024
107984028	0	0	0	0	0
81569	10	21	14	0	5
105376809	0	0	0	0	0
105376812	0	0	0	0	0
101927876	0	0	0	0	0
84966	0	0	0	0	0
105376814	0	0	0	0	0
127707	0	0	0	0	2
5081	0	0	0	0	0
80834	0	0	0	0	0
8659	292	241	259	142	199
100616120	0	3	1	0	0
100302276	3	1	1	3	1
126917	91	83	43	52	38
105376815	0	0	0	0	1
23352	21604	16247	16411	9010	19251
101927895	250	179	162	218	169
23065	4027	3023	2618	2006	2708
51154	2284	1733	1299	1186	1289
246181	49	64	62	8	55
22977	106	103	84	21	78
100506730	199	152	131	79	173
8574	1691	1378	1197	446	1129
54896	1391	1264	1118	363	1083
832	2792	2312	1826	1406	2006
105376819	5	0	0	0	0
105376818	0	0	0	0	0
105376817	0	0	2	0	0
105378614	1	2	3	3	0
440574	1229	1186	718	1511	772
100532736	436	494	320	989	296
644068	54	38	25	84	51
4681	24	29	19	17	26
3362	1	0	0	0	0
255104	0	0	0	0	0
54546	0	0	0	0	0
105376823	4	3	3	0	5
23252	657	559	471	488	435
30814	2	1	0	0	1
5320	0	0	0	0	0
5322	0	0	0	0	0
26279	0	0	0	0	0
64600	0	0	0	0	0
391013	0	0	0	0	0
127733	0	0	0	0	0
101928017	0	0	0	0	0
105376825	0	0	0	3	0
105376826	0	0	0	0	0
105376827	0	0	0	0	0
105376828	0	0	0	0	0
127731	0	0	0	1	0
339505	0	0	0	0	0
55450	26	23	19	150	96
79594	1512	1179	1034	580	1009
163933	235	169	197	93	176
978	1	1	3	0	2
65018	977	764	881	600	935
102464833	65	44	61	5	57
100861548	1095	922	937	848	879
1650	6130	4786	4176	3012	4367
57576	41	38	21	11	38
400745	57	85	48	14	57
112268222	701	579	463	250	451
50809	4649	3872	3308	1994	3232
8672	5522	4514	4520	3128	4345
105376830	133	148	102	93	85
105376829	132	120	114	63	109
100302155	31	15	7	1	15
1889	5076	3943	3567	1092	3133
100506801	58	48	34	25	64
105376832	0	0	0	0	0
84224	408	353	390	332	429
249	7	4	8	0	0
105376834	0	0	0	0	0
5909	12	6	7	2	10
84196	1441	1165	1030	885	1130
401944	1	0	1	1	1
3339	12	11	11	2	17
23436	0	0	0	0	0
10136	0	3	0	0	0
101928043	28	20	24	6	13
29092	159	139	135	58	124
112268223	13	11	4	6	14
998	5206	3945	3236	5503	3946
54361	254	187	135	125	219
105376845	30	26	15	6	26
105376850	18	18	12	5	9
107985377	0	0	0	0	0
100616433	0	0	0	0	0
105376856	0	0	0	0	0
9923	3718	3076	2971	1528	3137
2046	6	3	2	0	5
102466615	0	0	0	0	0
712	0	0	0	0	0
714	0	0	1	0	0
713	0	0	0	0	0
2048	7	3	0	3	5
100616391	0	0	0	0	0
100422914	1	0	0	0	0
646262	0	0	0	0	0
729059	1	0	0	0	4
23028	6459	4974	4409	3517	4737
100422866	2	2	2	1	3
7798	3164	2291	2153	1619	2200
3352	4	5	5	0	0
100996511	171	123	99	120	157
10236	4122	3460	2935	3488	3071
80818	1642	1283	1445	1027	1158
148898	248	183	185	91	176
6920	17	10	20	8	19
55616	1021	826	763	415	787
1870	1029	807	656	375	504
101928163	50	40	28	12	16
105376859	47	48	47	12	26
3399	6497	5398	4331	532	3626
107984928	2	0	3	0	0
259283	0	0	0	0	4
6135	5425	4014	3939	5799	3690
6924	3218	2463	2218	2317	2692
100506963	313	244	227	369	280
57095	1097	907	718	653	718
105376860	479	387	377	120	177
11313	6252	5214	5092	1186	2365
2582	781	612	567	220	621
3155	565	423	341	282	402
105376861	11	1	1	6	2
2517	472	329	307	227	459
1269	0	0	0	0	0
107984929	1	1	0	0	0
100616492	0	0	0	0	0
55629	1772	1492	1162	1840	1502
10772	3190	2662	2080	1964	2055
105378615	0	0	0	0	0
105376863	1	0	0	0	1
107984931	0	0	0	0	0
127294	9	1	6	0	3
107985737	0	0	0	0	0
105376864	0	0	0	0	0
58985	1	1	3	6	2
163702	1	1	0	0	0
284632	2	0	0	0	0
105376871	0	0	0	0	0
57822	2	2	6	12	4
90529	234	188	194	62	162
57185	818	728	728	735	841
100750325	0	0	0	0	0
11123	88	54	82	141	184
100506985	5	2	6	6	5
400746	0	0	1	0	0
10250	3404	2505	2297	1879	2146
25932	5503	4102	3065	4328	3343
105376876	4	7	11	9	8
864	2	0	0	3	2
102465437	0	0	0	0	0
107984932	0	0	0	0	0
105376878	0	0	0	1	0
100616365	0	0	0	0	0
105376879	0	0	0	0	0
25949	336	294	234	380	237
57035	1034	910	679	666	1178
105376882	0	0	0	1	1
6007	28	22	20	28	46
23585	966	848	651	857	763
6006	583	512	423	630	463
55219	1592	1240	977	625	967
26119	645	521	478	147	445
57134	19	22	28	6	30
57190	6446	4911	4878	1168	4085
56181	1483	1169	1118	731	1078
646471	422	363	341	314	310
79000	657	470	356	266	347
164091	959	776	799	405	566
3925	8249	6514	4997	5299	5371
100500808	406	335	278	56	277
105376885	1	1	0	2	3
5051	770	641	557	435	701
101928216	5	6	5	6	6
2134	21	11	21	9	21
7780	0	1	4	0	4
105376910	0	1	0	0	0
84676	5	1	2	1	0
149420	442	373	301	283	305
105376886	0	0	1	1	3
79927	30	35	21	6	17
110806296	13	14	4	0	8
51042	619	631	507	130	472
10256	11	7	8	3	4
378807	0	0	0	0	0
101928303	1	0	0	0	0
64793	1328	1023	810	440	899
83442	2887	1904	2088	576	2080
91544	575	556	463	225	515
1043	1	0	0	0	0
55057	3	1	2	0	3
257101	0	0	0	0	0
79727	5	6	8	5	1
79947	1016	857	814	603	965
101928324	53	49	40	44	52
3151	13267	11286	7414	4510	7827
6195	949	720	631	338	679
100302190	1	1	0	0	3
105376888	20	12	10	1	3
101928728	100	88	70	18	35
8289	11338	9297	9281	3438	7893
55650	370	305	311	138	345
84243	1579	1295	1147	417	1228
2810	24	14	12	11	13
54707	1998	1573	1471	669	1495
63906	693	594	518	352	476
10726	2650	1930	1579	1644	1342
8431	5	8	1	1	5
126695	5	1	1	2	7
388610	193	134	87	14	81
115572	49	41	21	10	7
101928391	2	1	0	0	1
6548	2787	2327	2006	405	1372
102723760	0	0	0	0	0
105376890	0	0	1	0	0
23038	2255	1765	2177	1096	1998
84065	1904	1551	1461	467	985
644961	216	172	177	83	156
84958	282	277	254	70	223
9064	1059	897	751	224	636
8547	4	1	0	0	0
388611	0	1	0	3	0
2827	123	78	67	15	44
10163	6435	4837	4854	3077	3384
105376892	24	10	16	3	7
27245	2547	2152	2507	769	2082
2268	1	0	0	2	0
111216282	0	0	2	0	0
2537	113	96	69	86	105
199870	211	154	147	220	195
23673	674	468	350	122	271
5511	1604	1268	1034	624	965
677774	14	4	8	4	3
9473	204	144	134	99	144
6118	1677	1288	984	787	1038
27293	142	128	100	46	70
55113	40	31	33	10	19
2140	2469	1971	1934	1503	1726
5724	9	8	9	0	11
22826	1922	1597	1325	1340	1480
93974	753	542	514	205	538
83667	2117	1649	1269	683	1174
54797	650	511	449	265	493
65979	2932	2247	2258	1349	1863
1104	5021	4237	3497	1581	2511
8420	3287	2992	2452	1380	1945
6080	1051	620	392	49	425
26768	1684	1239	402	116	689
54952	544	429	412	219	384
85028	602	611	378	148	334
692212	35	33	16	26	11
677838	56	70	33	27	32
677825	47	37	23	17	24
692073	138	119	64	28	54
115273	283	194	183	82	154
6883	839	708	588	619	714
105378616	130	99	60	52	77
26824	70	57	41	9	50
10691	1430	1018	1015	1045	972
51441	5311	4161	3867	1922	3664
4985	47	34	94	383	200
2035	3113	2577	2338	3221	2829
399474	618	484	415	454	485
6429	1833	1552	1544	1399	1493
51102	617	535	414	274	532
10076	59	47	45	19	41
101928460	0	0	1	0	2
107984933	0	0	0	0	0
107984934	0	0	0	0	0
101929406	0	0	0	0	0
105378617	0	0	0	0	0
105378618	0	0	0	0	0
4146	1	0	2	0	2
100129196	4	0	1	0	3
7805	0	0	0	0	0
100616164	0	0	0	0	0
105378620	0	2	4	0	1
105378621	0	0	0	0	1
105378622	1	2	0	0	2
400748	0	0	0	0	0
9672	137	121	117	100	194
9698	6061	4847	4813	4153	4653
692234	40	33	29	33	39
692235	53	30	40	21	45
692200	18	22	25	40	16
107984935	6	6	7	3	3
79570	110	112	103	28	64
9410	2669	1989	1344	1162	1377
51538	747	620	455	406	505
2170	421	343	274	121	184
105378623	1	1	0	0	8
107985470	0	0	0	0	1
347735	1801	1348	1534	409	1162
105378625	0	0	0	0	0
105379772	0	0	0	0	0
149086	0	0	0	0	0
284551	0	0	0	0	1
105378626	1	0	1	0	0
64129	4	3	4	0	4
3061	141	117	110	39	94
553115	1435	1158	957	576	896
107985471	49	40	30	13	28
105378628	1	1	1	0	1
1307	449	397	344	136	436
101929444	7	13	9	6	13
576	10	12	27	3	8
100423028	0	0	0	0	1
90853	8	9	8	0	6
8073	3239	2453	2183	2206	2376
10657	8432	7073	6257	4981	6108
55116	1122	916	876	556	871
100847018	5	4	3	8	8
23633	6255	4782	4472	3271	4419
200081	7199	5558	5108	4149	4781
79140	714	677	631	469	746
56063	532	539	478	422	633
55721	362	295	264	136	363
149069	244	206	239	115	288
8668	7275	5657	4350	2660	4440
339483	141	104	126	54	113
84734	15	12	12	7	5
3932	0	0	0	0	0
3065	2158	1818	1451	1044	1602
65108	11797	9917	10738	7215	10102
105378629	27	29	18	18	24
81629	312	262	323	274	335
100128071	138	173	127	38	181
55108	2742	2356	2245	2285	2992
728116	568	363	484	219	311
653121	769	562	532	352	488
102723870	27	33	32	19	45
339487	579	495	382	580	417
5928	7502	5780	5001	6044	5536
81493	1650	1329	1175	2127	1316
57648	999	873	1156	295	791
8565	3747	2817	2089	1423	2034
64766	1429	1095	1058	889	909
252995	108	75	59	58	93
105378631	2	4	1	3	10
3208	3	4	4	6	0
113452	15	6	4	4	7
105378632	1	0	0	0	0
127544	638	530	470	268	407
204	3555	2855	2431	1694	2329
105378635	1	0	2	2	0
113451	134	113	123	104	122
112268224	26	33	34	44	32
55223	630	527	500	227	603
149076	2578	2145	2320	712	1971
127550	13	14	16	8	28
1912	3649	2912	2816	1046	2960
100500853	172	171	134	72	155
101929464	37	32	29	12	23
7579	1114	830	899	887	989
114784	0	0	4	3	2
105378638	0	0	0	0	0
127540	0	0	0	0	0
402779	0	0	0	0	0
84970	0	0	0	1	3
105378639	0	0	0	0	0
105378640	0	0	0	0	0
105378641	0	0	0	0	0
693137	0	0	0	0	0
105378642	1	0	7	2	2
2709	1	1	3	0	2
127534	0	0	4	0	0
2707	0	2	2	0	1
2701	3	4	1	4	4
113444	1199	923	815	970	955
58512	3	3	2	0	1
653160	90	52	91	72	107
100506144	329	270	187	74	244
9204	471	387	343	218	400
79830	838	644	544	460	672
105378644	3	0	0	0	2
6421	13311	10703	8701	10562	11113
9202	3904	3046	2713	2540	2916
100861513	114	120	87	147	96
79932	2707	2130	2033	1395	2529
23154	4439	3610	3277	1404	3489
339488	141	150	180	114	174
105378645	32	32	45	16	39
5690	3068	2311	1797	803	1934
105378646	3	0	0	0	1
127703	1188	975	894	1279	1261
63967	2460	1902	1471	1389	1379
192670	949	764	777	752	1086
26523	4653	3735	3573	3620	4028
192669	5041	4040	3836	3514	3929
105378647	26	20	14	10	25
27285	45	51	47	28	37
54936	1448	1208	963	606	956
1296	43	36	38	14	34
27095	1119	899	696	341	587
55700	5664	4689	4661	3587	4588
9967	6075	4836	4687	5345	4375
79729	542	508	437	167	412
55194	1923	1690	1400	433	1447
83931	3708	3033	2497	1105	2371
84967	817	711	610	218	545
127700	127	110	132	66	147
109616970	0	0	0	0	0
107984940	5	2	1	0	1
64960	633	525	468	289	427
1441	2	7	5	3	5
107984941	0	0	0	0	0
105378648	0	0	0	0	0
2899	0	1	0	0	0
100422898	0	0	0	0	0
107984942	0	0	0	0	0
728431	93	52	56	18	71
80149	230	230	186	51	181
102465438	2	5	4	0	2
64769	1381	1220	1014	634	998
100847010	5	12	4	8	17
105378649	107	77	61	52	68
79753	741	618	523	706	576
7802	522	459	431	343	474
29889	2041	1698	1154	1373	1325
284654	1	1	0	0	0
54955	809	790	514	314	594
55143	1803	1565	1033	580	1083
284656	1	0	0	1	0
105378650	0	0	0	0	0
149175	258	216	235	87	285
79693	1687	1343	1008	222	897
127687	1843	1703	1329	351	1363
4520	1664	1458	1288	917	1332
3633	1281	958	949	716	1100
105378651	120	84	85	61	100
10946	3627	2817	2228	2624	2435
2275	944	738	643	145	592
51118	1012	817	636	649	572
5453	5	6	1	2	0
107985103	0	0	0	0	1
105378653	2	0	0	0	0
100500801	0	0	0	0	0
105378655	0	0	0	0	0
105378654	0	0	0	0	0
339442	0	0	0	0	0
105378657	0	0	0	0	0
107984943	0	0	0	0	0
105378656	0	0	0	0	0
105378658	0	0	0	0	0
105378660	0	0	0	0	0
64121	1051	826	681	678	842
100527950	412	338	270	301	331
26292	337	271	211	198	259
105378663	37	24	23	8	32
81025	58	53	44	41	59
54933	82	87	67	67	102
105378662	24	17	28	18	29
79647	2339	1922	1493	1190	1700
4725	1383	1167	726	465	815
23499	12720	10161	8834	6549	9072
643314	3048	2578	2445	2137	2553
105378950	17	26	15	5	19
353500	115	147	126	58	100
192217	12	16	16	10	8
728448	119	98	101	52	77
8761	7587	6368	5679	3352	4244
101929516	1160	957	790	387	653
677834	29	28	32	4	29
26508	22	6	30	5	18
84618	0	0	0	0	1
51440	4	2	7	1	2
10450	1216	956	795	411	837
656	203	146	153	63	174
64064	34	31	22	7	16
105378666	4	0	6	4	6
101929536	5	5	8	2	7
105378951	4	1	1	0	0
107985740	0	0	0	0	0
105378665	0	0	0	0	0
105378667	9	10	9	3	11
54802	758	649	540	403	552
4610	56	55	20	19	39
105378668	7	7	3	0	2
84879	362	320	214	38	150
105378669	9	20	5	7	6
10487	6369	5005	4236	1857	2421
5538	5627	4191	3280	1935	3118
105378671	2	5	3	7	1
6018	1197	803	764	708	921
127391	0	0	1	0	1
10269	2249	1774	1385	1707	1573
1298	429	386	323	261	493
107984945	0	0	1	0	0
64744	1182	893	792	597	895
65243	738	505	444	456	509
339559	290	244	221	110	226
105378672	15	27	14	21	26
64789	495	465	336	269	288
127396	118	114	80	81	92
105378673	4	0	0	0	0
9783	932	698	999	403	773
105378675	17	7	29	14	13
105378674	3	1	0	0	2
100130557	240	235	181	159	171
4802	1508	1202	1128	654	991
407034	5	2	4	2	4
407031	3	2	1	4	4
9132	21	9	15	3	10
105378676	0	0	0	0	0
163732	0	0	1	0	0
1503	3312	2542	1880	1819	2079
100507178	473	451	363	195	336
200172	501	439	388	159	307
22955	2080	1720	1529	451	1261
100132074	244	186	218	17	85
101929901	15	14	24	2	12
105378678	463	350	232	80	237
1907	46	42	23	7	23
59269	21	21	21	8	17
2981	0	0	0	0	1
2980	1	0	0	0	0
22887	2141	1681	1692	1313	1639
284716	20	17	32	45	60
84217	3	5	3	0	5
728621	152	139	108	115	164
79717	346	286	270	174	345
10465	1190	1015	778	577	705
4904	20020	17598	14296	10031	10877
149461	49	37	24	28	31
64175	2189	1587	1589	559	1763
79078	366	304	283	321	337
105378683	26	32	22	11	25
100129924	17	23	20	10	22
107984946	7	4	5	3	17
374969	233	207	160	91	173
114625	319	275	265	206	280
51058	450	337	406	400	402
339539	1	1	4	4	9
6513	2400	1875	1847	656	1452
