GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
105376739	0	0	0	0	0	0	0	0
105376740	1	3	0	0	0	1	1	0
57540	99	70	89	95	113	126	103	92
112268221	6	10	6	11	8	9	8	8
101929181	5	1	0	0	0	0	2	2
26232	948	804	767	1027	1351	1142	1029	813
93611	1005	1017	883	1158	902	882	854	771
26270	296	233	207	297	334	335	345	322
10459	2226	2037	1532	2008	2463	2382	2240	2130
374946	3	1	0	0	6	1	3	5
57085	1782	1661	1279	1515	1410	1450	1454	1369
284498	453	410	363	500	456	394	463	451
102724659	22	19	25	24	11	17	11	14
4524	1464	1366	1034	1507	1570	1439	1638	1550
1185	1347	1177	1125	1275	1250	1316	1530	1512
100379251	201	164	182	200	166	168	193	220
4878	20	12	11	18	8	7	2	10
4879	0	2	0	0	1	0	1	0
26829	0	1	0	1	0	0	1	0
90231	3896	3549	3519	3494	4878	4154	3864	3427
5351	7029	6675	5224	7076	9395	9713	8615	8322
9927	12814	11946	8746	12258	8830	9312	10179	9293
60672	1106	982	939	1188	1040	1004	923	905
102466982	0	1	4	2	3	1	2	3
943	0	1	2	2	4	1	1	1
102465836	1	1	32	3	57	17	8	0
7133	2089	1883	1606	2042	2829	2637	2766	2436
100616438	0	0	0	0	0	0	0	0
107984917	10	9	4	6	7	9	4	8
55187	3198	2812	1874	3078	3737	2788	3672	3554
677885	4	9	2	2	6	0	5	4
105376744	0	0	0	0	0	0	0	0
9249	4350	3933	3703	4220	7403	6636	6567	5759
102466722	8	5	7	7	3	2	6	3
343066	0	0	0	0	0	0	0	0
126767	0	0	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0
343069	3	1	1	2	1	3	1	1
65122	0	0	0	0	0	0	0	0
400735	0	0	0	0	1	0	0	0
343071	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0	0	0
441873	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0
440563	0	0	0	0	0	2	0	0
645354	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0
101060301	2	1	0	1	0	1	1	0
343070	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0
126755	0	0	0	0	0	0	0	0
102724856	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0
10630	0	0	0	0	0	0	0	0
107984919	0	0	0	0	0	0	0	0
105378612	0	0	0	0	0	2	0	0
105376756	0	0	0	0	0	0	0	0
7799	3126	2975	2290	2981	2603	2460	2667	2562
23254	975	869	687	882	1445	1391	1437	1266
107985467	0	2	0	0	0	0	0	0
107985468	0	0	0	0	1	0	0	0
105376762	0	1	0	0	0	0	1	1
105376759	0	0	0	0	0	0	0	0
107985469	0	0	0	0	0	0	0	0
200197	203	227	154	212	248	241	259	239
55092	1460	1342	1246	1402	1898	1756	1621	1500
727684	11	3	0	2	4	5	7	2
114827	92	91	90	95	370	320	353	322
101927417	10	9	10	10	39	30	32	40
101927441	5	4	2	3	2	7	2	1
79180	4837	4412	4409	4537	6899	6045	5759	5144
11330	8	9	14	10	4	3	7	1
63036	5	6	12	3	2	6	8	3
105376767	7	3	6	7	10	2	5	3
51032	23	13	26	19	54	42	45	34
842	1079	940	787	923	1164	1283	1278	1202
23341	2390	2015	1678	2119	2329	2249	2628	2376
107397391	0	0	0	0	0	0	0	0
79814	1110	967	705	1009	464	499	568	468
84301	5928	5394	4054	5253	5833	5211	6211	6102
6248	922	854	639	817	813	737	959	985
23207	3888	3717	2977	4101	3783	3582	3793	3559
284723	22	19	6	9	5	3	2	16
110806303	3	1	1	1	0	0	0	0
388595	0	0	0	0	0	0	0	0
54751	367	394	332	445	437	419	453	366
440567	899	925	679	754	789	970	829	872
729614	150	124	114	140	159	164	180	152
23013	8837	7258	5406	8053	7466	5898	8319	7561
7709	1459	1289	1130	1404	1340	1259	1450	1289
149563	0	0	0	0	0	0	0	0
27129	0	0	0	0	1	0	0	1
1187	6	7	4	2	4	7	3	3
1188	87	69	72	78	49	48	41	39
348487	729	596	643	661	1255	990	1077	899
1969	10392	9944	10052	11906	9854	8855	11130	10556
101927479	42	45	35	55	66	57	46	46
128272	2107	2072	1825	2253	1546	1447	1491	1460
101927546	48	46	45	51	95	71	60	62
79363	118	106	91	97	148	117	153	116
54455	2099	2078	1450	2100	1584	1724	1861	1661
26099	7427	6895	5610	7079	6454	6663	6627	6192
374955	4298	4057	3221	4067	3719	3934	4002	3737
55707	2967	2662	1939	2521	3188	3102	3071	2763
107984921	48	36	42	31	29	44	33	34
114819	95	107	135	120	111	61	80	81
26871	16	30	13	14	24	19	9	32
107985757	0	0	0	0	0	0	0	0
100132147	29	16	20	12	13	13	12	12
107985758	4	4	3	4	2	6	3	3
7195	0	0	0	0	0	0	0	0
55672	2268	2015	1717	2056	1055	985	1210	1092
105376794	895	857	789	931	477	388	505	525
84809	424	419	468	437	419	351	365	310
11209	135	145	148	176	101	126	161	115
107985736	14	21	26	21	13	10	9	13
26869	14	27	12	12	22	19	9	27
107985759	0	0	0	0	1	0	0	0
284729	37	36	58	40	46	31	28	27
100189045	0	0	0	0	0	0	0	0
6060	5	5	6	4	6	18	3	10
11223	38	29	53	43	25	24	36	23
100500876	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0
112267871	115	73	93	56	75	67	64	64
7193	18	13	6	8	7	7	6	8
100189183	0	0	0	0	0	0	0	0
105376805	397	406	311	337	440	422	387	341
791226	6	0	1	0	0	1	0	0
26870	4	5	5	2	6	6	2	6
9696	815	874	1248	1060	1373	965	953	757
4237	735	692	589	732	1007	922	870	740
105376806	179	182	129	182	191	218	195	181
23400	4578	4196	4147	4622	8319	7072	7069	5969
6390	5880	5358	4561	5052	4688	4913	4657	4291
11240	527	469	357	518	945	853	927	833
105376808	0	0	0	0	0	0	0	0
400743	0	0	0	0	0	0	0	0
29943	60	44	43	55	41	45	42	30
51702	6	8	7	12	46	40	40	48
100616188	0	3	0	0	0	0	0	0
23569	0	0	0	0	0	3	3	0
353238	0	0	0	0	0	0	0	0
55920	22498	21335	16291	22341	15372	15231	17689	16450
55160	1015	1024	951	1171	1727	1657	1692	1509
107984028	0	0	0	0	0	0	0	0
81569	29	32	16	20	3	9	4	4
105376809	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0	0
84966	0	0	0	0	0	0	0	0
105376814	0	0	0	0	0	0	0	0
127707	73	83	49	95	51	46	52	42
5081	13	9	17	21	14	14	26	21
80834	0	4	3	0	1	2	0	0
8659	953	841	686	951	537	547	657	636
100616120	0	0	0	0	0	0	0	0
100302276	3	0	0	0	0	0	0	0
126917	2713	2303	1758	2451	1791	1651	1970	1827
105376815	4	6	1	3	2	1	0	1
23352	14004	12913	7640	13085	10598	7152	8741	9440
101927895	300	257	203	276	240	227	281	206
23065	6106	5366	3706	5608	4923	4879	5644	5168
51154	5618	5463	4185	4912	4015	4217	4089	3825
246181	68	95	81	89	77	97	60	57
22977	165	167	174	173	375	352	192	212
100506730	365	336	244	379	306	296	323	304
8574	1637	1500	1296	1560	1554	1386	1355	1413
54896	845	785	704	850	1007	985	820	830
832	11057	10122	7750	9991	9051	9492	9619	8841
105376819	1	0	0	0	0	1	0	0
105376818	0	0	0	0	0	0	0	0
105376817	0	0	0	1	0	0	0	0
105378614	0	0	0	0	0	0	0	0
440574	2896	2607	1992	2417	1495	1741	1612	1752
100532736	4798	4224	3546	4413	6259	6326	5450	5088
644068	321	266	243	284	288	465	483	278
4681	3650	3222	2751	3492	5683	5669	4797	4454
3362	25	15	20	19	31	17	43	17
255104	1085	1007	861	975	1151	1044	1231	1146
54546	10	2	7	8	4	4	7	3
105376823	1	2	5	1	0	0	0	4
23252	2913	2833	2228	2808	1674	1612	1977	1818
30814	0	1	1	0	0	0	0	0
5320	53	75	36	42	7	1	4	2
5322	0	0	2	0	0	0	0	1
26279	0	0	0	0	0	0	0	0
64600	6	1	2	2	29	20	17	30
391013	0	4	0	5	4	1	5	2
127733	2773	2833	2322	3105	4442	4631	4234	4282
101928017	37	27	20	38	25	25	27	26
105376825	42	29	39	68	71	64	64	58
105376826	4	6	10	0	1	3	3	5
105376827	0	0	0	0	0	0	0	0
105376828	0	0	0	0	0	0	0	0
127731	0	4	0	2	0	0	2	1
339505	2	0	3	1	2	0	5	3
55450	8839	8172	7104	9091	10344	10061	10088	8948
79594	2335	2112	1802	2144	2347	2363	2192	2121
163933	0	0	0	0	0	0	0	0
978	1189	1064	767	1042	1087	998	997	956
65018	1880	1793	1388	1960	2962	2668	2721	2532
102464833	9	12	56	8	123	66	61	31
100861548	2372	2174	1820	2333	2937	2927	2929	2708
1650	14206	13325	10882	12459	14526	14715	14315	13206
57576	260	239	274	280	576	469	459	426
400745	355	281	302	368	458	407	454	408
112268222	2920	2669	2116	2567	1869	1725	1979	1855
50809	11669	10731	8275	9923	6858	6594	8116	7523
8672	2764	2446	1637	2440	1799	1681	1885	1840
105376830	0	1	5	0	8	2	5	1
105376829	5	2	1	2	3	1	1	5
100302155	0	0	0	0	0	0	0	0
1889	12743	11267	9567	12397	22905	20819	21567	20164
100506801	14	21	17	25	130	139	97	112
105376832	0	0	0	0	0	0	0	0
84224	1417	1355	1220	1360	1418	1381	1620	1439
249	7	4	6	2	9	12	19	8
105376834	0	0	0	0	0	0	0	0
5909	1741	1587	1550	1866	2151	2060	2159	1886
84196	4637	4237	3555	4107	4287	4331	4479	4345
401944	647	567	585	756	1025	674	682	613
3339	8333	7391	6322	9141	12204	7881	8721	8505
23436	4	3	2	2	1	7	6	3
10136	0	0	0	2	0	3	1	1
101928043	17	13	10	7	3	6	0	4
29092	167	123	117	125	133	146	130	133
112268223	13	16	14	10	19	11	13	12
998	19599	18192	13444	16641	16927	19133	19917	18154
54361	20	12	12	20	107	70	76	65
105376845	2	2	1	4	6	2	5	1
105376850	42	70	53	59	99	87	76	58
107985377	0	0	3	1	3	2	1	1
100616433	0	0	0	0	0	0	0	0
105376856	0	0	0	0	0	0	0	0
9923	2539	2321	1838	2549	1701	1591	1801	1734
2046	28	20	16	13	6	3	7	6
102466615	0	0	0	0	0	0	0	0
712	0	0	0	0	0	0	0	0
714	0	0	0	0	0	0	0	0
713	0	0	0	0	0	0	0	0
2048	3061	2955	2373	2931	5055	4874	4838	4634
100616391	0	0	0	0	0	0	0	0
100422914	92	97	62	89	127	136	139	143
646262	0	0	0	0	1	1	0	0
729059	3	0	1	0	0	0	1	1
23028	14420	13689	10438	13435	11215	11059	12206	11717
100422866	1	0	0	0	0	0	0	0
7798	4470	3908	2780	4112	4162	3866	4629	4680
3352	8	15	19	23	93	80	84	60
100996511	68	69	36	62	33	21	24	30
10236	19445	17695	13583	17154	12850	13569	14612	13793
80818	801	753	579	673	600	680	724	658
148898	74	66	93	75	42	47	43	28
6920	935	779	680	860	1555	1408	1145	1074
55616	1066	960	872	1146	1336	1225	1241	1111
1870	3441	3165	2427	3119	1830	1712	2089	1750
101928163	46	60	55	59	42	21	39	26
105376859	8	8	9	11	5	8	6	7
3399	3614	3021	3125	3019	780	734	781	570
107984928	0	0	0	0	0	0	0	0
259283	0	0	0	0	0	0	0	0
6135	34797	31485	23165	29149	41378	47736	39785	40008
6924	2876	2699	1935	2633	2625	2432	2621	2436
100506963	300	298	199	286	303	317	273	301
57095	2466	2348	2173	2345	2787	2801	2402	2360
105376860	423	398	353	416	475	452	494	464
11313	4337	3965	3112	4539	4366	4514	4589	4098
2582	3385	3161	2639	3603	4725	4659	4609	4354
3155	1016	958	679	898	1105	1175	1030	1097
105376861	3	4	5	1	3	5	7	1
2517	2363	2250	1854	2117	2445	2636	2585	2315
1269	1	0	2	2	2	0	2	0
107984929	0	0	0	0	0	0	0	0
100616492	0	0	0	0	0	0	0	0
55629	7793	7254	5860	6523	6326	6491	6455	6165
10772	9961	9839	7885	9058	6923	7045	7709	6987
105378615	0	0	0	0	0	0	0	0
105376863	0	4	2	3	1	0	0	1
107984931	5	4	1	3	3	4	4	7
127294	47	80	44	75	111	129	77	119
107985737	2	0	0	0	0	0	1	0
105376864	0	0	0	0	0	0	0	2
58985	718	645	521	675	610	545	574	542
163702	1631	1430	1139	1479	1353	1332	1343	1295
284632	1	0	0	5	0	0	0	3
105376871	30	21	21	33	17	10	16	16
57822	160	186	80	130	73	76	79	73
90529	562	534	432	561	691	801	743	648
57185	4402	3970	2986	4008	5294	5319	5327	5081
100750325	3	7	1	8	7	3	4	7
11123	3331	2989	2406	2991	3394	3555	3705	3577
100506985	226	177	148	217	262	248	255	239
400746	219	176	162	212	340	354	353	303
10250	10121	9940	7648	9600	5664	5298	6356	6144
25932	10741	9721	8300	9443	10688	10639	10693	10864
105376876	0	3	0	1	0	0	0	0
864	921	835	746	947	1228	1179	1241	1056
102465437	4	0	0	0	0	0	0	0
107984932	0	0	0	1	0	0	0	0
105376878	6	17	8	11	11	10	5	7
100616365	0	0	0	0	0	0	0	0
105376879	0	0	0	0	0	0	0	0
25949	2620	2465	1890	2452	2406	2851	2760	2567
57035	1741	1785	1661	1853	1071	876	973	871
105376882	2	0	0	1	1	1	0	2
6007	22	20	16	27	22	20	33	12
23585	4849	4525	3478	4354	4642	5214	4869	4443
6006	2482	2250	1646	2163	2144	2532	2371	2095
55219	1699	1521	1283	1535	1697	1866	1777	1542
26119	3270	2820	2750	3141	3151	2846	2919	2648
57134	168	151	182	209	499	439	439	369
57190	5501	5075	4121	5331	4912	4561	5654	5232
56181	882	802	612	857	1070	1186	1127	1010
646471	175	175	145	182	258	197	197	177
79000	1590	1594	1124	1399	913	1124	1175	1032
164091	2116	2029	1645	2000	2326	2282	2321	2131
3925	18721	17175	12840	15086	11328	12838	14037	13282
100500808	1169	1047	884	958	731	786	908	765
105376885	0	0	0	0	0	0	0	0
5051	858	818	595	797	612	668	532	640
101928216	8	11	2	16	11	9	11	10
2134	17	16	6	8	14	16	14	20
7780	1	3	0	3	0	0	0	2
105376910	0	0	0	0	0	0	0	0
84676	0	0	0	0	0	0	0	0
149420	967	842	746	782	790	789	818	735
105376886	0	0	3	2	0	0	0	0
79927	9	8	14	9	11	12	6	6
110806296	0	0	0	0	1	0	0	0
51042	1024	1038	1193	943	1573	1354	1173	989
10256	1184	1118	986	1328	978	896	991	932
378807	2	1	1	7	2	1	2	1
101928303	1	2	0	1	1	1	0	0
64793	4303	4143	3032	3926	2996	2980	3341	2969
83442	5790	5417	4089	5401	5908	5972	5637	4872
91544	784	826	665	911	584	548	603	560
1043	7	8	2	6	31	26	16	16
55057	720	668	566	707	367	315	358	386
257101	0	0	0	0	0	0	0	0
79727	0	3	1	1	1	0	1	0
79947	1873	1812	1145	1570	1453	1594	1634	1490
101928324	1	1	4	5	2	2	2	1
3151	23845	23003	19447	20594	12349	13498	13775	12157
6195	5248	4987	4080	5299	5389	5118	5574	5042
100302190	1	1	0	0	0	0	0	0
105376888	0	0	0	0	0	0	0	0
101928728	17	15	19	22	13	13	10	13
8289	4974	3994	2951	4628	3666	2790	3446	3162
