GeneID	perturbed	perturbed	perturbed	control	control
5621	3931	3620	3714	5411	3146
128209	1	0	0	0	0
146	22	21	22	14	17
84978	1034	901	1054	906	1308
361	54	52	73	72	152
554202	49	44	35	35	18
57834	0	0	0	0	0
83660	3576	3147	3686	3192	4149
654346	0	0	1	0	0
51030	671	629	621	822	824
10517	0	1	0	2	3
26532	0	0	0	0	0
7764	5474	5096	6959	7154	7698
26538	0	0	0	0	0
653464	197	175	393	390	634
390054	0	0	1	0	3
7857	469	442	745	1397	1078
91647	1290	1209	1031	933	811
126410	2	5	0	0	0
27023	263	183	243	57	103
10465	3457	3267	2536	2480	2477
83450	68	56	71	68	79
126295	39	29	25	41	35
149840	350	312	218	195	230
143501	0	0	0	0	0
221037	11889	10950	12750	22172	24536
92483	0	0	0	3	2
11346	454	448	423	147	294
80032	0	1	6	0	7
4118	1	0	3	3	8
115196	704	603	563	521	452
83452	565	571	707	987	1032
7064	11685	11550	8641	8369	8358
5068	0	0	0	0	0
2596	2803	2589	2054	1760	1915
5968	0	0	0	0	0
253152	122	125	112	137	71
3913	4535	4057	8049	7199	7575
10869	8954	8768	8487	8125	8503
5859	25975	23685	19841	15749	18236
94103	5626	5216	5285	4328	4302
8293	13	14	4	1	1
8462	1471	1313	750	655	570
131578	115	70	57	40	44
6606	539	532	492	570	618
9451	1345	1289	1801	2178	1964
200523	21	12	36	10	24
126308	829	741	967	876	776
51315	1242	1071	873	1251	1227
10201	1248	1095	1236	1592	1328
54205	14692	14074	11933	17585	17193
926	33	33	33	29	31
55106	1106	1016	397	747	573
794	200	209	155	128	175
285335	3	2	2	6	6
8383	0	0	0	0	0
26189	0	0	0	0	0
120586	0	0	0	0	0
353134	0	0	0	0	0
6356	0	0	0	0	0
257019	74	48	50	77	96
6641	921	905	1311	1602	1620
27085	963	839	852	1466	1340
79736	683	602	461	633	622
28998	6342	6023	4761	4666	4879
10892	1433	1248	1661	2218	2166
5617	0	0	4	0	0
3669	111	122	91	70	73
219429	0	0	0	0	0
154141	1038	941	1114	1123	1147
219417	0	0	0	0	0
3400	245	265	189	331	224
119764	0	0	0	0	0
2845	0	1	0	1	0
10663	12	16	11	24	39
1051	1434	1255	1418	925	1335
566	11	12	12	8	9
7177	1	0	0	0	0
474	15	14	16	11	22
10605	5515	5137	4435	5457	5161
64581	4	3	1	0	3
375444	621	596	589	839	893
114900	274	244	144	89	145
257194	128	150	194	193	219
7690	2812	2573	2390	3650	3170
140733	49	45	74	68	66
1798	3783	3205	3582	3317	3949
682	49648	46971	50548	43165	46989
25988	2579	2327	2537	2376	2410
9085	0	0	0	0	0
390201	0	0	0	0	0
253782	1485	1464	2033	2261	2658
55304	44	49	99	93	111
55352	3426	3182	2756	2525	2788
112858	2619	2516	2341	2328	1931
8708	1373	1175	1700	1699	2104
219982	1	0	3	2	7
160364	0	0	0	0	0
219981	0	0	2	6	2
669	1625	1607	1588	1590	1652
10248	5953	5530	4552	4432	4071
199857	579	471	429	377	322
8801	4348	3990	3373	3142	3498
80765	29	28	107	183	123
27254	369	402	283	236	127
10231	1061	978	944	837	894
3603	10	8	13	16	9
64137	201	141	222	163	224
253175	0	0	0	0	0
2783	15378	14074	11433	9145	9973
220136	6	9	12	9	6
390191	0	0	0	0	0
390190	0	0	0	0	0
84331	2173	1932	1835	1437	1580
79849	4	8	8	4	7
9854	182	155	303	340	318
219954	0	0	0	0	0
9915	1521	1461	1028	1173	1149
55970	3521	3227	3788	4785	4204
83886	114	90	55	65	30
51778	2	2	0	0	0
171024	333	360	334	447	491
150353	3	1	3	13	11
10978	2969	2856	2355	2360	2351
10022	0	0	0	0	0
146779	0	0	0	0	0
143941	12	10	2	8	4
221421	66	80	51	45	55
150678	3583	3579	2468	2080	2099
54676	4865	4391	5205	4397	4916
55277	698	695	401	341	402
283189	0	0	0	0	0
53342	77	51	58	80	73
219493	0	0	0	0	1
10690	217	220	459	602	864
338675	0	0	0	0	0
9338	406	302	367	407	488
7572	6994	6597	7464	10510	11431
86614	0	0	0	0	0
79694	309	289	664	1486	1252
142684	208	175	183	236	287
79919	12	11	7	13	1
189	0	0	0	0	3
219477	0	0	0	0	0
390154	0	0	0	0	0
4299	5192	4700	7652	8590	9466
134526	9	17	14	24	16
9158	6198	5754	4714	3591	4198
57571	36	48	63	35	44
284433	0	0	0	0	0
54971	1137	932	1197	1121	1321
5499	20713	18982	14227	11057	12512
3054	18924	17674	21067	23917	22871
170370	0	0	0	0	0
1521	1	1	2	1	2
348938	22	21	40	22	51
118430	0	2	1	1	1
54221	370	397	439	301	433
408263	0	1	2	1	2
5139	658	538	382	266	400
10125	214	197	197	208	271
89857	13	13	8	4	5
118487	4432	4310	3182	2640	2901
122704	6611	6560	5328	4059	4484
10924	116	128	118	165	153
27289	927	828	495	545	492
5883	1371	1404	1254	935	1241
30008	441	386	687	461	460
121275	0	0	1	1	1
729092	58	58	62	78	51
253725	2067	1895	2336	2735	2636
80194	2084	2033	1666	1267	1389
64393	1219	1190	2264	2322	2051
93550	678	605	581	758	880
387357	0	0	0	0	0
4342	0	0	1	2	9
148203	4491	4199	4838	6263	6471
341116	0	2	0	0	0
91607	25	20	8	1	10
161142	6	3	5	6	5
6363	0	0	1	0	0
57175	9731	9170	8172	5802	6595
84750	979	840	1441	1344	1562
55222	2980	2828	2844	2312	3201
80198	1575	1536	1586	1501	1579
29942	198	182	156	235	327
221468	22	19	22	27	19
390199	0	0	0	0	0
169270	196	150	154	198	197
256076	6	3	4	5	4
1072	83931	78052	60189	50223	52852
23023	2430	2234	2608	2440	2756
79612	1470	1331	1976	3070	3035
441608	0	0	0	0	0
90288	22	32	36	61	82
81341	0	0	0	0	0
80011	7208	6847	6646	6742	7070
339122	1037	1004	1340	925	1074
283985	103	91	45	10	25
55871	1016	866	1257	1673	1639
3222	0	0	0	0	0
326624	647	557	459	202	352
167227	6287	5840	6933	8912	11042
254122	54	78	65	78	60
6169	41883	39899	23993	19971	21587
9420	45	56	47	160	92
5017	175	237	262	218	178
5916	3847	3592	4387	2942	3924
283848	36	28	41	32	38
23491	101	112	97	128	98
54961	1634	1522	1867	1595	1701
8824	2353	2202	2058	1635	1669
57546	2097	1867	3529	3493	4830
6670	5896	5425	5752	8670	8730
3849	0	0	0	0	0
1657	2678	2465	3852	5770	5915
254042	425	389	409	499	362
285268	1730	1664	2097	2615	2669
51162	3095	2968	2460	1899	2168
55191	3231	2985	3023	2353	2741
1717	13114	12026	13482	13436	16615
206338	13	0	5	15	19
26960	1954	1676	2584	3296	4332
84153	1665	1641	1455	950	1182
26579	84	76	105	54	101
338692	1337	1238	1292	1047	1158
116535	543	486	661	712	442
4615	3620	3318	2986	3332	2901
116512	0	0	0	0	0
9943	6595	6047	7143	8041	8422
9390	4	1	3	3	2
23133	3781	3383	4087	3728	4034
253558	808	800	834	1091	1180
130	33	23	46	66	63
541471	493	387	741	853	738
150165	5	1	2	9	1
100288801	13	13	13	23	23
10524	910	766	833	675	791
344558	181	163	87	92	110
727936	225	227	200	132	223
60495	49	36	50	24	30
79877	2951	2611	2754	2533	2441
10777	1	1	0	0	0
93624	1275	1144	1511	1360	1314
257236	53	26	32	46	23
156	7171	7115	5918	4517	5344
5970	2289	2205	2036	1910	1811
132884	794	708	800	1003	1046
340252	204	182	724	1623	1724
283450	2505	2301	4291	4166	4711
55731	8730	8141	8095	6782	8292
54796	1555	1312	2035	2118	2388
50514	6	12	21	11	23
339403	1	0	0	0	0
10855	462	370	237	249	302
27235	2474	2334	1563	1760	1879
160762	86	49	43	38	38
3310	2	3	4	4	0
51504	13964	12949	9526	8591	9172
54674	34	30	41	23	33
22992	7299	7003	8441	8526	8583
142827	14	16	22	23	19
203054	250	288	239	191	223
78988	4102	3803	3371	2901	2987
64318	3059	2905	3416	5111	5716
2101	3005	2918	2186	1894	2027
29984	1147	986	877	675	628
80070	391	427	357	790	905
150684	2170	2153	1690	1195	1311
65059	279	243	338	362	441
4580	2794	2588	2088	1583	1860
111	1536	1444	1775	1324	1768
54625	1631	1591	2095	2357	2200
10800	1	1	3	2	0
165631	8	6	32	28	28
1163	7459	6917	5916	5219	6115
225	1	4	2	2	2
22885	109	105	90	66	65
126868	0	0	0	0	1
260334	21	9	16	4	3
91749	403	380	908	816	850
81839	2898	2841	3223	3331	2964
2745	1438	1283	1220	828	1023
9657	3799	3518	3270	3228	4333
91683	665	587	710	218	596
2804	2978	2881	5073	8669	9280
254439	18	30	20	8	27
340654	0	0	0	0	0
134391	0	0	0	0	3
10655	0	0	0	2	2
158399	2205	2138	3881	5550	6180
153770	23	35	31	31	40
144195	887	823	324	226	253
56834	2153	1784	1479	1438	1537
6623	1217	1075	922	766	775
79812	219	242	228	126	169
653784	4019	3874	2517	2065	2034
8658	5595	4974	6648	6777	8833
203523	368	307	622	1072	1165
49854	828	683	1000	1659	1678
79660	2460	2252	2473	2874	1885
391109	0	0	0	0	0
344561	1	0	0	0	0
56977	2009	1895	1785	3543	2643
4296	5992	5486	5157	3649	3804
10221	4503	4109	4938	4980	4613
128822	0	4	2	3	1
10089	25	44	28	22	14
84826	0	0	0	0	0
713	0	0	0	0	0
712	0	2	1	0	0
79625	122	63	111	60	154
132141	1	0	0	1	0
4973	0	0	0	0	0
256710	1237	1122	748	1254	416
1605	18333	17031	22408	24556	25370
3642	76	61	49	100	21
1600	1435	1365	1442	1185	1385
64801	758	696	884	1027	997
51126	3309	3062	2645	2995	3197
339834	3	7	0	1	0
122665	2	0	0	0	0
6288	0	2	1	2	1
440574	4029	3704	2865	2720	2618
254102	231	213	394	474	434
83591	259	262	271	259	395
256130	5	14	14	12	20
79102	6596	6040	6549	5615	7073
26472	15246	13320	9362	7382	8909
122651	0	0	2	3	0
10534	3269	3028	2310	2047	2250
155465	0	4	0	0	0
6599	44692	41074	46008	43489	49331
147687	774	713	899	1010	1043
5797	673	633	744	811	695
2286	8	9	17	11	19
7423	1270	1235	1181	881	1051
79834	3330	3161	5583	3765	6194
8793	1990	1883	1536	1751	1125
4485	143	124	160	156	220
8794	791	633	507	553	231
29925	1939	1864	1609	1609	1338
92597	1098	1115	1757	3548	3684
90441	4141	3651	3282	3366	3321
1464	840	788	1406	638	986
257364	3538	3287	3982	3528	4012
339778	6	3	4	4	7
64859	213	199	327	399	243
165082	190	195	244	193	211
126204	0	0	0	0	0
1106	5347	5082	7496	7620	9790
2829	10	13	1	4	0
29903	1588	1509	1355	1316	1339
10803	1	0	1	1	6
51134	671	646	888	1625	1784
27284	0	1	0	0	0
11163	2381	2241	3179	3386	3955
5091	1143	1195	1201	892	1078
10941	1	2	0	0	0
286205	793	740	1036	1416	2002
222545	6	6	17	10	18
64802	351	266	293	247	279
78999	3136	3096	2404	2449	2464
100128327	0	0	0	0	0
403314	0	0	0	0	0
6573	3573	3164	3371	3235	3325
27129	9	5	27	8	11
9986	2556	2366	1865	2007	1822
7388	28547	26969	17733	17107	17809
80835	7	12	3	5	3
390992	462	430	395	470	306
1964	7247	6764	11512	18456	19048
100310812	0	0	0	0	0
26737	0	0	0	0	0
256643	333	315	943	1509	1639
5707	22953	20976	22765	22312	24790
10149	1162	1024	2158	2563	2860
130560	0	0	0	0	0
56667	0	0	0	0	1
26032	563	508	576	859	823
57493	1361	1234	1481	1380	1387
124857	10	2	16	4	5
79703	1265	1152	969	708	725
9804	19748	18548	19248	26079	28734
200159	1	1	2	2	7
3267	7787	7137	8907	9856	11102
6777	5675	5069	5626	5048	5631
924	97	111	63	41	45
375337	0	1	2	0	0
1267	6100	5645	6954	5676	5519
3728	10728	9948	12463	10539	10827
9001	195	169	218	161	197
91646	277	196	205	169	288
100874114	0	2	1	1	5
10209	28133	26267	21362	16709	18521
284131	513	555	354	289	364
57674	4987	4683	9628	7927	8918
220359	59	72	100	76	96
81033	183	174	105	67	122
162333	50	57	40	23	18
1263	785	686	732	787	597
10276	8233	7636	8786	8787	11132
23333	2141	2003	2261	2451	2618
55025	3	0	3	4	3
162466	32	36	60	26	53
163049	1214	1067	1655	2117	2143
80012	912	875	1526	2012	2637
26996	2088	1907	1696	1678	2029
84733	12977	11954	12369	9511	10253
6712	4681	4562	4766	5448	4860
27333	2037	1930	2264	3536	3559
162605	0	0	0	0	0
83759	1113	1009	1068	1236	790
84833	7933	7269	5394	5107	5135
3212	3	10	0	1	1
114897	105	140	52	34	53
115123	625	553	441	370	471
126074	380	356	243	277	220
353189	510	497	447	987	855
5936	13404	12470	10776	11344	10714
128344	470	499	562	434	538
152002	3226	2913	2958	2738	2905
165324	1433	1290	1979	2236	2115
84839	0	1	0	0	0
220416	4	1	0	1	5
8557	26	46	47	16	23
9973	2137	2007	1793	1575	1591
375387	757	753	468	303	308
84984	154	185	123	161	193
80311	1774	1493	1896	2488	2992
200933	2251	2201	2586	3247	3620
220082	11	9	6	0	8
169966	0	0	12	8	8
2787	7606	6819	4629	3602	4171
253512	655	561	601	1066	1233
138724	1	3	2	1	3
947	77	81	34	20	27
8722	458	453	833	646	738
253827	109	103	113	165	97
23592	3972	3755	4174	5085	4979
283951	1307	1208	1071	977	953
81793	0	1	0	0	1
7096	2	1	1	1	2
10333	24	26	24	41	7
345757	352	391	385	376	349
285704	467	496	458	450	531
152877	151	163	90	120	103
57495	5	4	0	5	1
284613	733	642	646	558	521
2940	1	0	0	0	0
254359	1023	955	1037	782	968
105370792	0	0	1	0	2
54931	4437	4382	3111	5603	4644
6403	0	0	0	0	2
348180	2826	2597	1941	1493	1903
23269	4093	3697	6419	8084	8584
144577	638	617	609	595	840
392509	2	2	10	5	7
169166	4	3	3	5	4
54872	2255	2238	2865	3568	3582
10594	54924	49747	55677	51840	59402
112	1178	1146	1398	1208	1140
387849	2	1	1	3	2
5306	8094	7052	7634	6485	6637
9416	14327	13740	13069	11850	12747
7634	0	0	0	0	0
741	893	922	576	572	501
344191	3	1	0	3	0
57659	1759	1668	3430	2495	2518
8711	1035	987	758	724	741
23051	652	618	839	651	931
23612	4490	4261	3564	2997	2188
162515	23	11	35	9	26
201232	238	264	303	199	195
148979	6	12	5	10	16
134083	0	0	0	0	0
55584	361	339	418	332	265
127435	14	12	18	11	21
340024	5	0	2	9	10
128439	748	731	621	872	731
219833	49	46	19	9	14
9156	3463	3154	3734	4662	4699
253959	912	935	1495	1773	1936
3981	281	315	386	761	716
128826	1	0	2	4	0
7201	1	6	8	3	13
389524	62	74	49	48	56
137735	0	0	0	0	1
488	24536	22055	29744	32722	33591
55055	6129	5356	5069	8643	7324
6124	266654	246721	175101	151999	166275
10302	1264	1218	1011	1043	1224
147323	4	8	5	4	12
283685	0	0	0	0	1
402117	0	0	0	0	0
400073	622	695	573	447	607
170261	150	125	44	26	26
26047	5306	5193	8262	8768	8350
442117	55	31	25	33	29
158038	465	459	263	132	155
582	1341	1352	1075	1127	1084
10260	442	383	555	446	664
9543	6958	6611	6902	4764	5273
257144	69	76	106	176	194
400986	64	85	98	165	236
115019	11	8	1	10	10
148808	35	29	52	37	52
246330	770	755	672	734	611
148014	4	7	5	9	0
283446	8	11	9	11	15
388730	104	82	186	166	251
65003	11265	10544	7239	6379	6243
55554	0	0	0	1	6
53833	244	218	226	145	125
127845	339	324	274	234	227
79647	24883	23139	25618	25776	25967
266743	15	12	16	35	16
55167	2437	2186	2821	2851	3467
162968	138	119	114	96	76
133022	136	125	126	123	189
1240	214	188	275	137	148
90806	2978	2903	2597	3549	3033
7368	1519	1487	2823	2671	2779
339855	2	0	0	0	0
124152	301	257	184	179	185
6578	242	234	205	149	179
10781	1228	1032	2429	2573	2697
125958	0	0	0	0	0
3177	2493	2388	2760	2668	2814
9024	2589	2403	1755	1775	1492
11041	2120	2042	2148	1997	2279
153339	13920	13106	13790	17432	19619
3952	1	1	0	0	4
285590	12060	10622	12247	9319	10634
55196	4000	3768	5279	10265	9038
51574	1487	1308	1408	1590	1930
143282	4599	4351	13043	16762	17420
9975	993	1022	1446	1892	2350
140886	253	257	214	327	324
25855	6237	6023	4502	4583	4369
6138	111054	103772	69377	55153	62518
132720	56	46	117	121	155
3265	2533	2433	1821	1858	1625
151790	29	19	29	35	35
6731	14437	13496	12665	14631	15133
126006	2	0	2	5	8
9610	675	623	623	513	550
152816	5	8	27	5	1
152815	327	297	419	593	644
9662	740	761	873	2086	1686
8322	900	760	896	983	898
57124	542	497	741	352	506
685	11	15	11	19	14
5174	9	4	10	9	35
2015	0	0	0	3	0
201627	1090	1104	1417	1186	1319
201626	2161	1853	2200	2868	2754
11146	1962	1898	1730	2961	2689
201625	3	2	2	5	5
10897	4057	3945	3296	3008	3182
254263	1293	1195	765	542	648
277	0	0	0	0	0
171389	6	11	4	6	1
126328	9132	8905	6592	5203	5317
51319	854	823	877	1279	1233
257062	5	3	5	2	3
81876	6030	6029	5069	4294	4549
390174	0	0	2	1	0
81490	4275	3805	3927	3578	3389
125988	1300	1320	978	754	838
285315	414	326	331	336	344
219482	0	0	0	0	0
26470	4319	4156	5936	5253	5296
253982	1103	1160	964	597	809
253980	465	474	626	589	686
9934	0	0	1	2	2
155185	194	190	178	165	191
29909	0	0	0	1	1
344758	0	1	2	3	0
388611	153	105	143	89	182
2523	853	755	775	701	727
170506	7672	6982	8074	12701	12463
282775	0	0	0	0	0
84107	3	1	7	0	0
282770	0	0	0	0	0
219431	0	0	0	0	0
26259	1882	1827	2287	1807	2300
763	0	1	1	1	2
653808	0	3	0	0	0
64837	3770	3446	3423	2537	2849
6580	11	15	7	13	10
387718	1	0	0	0	0
1488	10564	9609	17559	17465	19152
9435	1954	1988	1942	2637	1809
79683	625	593	662	401	525
545	2132	2016	2822	4074	4877
125144	25704	24277	17243	15032	15089
11065	14660	13689	10498	9937	10187
147409	0	0	0	0	0
256356	762	723	1123	1413	1685
80124	1189	1068	1614	2378	2306
132112	238	223	79	43	51
1674	225	208	284	206	263
149420	237	198	193	302	383
92369	2020	1811	1899	1417	1534
5897	0	0	1	1	0
7189	866	751	982	1224	1217
55279	366	308	426	558	587
201158	333	258	302	377	272
56945	3445	3172	2340	2493	2660
55690	3996	3601	4047	3134	3689
149708	5	0	2	1	2
65108	76049	71651	55787	40833	47499
80851	5440	4894	4981	4154	4543
26696	0	0	0	0	0
200197	20	18	29	38	43
388403	170	180	399	273	449
253559	254	214	302	415	351
28	42	30	16	13	17
5708	40780	38364	34828	29222	31718
22843	998	924	1151	1137	1714
131408	1349	1322	1373	1098	1446
1466	10496	10095	6661	5898	5871
3626	42	17	44	20	77
55486	6916	6166	5465	5023	5278
1649	185	150	138	132	104
5095	2971	2699	2663	2042	2765
123346	3	4	0	3	0
10540	8879	7958	6625	5426	6065
4878	4	1	2	12	9
79797	1628	1463	1128	1033	906
10106	14602	13567	14180	9480	13596
9793	21659	20021	28425	29651	35570
392	6332	5750	5604	6377	6196
10025	7928	7706	5541	4002	4529
9776	7996	7273	7814	6425	6638
89792	1492	1382	1230	935	995
148345	11	14	39	18	15
8534	161	151	278	127	230
23015	281	284	412	627	607
146177	3	5	9	4	2
9537	5634	5342	9576	8307	6520
378708	846	816	667	748	700
22845	2107	1870	2002	2300	1724
254295	842	820	762	943	665
117144	1	2	7	1	3
9134	175	164	98	271	163
85007	696	611	730	663	747
257629	23	13	6	6	3
1474	49	48	35	35	36
196996	146	128	93	117	214
162655	653	614	1008	1479	1881
27257	1507	1437	1185	1065	1113
5626	0	0	0	0	0
91464	0	0	0	1	0
8815	12698	11891	9700	8307	9158
319	0	1	1	1	1
1139	119	117	157	125	154
56674	1166	1076	896	1098	941
56675	978	1002	741	894	880
5771	3521	3408	2811	3753	3720
57758	106	83	103	74	93
84285	2576	2488	2183	2688	2614
4087	4174	3781	4453	4840	5666
8665	19668	17615	10631	9529	10131
219749	32	29	37	47	96
121130	0	0	1	0	0
285598	885	855	1437	1346	1665
1212	2655	2592	2000	1586	1600
5122	105	138	118	126	146
4023	843	787	448	744	592
317671	81	77	66	66	112
64770	3332	3062	5262	9192	10111
374403	41	33	26	20	28
9092	7596	7399	6896	6763	7364
55844	2390	2402	2673	2599	2734
79772	441	380	425	593	513
57804	1077	1088	950	574	716
120787	1	0	0	0	1
126364	3	12	16	10	16
57628	532	548	369	415	415
23529	91	62	106	84	93
254187	217	216	67	30	41
390212	0	0	1	0	0
143630	6	4	9	9	5
50613	0	0	0	0	0
5406	0	0	1	0	0
387787	566	526	426	365	381
10008	265	257	348	369	329
57010	0	1	2	2	1
144245	278	274	106	133	146
10589	7319	7009	5475	4315	4627
79836	2	4	10	2	7
7352	30	32	30	37	29
7351	3902	3325	5230	3522	4892
83638	2686	2382	2273	1637	2112
80227	2252	2112	1690	1478	1772
51642	2116	2128	1523	1468	1397
5870	4844	4758	5972	7290	7074
5029	210	198	125	76	163
8061	1041	916	712	954	471
2072	635	523	821	955	993
79783	242	247	180	156	203
11007	4117	3835	2556	1969	2600
54968	2435	2233	1879	2090	1821
100128782	78	71	94	84	99
119765	0	0	0	0	0
6199	3972	3849	3200	2324	2453
116028	6363	6002	5110	3320	4663
5619	0	0	7	7	0
146691	481	437	559	548	438
122046	0	3	1	0	2
58492	288	309	278	311	340
165829	363	334	285	229	229
256369	2	0	0	1	0
205251	0	1	1192	863	1131
126695	1952	1723	1568	1372	1524
146712	465	452	444	333	400
139804	1	1	0	0	0
22877	5057	4627	6112	5774	6069
283171	0	0	0	0	0
7025	1	5	2	1	0
400360	0	0	0	0	0
54998	11312	11138	7988	6287	6851
158135	110	92	138	73	92
253314	146	134	59	24	59
401505	13464	12695	8175	6734	7549
646383	17	12	16	15	21
400359	0	0	0	0	0
105370775	0	0	0	0	0
55508	1711	1509	1519	1950	1622
145270	454	416	328	416	537
169841	261	194	293	291	383
8607	17255	16062	13620	13784	14938
2810	820	797	495	493	478
4482	530	525	331	223	295
158506	0	0	0	0	0
643677	3	2	8	27	15
23399	6776	6325	5837	5673	6138
2118	17867	16693	15567	13851	15098
375757	1851	1755	1522	1643	1628
202309	2	0	0	0	0
10458	1132	1031	892	903	1009
797	406	360	216	153	188
200407	40	43	30	16	41
135886	2	5	1	2	1
3234	1	0	0	0	0
340481	466	417	833	2165	1426
54084	35	27	101	53	58
79666	501	497	441	703	604
2	19	27	4	4	6
379	716	679	660	477	540
285489	68	46	39	18	31
57633	17263	15931	19603	26583	21950
63893	10290	9571	10611	8133	9990
93129	955	889	994	685	785
340359	1	0	0	0	0
285759	0	0	0	1	9
84747	9353	8480	8235	7441	7984
163259	338	343	539	562	806
400224	68	77	54	40	92
56676	0	2	3	1	0
84617	10158	9553	6391	7737	4923
116068	701	759	741	1430	1472
386724	0	0	0	0	0
126792	2570	2197	1813	1678	1579
79898	660	626	982	1277	1084
56673	28	42	14	20	14
344805	0	0	3	4	1
26471	16	12	12	17	7
9832	633	636	876	1055	1855
153364	369	351	501	716	790
286262	2084	1887	1907	2039	1907
23630	726	705	453	233	325
257101	2	1	1	1	0
113829	8495	7699	7121	6585	6314
55057	1319	1231	1092	922	1155
9807	5705	5256	5453	4947	4996
8636	5744	5551	4312	3476	3629
1479	4443	3983	4590	6374	7291
7525	4798	4677	6562	10936	11728
79643	1329	1292	956	799	775
10301	1262	1118	796	830	1024
100874074	1262	1118	796	830	1024
402682	174	163	153	150	101
4161	7	17	6	12	1
55254	3580	3174	3201	3630	3318
55346	1016	943	882	775	964
2877	73	68	72	81	91
284001	418	449	789	752	932
124535	2	4	0	0	4
2290	6	3	12	12	3
8877	133	134	205	154	137
664	7440	7108	2069	1860	1965
150350	0	0	0	0	0
339344	539	518	495	440	609
1149	8	3	2	6	3
390442	0	0	0	0	0
219986	0	0	0	0	0
80059	349	370	388	439	321
79915	1079	1114	1500	2539	3083
114926	2606	2433	1230	1028	1194
122748	0	0	0	0	0
342908	148	131	152	274	241
25914	2141	1870	2701	2563	3396
390436	0	0	0	0	0
126541	0	0	0	0	0
221060	8	5	6	8	15
390058	0	0	0	0	0
414149	1143	1127	1296	1162	1509
122742	0	0	0	0	0
29882	3733	3604	2953	2872	2310
390433	0	0	0	0	0
127540	0	0	0	0	0
339487	2211	2100	1373	1329	1261
441308	0	0	0	0	0
159371	657	550	617	609	663
79317	0	0	0	0	0
283617	0	0	0	0	0
7694	536	489	439	500	402
390429	0	0	0	0	0
441670	0	0	0	0	0
283150	2	4	2	1	0
1351	16667	16008	11383	8126	9032
255061	6	9	18	9	6
54993	3122	2860	2864	2406	2563
285800	21	28	19	29	24
79369	90	110	77	67	105
246184	631	587	396	439	473
3291	1988	1805	1514	1087	1189
51379	1464	1366	1417	1648	1815
6051	5417	5034	4926	4283	4815
163126	2528	2381	1927	1965	2040
63951	655	637	507	732	660
126272	190	153	132	152	213
349149	127	132	150	46	74
9699	1198	1062	1922	2405	2740
56888	8767	8087	7669	7941	8333
84277	1266	1057	914	796	767
283377	2395	2123	2224	1770	2046
155382	416	380	338	166	291
161198	46	33	32	31	28
161176	19	21	16	4	6
1196	4000	3742	3910	4078	4342
254531	2857	2840	3204	2707	3482
28232	1332	1227	1339	1329	1253
284346	22	13	15	14	15
79446	957	1006	831	851	884
112869	855	693	640	568	630
11145	4596	4344	2866	3065	2547
148252	1847	1686	2071	1737	2077
390195	0	0	0	0	0
653583	423	443	402	273	349
222171	257	225	353	263	354
2788	726	622	931	433	790
79346	0	0	0	0	0
205717	1119	1038	1593	1812	2257
256144	0	0	0	0	0
256148	0	0	0	0	0
124817	18	10	23	25	25
138009	0	0	0	0	0
390113	0	0	0	0	0
168975	0	0	0	0	0
100128398	359	330	598	594	757
9920	759	678	869	782	978
84002	289	273	450	629	474
80122	0	0	1	1	0
283598	0	0	0	0	0
84823	39693	37954	34100	30319	34308
51115	2631	2551	1934	2307	2280
51320	8056	7448	8827	9856	10186
150280	5	2	4	1	3
220441	142	120	225	191	261
4642	3755	3535	4573	3649	4106
284756	0	0	2	2	0
2300	36	41	39	9	15
90655	0	0	0	0	0
9884	17	12	49	50	70
2303	18	15	28	13	14
81099	0	0	0	0	0
627	248	200	358	344	335
79635	121	120	97	155	156
197322	1547	1386	1419	1472	1452
666	5110	4951	3665	2332	2614
283933	20	27	34	11	24
83869	0	0	0	0	0
401466	852	796	657	777	875
375189	17	19	12	8	11
283111	0	0	0	0	0
158809	3	4	3	4	0
8851	1040	1019	777	883	893
644809	55	41	19	25	33
284573	0	0	1	1	0
256536	709	689	718	593	701
344148	63	61	78	55	79
286514	0	0	0	0	0
140596	0	0	0	0	0
80230	1973	1761	1970	1872	1841
119678	1	0	0	0	0
10409	13738	12617	12877	10985	10091
55894	0	0	0	0	0
414325	0	0	0	0	0
119682	0	0	0	0	0
374819	97	53	99	67	71
54621	7780	7102	8294	6260	7015
284424	16	19	16	4	4
10265	18	23	16	32	27
284207	634	624	651	697	579
157769	1674	1601	2344	3506	3617
55884	4335	4081	3886	3458	3558
2902	35	56	66	59	76
6664	4783	4537	5958	6494	6520
7298	3143	3080	2897	2705	2583
81282	0	0	0	0	0
5827	783	818	678	664	672
119687	0	0	0	0	0
170082	205	170	127	163	218
401665	0	0	0	0	0
9240	4956	4580	4665	4495	4486
56892	31	22	17	1	2
284358	242	190	171	124	151
23141	5385	4843	6206	6466	6644
733	17	6	15	24	9
2524	261	239	250	223	180
119692	0	0	0	0	0
119694	0	0	0	0	0
374786	18	20	10	15	8
51301	283	261	252	1349	451
200958	9	9	9	4	7
51078	5853	5522	5856	5650	6159
84901	4748	4559	5299	5488	5840
4062	36	37	6	6	3
387758	43	43	59	32	33
23625	126	131	124	129	83
6470	4598	4332	3874	3624	3631
29952	490	508	567	659	637
166655	0	0	0	0	1
107984399	1	1	0	0	0
9632	12593	11118	11469	10669	11404
158521	0	0	0	0	3
140775	4121	3901	5023	4971	4518
4524	1371	1352	2021	1694	1762
503618	0	0	0	0	0
147685	14	14	11	10	14
10522	5101	4789	2976	2401	2668
