GeneID	perturbed	perturbed	perturbed	control	control	control
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	1	0	0	0
105376691	0	0	0	0	0	0
105376689	90	46	41	42	13	16
9341	1946	1869	1914	1611	1463	1748
8863	810	1041	968	827	1005	1193
10911	1	4	4	2	2	1
3604	0	1	1	1	1	0
11315	7643	8724	8706	7338	7047	9057
54206	695	691	688	543	648	782
107984915	0	0	0	2	0	0
102724539	0	0	0	0	0	0
105376695	0	1	0	0	0	1
50651	52	48	35	43	36	38
473	1477	1461	1447	880	980	1170
102724552	4	9	8	3	8	9
106632271	1	0	1	0	1	1
2023	27025	37626	36017	25408	29962	38552
102465436	65	3	3	4	2	6
100505975	127	123	103	106	84	100
112268261	0	0	0	0	0	0
765	0	0	0	0	0	0
155184	0	0	0	0	0	1
6518	1	3	3	0	1	0
80045	872	886	727	484	443	523
106614088	363	428	393	306	422	571
407040	6	10	3	3	5	5
102724571	77	98	112	59	103	121
9563	2575	1825	1818	1982	1485	1876
80176	75	80	68	67	101	99
100506022	20	12	13	29	14	18
84275	1678	1674	1694	2492	2256	2679
199953	915	1064	1024	924	1062	1397
107985734	24	67	54	34	49	78
105376712	0	0	0	0	0	0
5293	2268	2637	2497	1542	1979	2496
644997	0	0	0	0	0	0
101929074	48	31	38	43	27	28
22883	7771	7894	7496	5344	4925	6584
56998	1253	922	952	1150	820	1039
105376717	182	134	162	145	123	164
84328	796	920	891	762	672	900
64802	279	309	303	384	376	433
113391335	2	2	7	1	3	2
100847055	0	0	0	0	1	0
116362	22	66	39	21	30	36
10277	2244	2300	2277	1922	1747	2232
23095	4768	4501	4087	3595	2854	3431
105376725	13	7	4	3	6	5
5226	5926	4790	4685	4549	4031	5203
100526739	388	417	384	459	385	514
378708	401	431	407	529	440	564
1325	38	39	49	27	37	59
1676	2086	2343	2339	2191	2217	2906
5195	605	634	600	444	365	495
54897	2543	2096	1944	1367	1010	1268
105376733	5	3	8	0	4	2
105376735	0	0	0	0	1	0
148345	4	20	21	1	3	10
23435	4639	5762	5785	4200	4607	5779
10747	75	49	60	51	58	53
6723	5017	5726	5267	4095	4407	5803
5394	1309	1737	1678	1195	1453	1872
105376736	82	129	104	54	86	87
2475	2488	2994	2644	1805	2089	2507
100873935	59	45	48	27	43	57
10218	2	3	1	3	7	1
29914	1114	1047	1002	897	810	1004
105376737	0	0	0	0	0	0
105376739	0	0	0	0	0	0
105376740	0	0	0	0	0	0
57540	3	2	1	1	3	2
112268221	1	0	1	0	0	0
101929181	1	2	0	0	0	0
26232	629	753	687	196	153	223
93611	830	850	832	462	405	524
26270	183	125	137	143	121	149
10459	729	906	873	586	652	915
374946	10	11	9	8	8	14
57085	2328	2162	2147	2117	1841	2502
284498	225	210	189	152	142	184
102724659	0	0	0	0	0	0
4524	1005	902	890	718	664	840
1185	489	513	411	366	376	530
100379251	74	60	60	57	82	100
4878	14	7	18	10	21	23
4879	0	0	0	0	0	0
26829	0	0	0	0	0	0
90231	2378	2616	2478	2052	2470	3212
5351	3012	3627	3551	2395	2846	3615
9927	4248	5345	4782	4022	4529	5730
60672	630	809	818	592	703	925
102466982	2	8	5	3	5	8
943	25	8	5	13	0	4
102465836	1	0	0	0	0	1
7133	8	1	2	1	1	3
100616438	0	0	0	0	0	0
107984917	0	1	0	0	0	0
55187	1904	1555	1426	1270	1063	1287
677885	2	10	6	4	6	9
105376744	2	8	2	0	0	0
9249	228	105	94	75	59	69
102466722	0	1	1	0	0	0
343066	0	0	0	0	0	0
126767	0	0	0	0	0	0
93190	7	0	3	4	0	1
390999	0	22	3	4	4	4
65121	0	10	8	0	3	2
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	0	0	1	0	0	0
65122	0	1	1	0	1	0
400735	0	0	0	0	2	0
343071	0	0	0	0	0	0
441871	0	4	1	0	0	2
440561	0	1	0	0	0	0
101929983	0	0	2	0	0	0
649330	0	1	3	0	0	0
441873	0	1	0	0	2	1
649324	1	4	4	1	2	3
440563	0	2	0	0	0	1
645354	1	4	4	1	2	3
645359	0	1	0	0	2	1
101060301	0	0	1	0	0	0
343070	0	0	0	0	0	0
400736	0	2	1	0	0	1
391003	0	0	0	0	0	0
343068	0	1	0	0	0	0
391002	0	6	1	0	2	3
645382	0	0	0	0	0	0
653619	0	1	0	0	1	0
729528	0	2	0	0	0	2
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	0	1
126755	0	0	0	0	0	0
102724856	0	0	0	0	0	0
107984918	0	0	0	0	0	0
10630	1	0	0	0	0	0
107984919	0	0	0	0	0	0
105378612	0	0	0	0	0	0
105376756	0	0	0	0	0	0
7799	1101	1294	1232	890	872	1067
23254	205	263	196	165	128	172
107985467	3	0	0	0	0	0
107985468	0	0	0	0	0	0
105376762	0	0	0	2	1	0
105376759	0	0	0	0	0	0
107985469	0	0	0	0	0	0
200197	17	14	15	4	3	0
55092	147	250	209	76	63	90
727684	0	2	1	0	0	0
114827	14	6	13	6	7	10
101927417	4	14	5	7	10	15
101927441	4	4	2	5	2	3
79180	635	1170	1117	216	317	451
11330	1	0	0	0	2	2
63036	2	0	0	0	0	0
105376767	0	0	0	0	0	0
51032	0	7	2	3	4	2
842	188	186	203	141	137	154
23341	578	638	631	680	606	691
107397391	0	0	0	0	0	2
79814	8	5	8	7	9	8
84301	1955	2232	2163	1549	1496	1813
6248	267	365	274	201	207	275
23207	964	900	859	704	739	934
284723	43	14	27	14	5	13
110806303	2	1	1	1	0	0
388595	0	1	0	0	0	0
54751	326	117	115	178	41	61
440567	205	271	315	194	189	281
729614	268	248	236	228	135	180
23013	1755	2211	2098	1519	1632	2098
7709	452	532	445	365	487	639
149563	0	1	0	0	0	0
27129	2	0	1	0	0	0
1187	0	0	0	0	0	0
1188	1	0	0	0	0	0
348487	20	26	33	6	9	15
1969	248	448	395	174	344	414
101927479	8	15	10	7	4	7
128272	415	468	463	381	346	442
101927546	29	19	24	12	24	22
79363	157	111	136	109	110	107
54455	777	723	725	631	558	670
26099	1702	1992	1944	1572	1586	2154
374955	851	958	919	819	801	983
55707	296	335	288	359	281	441
107984921	12	16	19	5	7	14
114819	133	130	131	77	54	109
26871	0	0	0	0	0	0
107985757	0	0	0	0	0	0
100132147	1	7	3	0	1	2
107985758	0	0	0	0	0	1
7195	0	2	0	0	0	0
55672	1597	1954	1803	798	823	1100
105376794	336	343	313	265	212	306
84809	151	112	127	87	87	121
11209	30	31	40	41	34	52
107985736	0	2	1	1	0	3
26869	0	0	0	0	0	1
107985759	0	0	0	0	0	0
284729	35	42	40	13	15	26
100189045	0	0	0	0	0	0
6060	0	0	0	0	0	1
11223	2	6	8	2	2	4
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	6	2	5	2	1	0
7193	0	0	0	0	0	0
100189183	0	0	0	0	0	1
105376805	0	0	0	1	0	1
791226	0	0	0	0	0	0
26870	0	0	0	0	0	1
9696	495	430	429	281	328	373
4237	0	0	0	0	0	0
105376806	1	0	0	0	0	1
23400	1292	1093	998	819	618	796
6390	935	1272	1425	1065	1207	1432
11240	48	26	40	40	16	24
105376808	0	0	0	0	0	0
400743	0	0	0	0	0	0
29943	3	6	7	2	1	0
51702	0	1	0	0	1	0
100616188	0	0	0	0	0	0
23569	0	0	1	0	0	0
353238	1	1	0	0	0	0
55920	4892	4142	3942	4260	3333	4414
55160	394	326	324	205	174	178
107984028	0	0	0	0	0	0
81569	15	13	9	38	25	25
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	0	0	0	0	0	0
105376814	0	0	0	0	0	0
127707	0	2	0	0	0	0
5081	0	0	0	0	0	0
80834	0	2	0	0	0	0
8659	913	851	844	754	794	1024
100616120	0	0	1	0	0	1
100302276	0	0	2	0	0	0
126917	397	419	435	324	331	387
105376815	1	3	0	2	3	0
23352	3317	3895	3604	2658	2713	3466
101927895	89	94	101	72	84	90
23065	1532	1736	1644	1463	1452	1936
51154	913	1101	1087	976	1107	1284
246181	72	61	47	52	63	37
22977	39	30	26	27	28	16
100506730	88	72	74	69	63	84
8574	663	694	638	653	640	807
54896	374	350	345	198	191	258
832	2549	2490	2390	2098	1985	2641
105376819	0	0	0	0	0	0
105376818	0	0	0	0	0	1
105376817	0	0	0	0	0	1
105378614	0	0	0	0	0	0
440574	624	546	547	637	472	626
100532736	297	260	254	239	204	277
644068	35	47	47	57	48	52
4681	1	1	4	1	1	0
3362	22	2	13	8	0	2
255104	811	819	816	667	594	759
54546	0	0	1	0	0	0
105376823	1	4	1	2	0	1
23252	597	503	548	551	395	499
30814	2	0	0	0	0	0
5320	364	58	61	104	11	16
5322	0	1	0	36	19	15
26279	0	0	0	0	0	0
64600	13	12	5	1	1	1
391013	0	0	0	0	0	0
127733	1	1	0	1	0	0
101928017	0	0	0	0	0	0
105376825	11	4	1	0	0	0
105376826	24	2	1	3	0	2
105376827	0	0	0	0	0	0
105376828	2	1	0	0	0	0
127731	4	3	1	17	3	3
339505	2	0	2	0	0	4
55450	7679	1869	1938	1903	268	349
79594	576	553	528	452	448	521
163933	0	0	0	0	0	0
978	1	0	1	1	0	2
65018	627	446	448	305	242	287
102464833	73	43	51	37	21	27
100861548	715	603	642	441	409	480
1650	3457	3444	3221	2570	2446	3113
57576	19	17	22	16	5	12
400745	19	6	4	2	5	4
112268222	400	385	389	413	347	391
50809	1856	1980	1844	1779	1553	1904
8672	2838	2237	2124	1996	1446	1768
105376830	1	0	2	0	3	0
105376829	2	0	0	1	0	0
100302155	0	0	0	0	0	0
1889	611	739	717	437	622	740
100506801	1	1	0	0	1	0
105376832	0	0	0	0	0	0
84224	118	111	112	80	51	64
249	0	1	0	0	2	0
105376834	0	0	0	0	0	0
5909	464	310	285	216	148	152
84196	779	848	729	692	637	888
401944	99	58	57	41	27	32
3339	974	723	652	489	304	390
23436	0	0	0	0	1	0
10136	0	1	0	0	0	0
101928043	17	18	14	8	4	4
29092	156	136	148	138	131	194
112268223	12	12	17	10	6	16
998	2449	3495	3286	2618	2851	3524
54361	80	68	54	33	37	37
105376845	15	12	18	5	13	11
105376850	0	0	3	1	1	0
107985377	1	1	0	0	0	1
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	909	1000	1065	694	741	933
2046	4	9	4	1	2	3
102466615	0	0	0	0	0	0
712	0	1	0	0	0	0
714	0	0	0	0	0	0
713	0	0	0	0	0	0
2048	269	277	247	188	144	177
100616391	0	0	0	0	1	0
100422914	10	9	5	4	2	5
646262	0	0	0	0	0	0
729059	3	7	6	6	2	3
23028	1878	2270	2153	1841	2007	2493
100422866	0	0	0	0	0	0
7798	440	547	566	352	435	540
3352	2	0	0	1	0	1
100996511	54	36	40	86	35	24
10236	3676	3651	3532	3512	2947	3686
80818	163	186	177	148	158	131
148898	53	42	30	32	29	48
6920	422	340	334	349	271	255
55616	430	385	375	224	206	301
1870	301	313	356	311	383	384
101928163	12	10	11	5	11	13
105376859	22	39	42	19	15	32
3399	2745	3077	3043	1183	1451	1892
107984928	0	0	0	0	0	2
259283	0	0	0	0	0	0
6135	10386	12493	13328	11536	10501	13775
6924	1099	1269	1233	1003	1183	1459
100506963	140	108	116	123	80	132
57095	662	845	823	737	929	1326
105376860	182	167	168	116	137	174
11313	1043	1044	1051	848	1032	1272
2582	1012	813	846	834	725	837
3155	511	499	478	469	343	465
105376861	1	1	2	2	1	1
2517	372	366	341	340	282	346
1269	0	0	0	0	0	0
107984929	0	0	0	0	0	0
100616492	0	0	0	0	0	0
55629	2597	2508	2555	2212	1740	2278
10772	2478	3118	2997	2296	2207	2609
105378615	0	0	0	0	0	0
105376863	0	0	0	0	0	1
107984931	0	0	1	0	0	0
127294	2	0	2	2	0	2
107985737	0	0	0	0	0	0
105376864	1	0	0	0	0	2
58985	4	4	4	5	20	21
163702	0	1	0	1	0	0
284632	0	0	1	0	0	0
105376871	0	0	0	0	0	0
57822	9	20	9	3	17	33
90529	135	103	112	164	87	134
57185	1304	1596	1464	839	844	1064
100750325	5	5	5	7	5	5
11123	1102	1220	1075	662	605	705
100506985	63	51	54	40	26	36
400746	0	1	1	0	1	0
10250	2040	2461	2504	1794	2187	2759
25932	2986	2342	2145	2804	1461	1813
105376876	0	0	0	0	0	0
864	5	2	0	0	0	0
102465437	0	0	0	0	0	0
107984932	0	0	0	0	0	0
105376878	0	0	0	0	0	0
100616365	0	0	0	0	0	0
105376879	0	0	0	0	0	0
25949	444	521	491	405	448	582
57035	430	553	525	330	418	468
105376882	0	0	0	0	0	0
6007	2	3	1	1	3	1
23585	425	460	481	316	353	471
6006	131	143	147	122	120	136
55219	592	462	474	465	331	449
26119	613	593	536	483	476	597
57134	101	56	58	42	18	40
57190	2177	1625	1594	1409	1099	1415
56181	448	355	353	368	294	371
646471	153	103	116	115	80	131
79000	181	214	173	185	173	223
164091	10	5	3	7	6	5
3925	2566	3311	3287	2502	2700	3224
100500808	306	354	335	225	240	351
105376885	0	0	0	0	0	0
5051	393	351	325	330	306	344
101928216	9	13	14	9	6	8
2134	35	64	49	12	12	16
7780	8	8	1	5	11	29
105376910	0	0	0	0	0	1
84676	0	0	0	1	0	1
149420	308	274	267	153	149	196
105376886	2	0	0	0	1	0
79927	0	1	0	0	0	2
110806296	0	0	1	0	0	0
51042	215	410	374	295	382	585
10256	300	270	248	214	222	258
378807	1	1	0	0	1	0
101928303	1	0	0	0	3	0
64793	457	498	494	488	481	609
83442	664	870	786	501	508	737
91544	311	330	312	403	367	445
1043	0	0	0	0	0	0
55057	44	66	70	33	36	43
257101	0	0	0	0	0	0
79727	0	0	0	0	0	1
79947	399	368	394	362	326	443
101928324	7	9	11	12	8	6
3151	4029	3860	3912	5439	4595	5799
6195	1265	1096	1060	941	891	1196
100302190	1	0	0	0	0	0
105376888	4	0	2	0	0	0
101928728	89	51	56	60	52	37
8289	4338	4092	3728	2951	2852	3530
55650	420	328	314	467	315	410
84243	435	469	535	443	590	710
2810	10	17	16	9	9	17
54707	1036	945	934	846	788	963
63906	326	394	360	304	316	391
10726	3335	4063	3991	3249	3797	4907
8431	2	0	0	3	0	0
126695	487	593	541	437	445	634
388610	322	345	327	155	119	117
115572	0	0	3	1	1	0
101928391	0	0	0	0	0	0
6548	2095	2107	1904	1191	1148	1477
102723760	0	0	0	0	0	0
105376890	0	0	0	0	0	0
23038	1719	1357	1332	1104	875	1028
84065	1035	921	947	856	660	930
644961	65	67	55	45	60	52
84958	871	542	574	725	576	656
9064	434	442	416	352	428	528
8547	7	2	2	2	1	0
388611	28	20	28	18	14	11
2827	2	14	18	9	2	16
10163	2702	2833	2772	2750	2734	3517
105376892	0	0	0	1	0	0
27245	646	678	642	305	365	537
2268	0	1	2	1	1	0
111216282	0	0	0	0	0	0
2537	209	284	229	145	162	195
199870	203	199	154	245	216	332
23673	1068	1051	1010	1079	933	1121
5511	1271	1679	1670	1304	1546	1976
677774	1	3	1	0	5	1
9473	4	0	2	1	2	9
6118	1193	1651	1563	1336	1746	2017
27293	1129	1184	1037	890	789	1002
55113	367	356	365	265	254	350
2140	823	873	860	791	807	1011
5724	6	3	11	2	7	8
22826	2551	3485	3338	2564	2684	3433
93974	4240	4941	4915	3731	3400	4682
83667	1706	1014	900	1308	700	886
54797	504	571	557	529	560	646
65979	1229	994	884	1017	650	914
1104	2184	3369	3157	2296	2984	4037
8420	1885	2002	2086	1469	1090	1254
6080	109	105	120	58	62	65
26768	43	62	56	31	34	46
54952	457	561	561	315	401	501
85028	349	502	525	391	556	644
692212	9	18	18	17	26	22
677838	69	98	94	83	117	114
677825	11	11	14	10	9	28
692073	26	40	42	35	45	53
115273	11	6	6	4	6	4
6883	491	621	562	344	355	451
105378616	30	30	34	32	22	37
26824	1	2	2	3	2	2
10691	578	584	553	519	497	575
51441	2734	3279	3328	2147	2327	2761
4985	3	3	8	4	2	2
2035	3138	3475	3168	2416	2130	2761
399474	240	281	236	207	183	226
6429	1407	1663	1604	1234	1338	1685
51102	876	883	950	663	673	843
10076	1458	760	597	852	453	559
101928460	7	4	7	3	2	6
107984933	0	0	0	0	0	0
107984934	0	0	0	0	0	0
101929406	0	0	0	0	0	0
105378617	0	0	0	0	0	0
105378618	0	0	0	0	0	0
4146	43	35	38	24	15	38
100129196	79	78	79	60	49	54
7805	6	6	8	1	4	2
100616164	0	0	0	0	0	0
105378620	0	0	0	0	0	0
105378621	0	0	0	0	0	0
105378622	43	33	39	11	22	7
400748	3	0	0	0	0	0
9672	2411	2175	2139	1430	1434	1730
9698	2731	3381	2970	2188	2291	2860
692234	16	18	21	12	11	15
692235	18	20	15	10	9	15
692200	0	3	1	3	1	2
107984935	3	8	9	4	5	16
79570	12	1	4	9	2	3
9410	885	1098	1135	1194	1369	1726
51538	808	995	983	779	891	1140
2170	33	29	31	26	26	38
105378623	2	1	1	0	0	6
107985470	0	1	2	1	1	1
347735	1622	1299	1250	941	865	1104
105378625	0	0	0	1	0	1
105379772	1	0	0	0	6	3
149086	0	0	0	0	0	0
284551	0	0	0	0	0	0
105378626	1	3	0	0	1	1
64129	23	32	16	17	11	12
3061	122	124	119	96	94	132
553115	1042	1092	1128	1014	933	1228
107985471	76	71	61	64	61	69
105378628	0	0	0	2	1	0
1307	47	41	36	14	7	8
101929444	8	14	9	4	4	2
576	153	143	119	50	53	100
100423028	0	0	1	0	0	0
90853	0	9	1	1	1	0
8073	2837	2922	2883	2451	2092	2490
10657	4767	5343	5249	3992	3935	4910
55116	370	404	355	316	325	431
100847018	1	0	0	1	0	0
23633	2048	2179	2191	2187	2338	2991
200081	3358	3622	3423	3194	3064	3869
79140	339	345	315	260	222	266
56063	364	270	249	323	247	323
55721	233	177	199	202	158	180
149069	56	49	38	40	37	48
8668	6000	6015	5834	6277	5627	6970
339483	52	36	60	40	35	50
84734	34	36	23	30	15	32
3932	0	6	0	1	2	2
3065	5091	6771	6666	4490	5414	7037
65108	17745	15324	15023	12118	9036	12066
105378629	31	15	25	19	11	17
81629	268	225	246	190	219	207
100128071	141	113	131	103	88	99
55108	1921	1915	1815	1614	1406	1830
728116	13	7	11	14	15	10
653121	313	358	359	287	266	321
102723870	15	14	19	9	10	12
339487	444	627	645	435	505	666
5928	4000	4808	4812	3362	3471	4478
81493	989	1193	1244	941	898	1130
57648	6230	5648	5312	3666	3769	4944
8565	4192	3712	3473	4623	2855	3543
64766	847	979	999	817	774	980
252995	20	16	25	12	14	5
105378631	3	7	14	2	0	2
3208	109	146	130	87	93	131
113452	3423	3156	2978	2317	2197	3173
105378632	0	0	0	1	1	4
127544	310	321	310	248	245	319
204	3443	4005	4121	3949	4199	5166
105378635	6	1	5	3	1	2
113451	59	55	32	33	23	35
112268224	12	8	8	10	6	8
55223	415	369	336	272	280	357
149076	980	984	999	662	646	763
127550	3	5	8	5	3	4
1912	1825	1849	1649	1331	1207	1431
100500853	85	75	77	47	45	58
101929464	19	15	11	9	15	10
7579	402	556	520	298	365	416
114784	0	0	0	0	0	0
105378638	0	0	0	0	0	0
127540	0	0	0	0	0	0
402779	0	0	0	0	0	0
84970	0	0	0	0	0	0
105378639	0	0	0	0	0	0
105378640	0	0	0	0	0	0
105378641	0	0	0	0	0	0
693137	0	0	0	0	0	0
105378642	0	0	0	0	0	1
2709	0	2	0	1	0	0
127534	0	0	0	0	0	0
2707	0	0	0	0	0	0
2701	0	0	0	0	0	0
113444	679	935	988	699	973	1267
58512	9	13	5	6	6	11
653160	67	69	86	51	40	62
100506144	154	178	173	148	164	189
9204	591	574	617	471	450	556
79830	436	611	567	498	500	616
105378644	0	0	1	1	2	1
6421	10859	12434	12153	9381	9599	12259
9202	1714	2001	1832	1236	1319	1492
100861513	67	87	68	56	57	67
79932	3313	2579	2344	2539	1512	1897
23154	2241	2211	2012	1419	1351	1805
339488	294	247	200	145	135	151
105378645	58	44	47	27	24	26
5690	3201	3632	3728	2218	2305	2940
105378646	0	0	0	1	0	0
127703	548	606	575	541	533	683
63967	834	1377	1312	999	1405	1842
192670	1576	1521	1521	582	521	648
26523	2480	2297	2071	2189	1804	2159
192669	1235	1304	1222	836	846	938
105378647	1	0	1	4	1	0
27285	3	3	2	5	8	7
54936	785	855	767	723	793	1015
1296	8	7	10	10	4	4
27095	1312	1463	1596	1430	1341	1719
55700	4392	4808	4244	2482	2741	3565
9967	5432	6275	6141	5652	5385	6886
79729	132	89	74	116	141	129
55194	386	109	114	155	107	131
83931	1848	1523	1552	1978	1548	2112
84967	930	1066	1063	796	958	1149
127700	359	277	285	417	264	324
109616970	1	1	1	3	1	0
107984940	0	2	0	0	0	1
64960	1864	2575	2339	1908	2152	2554
1441	3	12	1	5	6	10
107984941	0	0	0	0	0	0
105378648	0	0	0	0	0	0
2899	0	0	1	0	0	0
