GeneID	control	control	control	perturbed	perturbed
390992	6	6	8	3	4
387509	1246	1580	1407	1359	1955
11332	1517	2004	1599	1090	1412
54626	0	0	1	0	0
83715	16	17	19	6	8
100422975	0	0	0	0	0
8718	236	138	250	56	131
57449	999	869	1070	424	747
79707	2219	2464	2583	1544	2199
80835	112	132	141	66	101
107984912	16	7	11	5	9
3104	639	592	746	420	717
9903	1859	2428	2038	1259	1751
107984913	90	99	122	43	47
148479	1214	1333	1243	724	1096
90326	840	899	979	627	857
55735	1699	1798	1964	1075	1613
100505887	0	0	0	0	0
110841581	7	17	13	7	5
23261	822	730	963	595	972
105376692	1	0	0	0	0
102725193	2	0	0	0	1
101928836	2	0	0	0	0
105376691	2	0	0	0	4
105376689	37	32	40	15	53
9341	1554	1438	1712	874	1297
8863	137	110	171	45	133
10911	251	146	76	218	192
3604	61	60	99	34	77
11315	2444	2542	2413	1589	2190
54206	279	273	356	151	295
107984915	0	0	0	0	0
102724539	0	0	0	0	0
105376695	0	0	0	0	0
50651	32	40	39	45	50
473	2551	3125	2958	2042	3111
102724552	19	8	23	22	20
106632271	3	7	1	2	10
2023	20628	28216	21670	12424	15613
102465436	8	10	9	28	34
100505975	29	49	19	30	30
112268261	0	0	0	0	0
765	0	0	0	0	0
155184	0	0	0	0	2
6518	0	0	0	0	0
80045	0	0	0	0	0
106614088	1	0	1	0	0
407040	0	0	0	0	0
102724571	0	0	0	0	1
9563	2938	3282	3485	1979	3131
80176	15	18	37	11	17
100506022	7	7	9	7	15
84275	518	520	547	249	341
199953	1764	2416	2012	1380	1830
107985734	57	44	54	26	25
105376712	0	0	0	1	0
5293	207	232	220	125	239
644997	0	0	0	0	0
101929074	98	93	69	82	98
22883	5563	7180	6352	4092	5763
56998	1057	1159	1043	856	1219
105376717	103	108	108	86	106
84328	906	885	972	721	1065
64802	322	357	429	309	386
113391335	20	18	33	23	41
100847055	1	1	3	0	3
116362	1	2	1	1	1
10277	2720	3090	3017	2130	2946
23095	5300	5634	5803	2712	4552
105376725	27	22	28	13	26
5226	4885	6036	5358	3480	4542
100526739	142	172	154	102	157
378708	140	165	143	90	152
1325	26	29	27	23	27
1676	2442	2576	2622	1607	2272
5195	817	989	821	686	901
54897	62	87	132	71	117
105376733	0	0	0	0	0
105376735	0	0	0	0	0
148345	0	0	1	1	0
23435	2587	2251	2643	1823	2757
10747	122	91	116	40	87
6723	3048	4367	3396	2668	3106
5394	1944	1656	2010	878	1618
105376736	95	100	91	63	104
2475	4916	5455	5254	3288	5278
100873935	92	147	114	65	108
10218	75	88	94	77	109
29914	951	1102	1037	505	760
105376737	0	0	0	0	0
105376739	0	0	0	0	0
105376740	0	1	2	0	0
57540	14	17	14	16	16
112268221	1	1	2	6	4
101929181	0	1	1	0	0
26232	2	6	2	2	2
93611	144	136	174	121	225
26270	31	30	35	17	29
10459	504	504	485	307	442
374946	10	5	5	3	7
57085	499	488	517	302	427
284498	213	222	238	228	361
102724659	0	0	0	0	0
4524	863	885	907	977	1376
1185	718	656	885	396	894
100379251	86	63	102	37	93
4878	14	5	10	12	17
4879	0	1	0	0	6
26829	34	38	24	11	16
90231	2072	2272	2163	1512	2112
5351	2761	3058	2956	1892	2998
9927	4033	4504	4119	2444	3527
60672	732	736	778	490	827
102466982	2	2	5	3	2
943	2	3	2	0	3
102465836	0	0	0	0	0
7133	1	2	1	0	1
100616438	0	0	0	0	0
107984917	0	0	0	0	0
55187	2402	2489	2702	1423	2395
677885	12	9	10	9	15
105376744	2	4	2	7	3
9249	15	16	16	12	19
102466722	0	0	0	0	0
343066	0	0	0	0	0
126767	0	0	0	0	0
93190	0	0	0	0	0
390999	0	0	0	0	0
65121	0	0	0	0	0
105376745	0	0	0	0	0
440560	0	0	0	0	0
343069	0	1	0	0	0
65122	0	0	0	0	0
400735	0	0	0	0	0
343071	0	0	0	0	0
441871	0	0	0	0	0
440561	0	0	0	0	0
101929983	0	0	0	0	0
649330	0	0	0	0	0
441873	0	0	0	0	0
649324	0	0	0	0	0
440563	0	0	0	0	0
645354	0	0	0	0	0
645359	0	0	0	0	0
101060301	0	0	0	0	0
343070	0	0	0	0	0
400736	0	0	0	0	0
391003	0	0	0	0	0
343068	0	0	0	0	0
391002	0	0	0	0	0
645382	0	0	0	0	0
653619	0	0	0	0	0
729528	0	0	0	0	0
645414	0	0	0	0	0
391004	0	0	0	0	0
645425	0	0	0	0	0
126755	0	0	0	0	0
102724856	0	0	0	0	0
107984918	0	0	0	0	0
10630	0	0	0	0	0
107984919	0	0	0	0	0
105378612	0	0	0	0	0
105376756	0	0	0	0	0
7799	1549	1703	1853	1129	1614
23254	1057	1224	1289	725	1173
107985467	1	0	0	0	3
107985468	0	1	0	0	0
105376762	0	1	1	0	0
105376759	0	0	0	0	0
107985469	0	0	1	0	0
200197	101	87	92	63	106
55092	363	362	304	284	467
727684	71	62	49	60	61
114827	30	37	44	14	17
101927417	19	35	20	3	5
101927441	27	32	33	20	20
79180	657	945	782	639	737
11330	2	2	2	0	1
63036	1	2	1	0	3
105376767	1	8	2	3	0
51032	3	9	9	5	7
842	362	366	431	246	412
23341	955	917	1083	405	782
107397391	5	7	5	4	9
79814	33	36	36	10	33
84301	1686	1722	2024	904	1540
6248	335	309	419	153	272
23207	3555	4371	4155	2850	4374
284723	78	69	125	28	69
110806303	2	5	9	2	4
388595	6	5	7	3	1
54751	1559	1643	1671	858	1335
440567	38	23	24	17	35
729614	259	385	322	223	278
23013	4452	5001	5721	3236	5303
7709	1029	1022	1103	594	1044
149563	0	0	3	0	0
27129	1787	1977	2025	460	463
1187	21	15	30	6	5
1188	5	5	5	1	2
348487	12	12	9	2	2
1969	1642	2054	2602	854	1265
101927479	49	51	69	18	27
128272	291	314	315	125	192
101927546	22	13	28	9	25
79363	141	226	169	273	273
54455	1173	1241	1308	705	1142
26099	3075	3445	3304	2433	3415
374955	1737	1927	1735	1351	1928
55707	1671	1883	1867	1033	1574
107984921	153	128	168	71	157
114819	451	427	598	323	682
26871	197	297	214	136	179
107985757	0	0	0	0	0
100132147	11	34	14	7	11
107985758	0	3	2	1	0
7195	18	42	8	12	11
55672	1953	1874	2321	1293	2468
105376794	1212	961	1325	694	1720
84809	457	451	579	345	745
11209	103	53	116	42	134
107985736	5	5	4	4	12
26869	123	187	150	94	118
107985759	1	12	3	5	4
284729	4	9	2	0	1
100189045	1	5	1	1	0
6060	134	184	153	91	114
11223	18	16	32	13	23
100500876	0	0	0	0	0
100189298	9	9	6	3	8
112267871	9	17	6	6	6
7193	1	1	2	2	1
100189183	1	0	0	0	0
105376805	0	0	1	0	0
791226	0	0	1	0	0
26870	119	160	116	69	92
9696	1151	1147	1320	732	1398
4237	2102	1811	1888	1357	1985
105376806	594	529	515	385	544
23400	2116	2880	2428	2104	2872
6390	798	678	824	376	638
11240	1	0	0	0	0
105376808	0	0	0	0	0
400743	0	0	0	0	0
29943	0	0	0	0	0
51702	0	1	0	0	0
100616188	0	0	0	0	0
23569	0	0	0	1	0
353238	0	0	0	0	0
55920	7857	9484	8495	5223	7570
55160	909	1095	958	603	1069
107984028	0	0	0	0	0
81569	9	7	10	6	5
105376809	0	0	0	0	0
105376812	0	0	0	0	0
101927876	0	0	0	0	0
84966	0	0	0	0	0
105376814	0	0	0	0	0
127707	0	2	0	1	4
5081	0	0	0	0	0
80834	3	0	0	0	1
8659	225	261	238	149	208
100616120	0	1	0	0	1
100302276	0	1	0	1	1
126917	43	81	77	32	55
105376815	0	0	0	0	0
23352	15525	16366	17778	10454	17084
101927895	168	185	175	124	189
23065	2772	3059	3132	1774	2686
51154	1427	1695	1543	885	1352
246181	51	46	41	19	74
22977	87	77	94	33	89
100506730	161	163	165	73	156
8574	1207	1478	1242	754	1098
54896	979	1118	1116	753	1278
832	1870	2401	2077	1640	2137
105376819	0	2	1	0	0
105376818	0	0	1	0	0
105376817	2	1	0	0	3
105378614	1	2	1	0	0
440574	812	1025	810	706	830
100532736	315	448	300	359	411
644068	47	45	50	37	41
4681	21	21	22	20	36
3362	0	0	1	0	2
255104	1	0	0	0	0
54546	0	0	0	0	0
105376823	4	1	3	0	1
23252	492	396	487	226	444
30814	1	0	0	3	0
5320	1	1	0	0	0
5322	0	0	0	0	0
26279	2	2	0	0	0
64600	0	0	0	0	0
391013	0	0	0	0	0
127733	0	0	0	0	0
101928017	0	0	0	0	0
105376825	0	0	0	0	0
105376826	0	0	0	0	0
105376827	0	0	0	0	0
105376828	0	0	0	0	0
127731	0	0	0	0	0
339505	0	0	0	0	0
55450	20	25	27	83	117
79594	971	1242	1087	794	1083
163933	163	305	235	186	218
978	2	1	0	0	1
65018	738	876	836	734	990
102464833	55	66	46	60	66
100861548	835	977	953	676	919
1650	4355	4736	4714	3231	4486
57576	14	37	16	14	36
400745	60	82	69	26	62
112268222	533	421	538	153	355
50809	3333	2921	3652	1408	2955
8672	4284	3980	4903	2015	3980
105376830	109	83	123	49	106
105376829	95	83	132	37	72
100302155	10	17	15	6	5
1889	3582	4311	4099	2302	3411
100506801	39	48	42	31	57
105376832	0	0	0	0	0
84224	321	322	330	296	447
249	4	17	6	1	6
105376834	0	0	0	0	0
5909	11	16	15	5	5
84196	1091	880	1161	464	994
401944	0	2	1	1	0
3339	12	18	25	8	3
23436	0	0	0	0	2
10136	0	1	0	0	0
101928043	16	19	14	17	21
29092	135	92	117	75	119
112268223	9	9	10	8	10
998	3451	3677	3777	2966	3649
54361	160	176	165	164	256
105376845	9	15	19	15	26
105376850	9	19	10	10	24
107985377	0	1	0	0	0
100616433	0	0	0	0	0
105376856	0	0	0	0	0
9923	2522	2331	3134	1335	2702
2046	1	2	2	0	5
102466615	0	0	0	0	0
712	0	0	0	0	0
714	0	0	0	0	0
713	0	0	0	0	0
2048	2	3	3	1	4
100616391	0	0	0	0	0
100422914	0	0	0	0	1
646262	0	0	1	0	0
729059	0	1	0	0	0
23028	4748	4814	4790	2985	4364
100422866	3	3	1	1	1
7798	2105	2357	2494	1312	2110
3352	1	9	2	1	0
100996511	92	58	94	79	110
10236	3001	2465	3128	1670	2951
80818	1350	1391	1392	706	1093
148898	179	224	167	126	161
6920	23	16	8	13	24
55616	827	879	881	465	723
1870	823	1048	706	513	677
101928163	28	52	47	25	27
105376859	30	64	44	16	31
3399	3968	4423	4622	2176	3759
107984928	0	4	6	2	0
259283	1	0	0	0	0
6135	4017	2754	3934	2095	3070
6924	2181	2386	2555	1878	2682
100506963	197	243	243	203	293
57095	712	636	852	445	789
105376860	367	418	391	125	221
11313	4579	5452	4992	2003	2557
2582	556	515	550	321	556
3155	395	311	390	228	386
105376861	3	2	3	3	4
2517	342	306	349	244	438
1269	2	0	0	0	1
107984929	2	0	0	0	0
100616492	0	0	0	0	0
55629	1337	1033	1346	807	1394
10772	2391	2011	2598	1019	1876
105378615	0	0	0	0	0
105376863	0	0	0	0	0
107984931	0	0	0	0	0
127294	2	5	3	5	1
107985737	0	0	1	1	0
105376864	0	0	0	0	0
58985	3	0	1	2	2
163702	0	0	1	0	0
284632	1	0	0	0	0
105376871	0	0	0	2	1
57822	3	6	5	10	5
90529	175	156	210	122	144
57185	650	707	692	617	889
100750325	0	1	0	1	0
11123	59	85	80	123	151
100506985	3	3	6	4	7
400746	0	0	1	2	2
10250	2426	2613	2657	1477	2052
25932	3759	3637	4102	2127	3163
105376876	6	5	6	7	4
864	0	0	0	0	0
102465437	0	0	0	0	0
107984932	0	0	0	0	0
105376878	0	0	0	0	0
100616365	0	0	0	0	0
105376879	0	0	0	0	0
25949	242	200	275	116	211
57035	603	604	777	554	1128
105376882	0	0	0	0	3
6007	17	15	29	23	43
23585	746	652	734	506	726
6006	439	412	478	325	454
55219	1043	1050	1156	559	914
26119	464	492	520	274	428
57134	19	26	20	21	30
57190	4830	5801	5544	3103	4303
56181	1021	1021	1119	721	1084
646471	307	288	302	196	342
79000	417	421	407	224	330
164091	743	940	908	401	615
3925	6158	5246	5750	2871	5065
100500808	329	273	303	168	281
105376885	2	1	1	0	1
5051	511	562	547	457	707
101928216	4	5	2	1	4
2134	6	18	23	8	15
7780	1	2	0	1	0
105376910	0	0	0	0	0
84676	5	1	10	0	1
149420	320	282	356	212	264
105376886	1	0	2	0	0
79927	24	37	31	7	20
110806296	9	12	4	1	7
51042	492	507	555	418	512
10256	4	3	16	4	1
378807	0	0	0	0	0
101928303	0	2	0	1	1
64793	911	909	947	502	827
83442	2012	2263	2050	1519	2150
91544	417	412	499	289	531
1043	0	0	0	0	0
55057	2	4	2	1	3
257101	0	0	0	0	0
79727	2	4	1	0	4
79947	704	703	855	555	883
101928324	54	42	55	29	61
3151	9128	9539	9338	5214	7369
6195	681	805	830	457	655
100302190	1	0	1	1	0
105376888	5	11	19	5	2
101928728	66	97	87	32	34
8289	8486	9505	10129	4941	8256
55650	299	308	355	165	288
84243	1115	1311	1279	861	1285
2810	7	19	13	9	14
54707	1347	1329	1647	885	1447
63906	400	543	507	357	491
10726	1593	1900	1737	1016	1438
8431	4	9	5	5	0
126695	1	3	4	5	7
388610	88	128	109	50	127
115572	26	55	33	5	11
101928391	1	0	4	0	0
6548	1971	2503	2511	1043	1644
102723760	0	0	0	0	0
105376890	1	0	0	0	0
23038	1697	2123	1940	1538	2098
84065	1353	1523	1543	764	1146
644961	119	134	176	78	121
84958	279	206	214	97	189
9064	720	839	790	424	639
8547	2	2	1	0	2
388611	0	0	0	0	0
2827	74	84	93	37	63
10163	4584	5940	5095	2784	3571
105376892	11	15	24	3	5
27245	1923	2451	2253	1638	2374
2268	0	0	0	0	1
111216282	1	0	0	0	0
2537	80	113	91	84	105
199870	152	216	172	124	173
23673	453	330	438	153	189
5511	1031	1047	1171	553	873
677774	9	7	6	5	5
9473	108	144	138	115	195
6118	1152	1116	1102	672	1051
27293	105	118	129	29	64
55113	26	25	39	15	13
2140	1795	1967	2010	974	1549
5724	7	7	9	4	15
22826	1441	1070	1395	808	1295
93974	547	453	574	280	489
83667	1294	1578	1530	944	1265
54797	422	514	493	291	394
65979	2058	2285	2738	1064	2031
1104	3454	3573	3702	1651	2540
8420	2491	2667	3170	1049	1873
6080	487	631	425	250	476
26768	696	1057	549	532	850
54952	370	326	440	221	360
85028	409	435	400	143	323
692212	23	22	25	12	16
677838	46	37	37	18	30
677825	26	39	34	11	23
692073	71	103	70	38	68
115273	213	214	196	118	154
6883	549	514	667	397	576
105378616	72	108	83	45	55
26824	48	63	50	22	32
10691	950	1174	1029	750	971
51441	3861	4176	4314	2146	3238
4985	57	42	43	307	204
2035	2536	2572	2474	1867	2577
399474	423	503	469	323	555
6429	1447	1381	1519	928	1503
51102	431	475	480	342	469
10076	40	45	49	14	28
101928460	0	0	0	0	0
107984933	0	0	0	0	0
107984934	0	0	0	0	0
101929406	0	0	0	0	0
105378617	0	0	1	0	0
105378618	0	0	0	0	0
4146	0	1	1	3	2
100129196	3	1	4	2	5
7805	2	0	0	0	0
100616164	0	0	0	0	0
105378620	0	2	1	0	0
105378621	0	0	0	0	0
105378622	1	0	2	0	7
400748	0	0	0	0	0
9672	135	124	121	134	210
9698	4466	4918	5105	3117	4286
692234	31	48	34	26	40
692235	34	42	38	22	40
692200	10	18	15	11	17
107984935	7	13	5	8	2
79570	91	120	102	72	86
9410	1816	1951	1838	977	1527
51538	463	497	459	304	489
2170	310	290	380	102	169
105378623	1	3	3	0	6
107985470	0	1	1	0	1
347735	1356	1658	1613	905	1196
105378625	0	0	0	0	0
105379772	0	0	0	0	0
149086	0	0	0	0	1
284551	0	0	0	0	0
105378626	3	2	2	0	0
64129	4	3	5	3	1
3061	126	143	110	53	87
553115	975	1106	990	702	923
107985471	35	48	29	23	37
105378628	0	0	1	1	1
1307	289	351	414	211	460
101929444	9	5	11	5	4
576	19	14	23	16	21
100423028	0	0	0	0	0
90853	4	1	2	5	3
8073	2385	2461	2667	1613	2306
10657	6236	6928	6872	4505	6337
55116	731	894	835	511	878
100847018	8	5	7	2	8
23633	4461	4952	4850	3113	4168
200081	5054	6182	5567	3656	5008
79140	540	656	567	583	802
56063	425	463	479	326	597
55721	273	267	299	156	310
149069	189	213	232	130	242
8668	5015	5358	4781	2993	4106
339483	82	114	123	56	93
84734	11	16	7	7	7
3932	0	0	2	0	0
3065	1542	1586	1790	760	1320
65108	9301	10994	9910	9668	11865
105378629	13	20	14	19	26
81629	252	210	323	116	321
100128071	125	89	150	50	193
55108	2017	1981	2321	1646	2950
728116	380	464	529	215	307
653121	516	505	631	260	384
102723870	23	27	23	11	19
339487	388	357	416	259	363
5928	5118	6143	5431	3966	4922
81493	1183	1352	1264	998	1215
57648	970	1167	920	556	936
8565	2315	2566	2610	1292	2053
64766	941	992	1065	548	951
252995	69	83	68	47	66
105378631	5	7	5	2	4
3208	0	6	2	1	4
113452	16	10	14	13	15
105378632	0	0	0	0	0
127544	409	498	466	373	406
204	2388	2525	2584	1493	2356
105378635	0	1	2	0	3
113451	92	90	97	60	115
112268224	36	20	36	15	42
55223	492	605	504	428	585
149076	1975	2444	2414	1533	2060
127550	13	9	5	12	17
1912	2788	2967	2796	2048	3170
100500853	139	147	121	126	171
101929464	32	21	26	22	30
7579	711	792	880	603	1060
114784	2	1	1	0	2
105378638	0	0	0	0	0
127540	0	0	0	0	0
402779	0	0	0	0	0
84970	0	0	0	0	0
105378639	0	0	0	0	0
105378640	0	0	0	0	0
105378641	0	0	0	0	0
693137	0	0	0	0	0
105378642	0	1	1	1	2
2709	2	4	1	2	0
127534	0	1	0	0	0
2707	2	2	0	0	2
2701	2	3	4	3	2
113444	788	996	900	885	1114
58512	6	6	3	2	2
653160	65	57	106	60	131
100506144	239	190	236	138	224
9204	402	296	394	142	306
79830	654	490	713	276	553
105378644	0	1	0	0	0
6421	9303	9655	10789	7629	11915
9202	2811	2867	3186	1641	2509
100861513	84	116	94	94	94
79932	2035	2102	2241	1328	2218
23154	3084	4109	3325	2590	3836
339488	146	163	158	83	172
105378645	27	35	27	16	46
5690	2147	2133	2218	1176	1748
105378646	1	0	0	0	4
127703	789	902	798	916	1411
63967	1610	1629	1787	750	1450
192670	759	623	812	454	944
26523	3354	3807	3812	2795	4021
192669	3581	3269	4150	1890	3348
105378647	22	20	26	16	33
27285	28	44	28	36	40
54936	896	1115	948	633	1118
1296	35	32	42	26	25
27095	792	692	796	338	625
55700	3999	5717	4517	4584	5731
9967	4567	5323	4965	3216	4454
79729	423	397	491	191	414
55194	1340	1667	1463	1316	1730
83931	2570	3055	2892	1827	2440
84967	607	614	589	402	578
127700	82	87	123	64	96
109616970	0	0	3	0	1
107984940	0	1	1	1	3
64960	467	438	437	235	409
1441	3	12	2	4	8
107984941	0	0	0	0	0
105378648	0	0	0	0	0
2899	0	0	2	0	0
100422898	0	0	0	0	0
107984942	0	0	0	0	0
728431	53	62	76	47	82
80149	166	205	199	135	218
102465438	1	2	2	2	8
64769	1104	914	1060	571	911
100847010	4	3	6	0	14
105378649	67	70	60	41	49
79753	517	603	536	415	601
7802	357	339	426	242	434
29889	1382	1182	1500	665	1260
284654	0	0	0	0	0
54955	585	585	641	299	561
55143	1308	1324	1323	687	1161
284656	0	0	1	0	0
105378650	0	0	0	0	0
149175	178	224	265	207	318
79693	1119	1208	1142	626	905
127687	1213	1631	1330	1142	1584
4520	1212	1263	1496	823	1268
3633	898	945	1007	553	973
105378651	68	80	76	56	112
10946	2458	2412	2701	1562	2262
2275	603	827	763	425	597
51118	723	595	753	304	489
5453	5	1	1	2	2
107985103	5	0	2	1	1
105378653	1	2	2	0	0
100500801	0	0	0	0	0
105378655	0	0	0	0	0
105378654	0	0	0	0	0
339442	0	0	0	0	0
105378657	0	0	0	0	0
107984943	0	0	0	0	0
105378656	0	0	0	0	0
105378658	0	0	0	0	0
105378660	0	0	0	0	0
64121	753	601	726	398	718
100527950	290	249	300	165	280
26292	242	206	246	134	226
105378663	26	33	27	31	29
81025	39	35	45	30	41
54933	66	35	74	47	67
105378662	15	21	17	26	30
79647	1590	1449	1781	979	1557
4725	828	771	801	451	776
23499	9071	9417	10219	4463	8115
643314	2139	2596	2508	1850	2797
105378950	9	29	23	4	14
353500	85	68	151	57	117
192217	15	9	11	3	7
728448	89	84	126	41	108
8761	5411	6831	5957	3277	4728
101929516	831	1010	907	468	679
677834	34	33	34	4	20
26508	14	14	15	13	13
84618	0	0	3	0	0
51440	2	0	2	0	5
10450	840	734	889	490	853
656	164	158	162	106	177
64064	23	24	20	10	12
105378666	10	5	0	1	1
101929536	6	7	2	1	5
105378951	0	2	2	0	1
107985740	0	0	0	0	2
105378665	0	0	0	0	0
105378667	6	6	11	0	7
54802	573	557	603	237	455
4610	45	54	53	15	40
105378668	5	8	5	1	2
84879	245	239	344	83	169
105378669	7	7	7	10	10
10487	4374	4389	4975	1657	2278
5538	3858	3613	4086	1700	2615
105378671	1	4	2	4	5
6018	794	708	878	374	667
127391	1	1	1	1	1
10269	1481	1461	1727	949	1351
1298	298	329	359	271	602
107984945	1	0	0	0	0
64744	746	918	900	647	914
65243	459	362	503	246	512
339559	246	216	274	115	246
105378672	10	18	12	13	42
64789	375	349	341	199	300
127396	76	68	83	52	74
105378673	0	0	0	3	2
9783	958	887	701	638	639
105378675	23	13	14	8	14
105378674	2	2	0	2	1
100130557	173	210	181	127	174
4802	1116	1167	1200	626	912
407034	2	5	3	5	2
407031	6	2	3	5	1
9132	7	9	20	4	4
105378676	0	0	0	0	0
163732	1	3	2	1	0
1503	2155	2227	2263	1199	2015
100507178	351	407	445	186	284
200172	355	509	404	185	316
22955	1489	1543	1690	781	1246
100132074	190	247	241	71	94
101929901	22	12	11	2	11
105378678	249	256	391	137	207
1907	30	30	42	20	27
59269	10	20	26	12	17
2981	0	0	0	0	0
2980	0	1	0	0	0
22887	1589	1568	1795	929	1475
284716	8	12	13	54	68
84217	2	3	8	3	4
728621	104	124	119	96	149
79717	247	258	235	225	419
10465	840	808	878	370	673
4904	14518	16526	15031	10031	12239
149461	30	36	36	12	36
64175	1514	1641	1651	1134	1876
79078	260	286	275	217	312
105378683	24	19	17	19	23
100129924	22	22	17	11	13
107984946	4	10	5	3	9
374969	177	150	124	78	129
114625	248	247	268	153	289
51058	347	333	410	249	405
339539	1	4	4	0	3
6513	1826	2110	1876	1119	1465
440584	21	21	13	3	8
440585	0	0	0	2	0
10969	1537	1759	1672	1385	1803
102465439	5	2	6	3	7
