GeneID	control	control	control	perturbed	perturbed
56063	150	169	163	128	176
55721	145	225	173	182	168
149069	11	15	20	12	12
8668	7409	8054	9006	7298	7759
339483	37	45	36	33	45
84734	3	5	12	3	11
3932	9	21	13	5	16
3065	5312	6001	6791	5448	5629
65108	5232	5247	5898	8165	8413
105378629	2	2	3	11	5
81629	37	77	88	72	77
100128071	30	25	31	29	41
55108	826	908	877	1028	1048
728116	7	1	7	31	29
653121	216	301	252	266	273
102723870	16	11	9	5	8
339487	703	817	766	663	649
5928	2544	3084	3487	2984	3335
81493	626	849	884	773	829
57648	291	268	281	288	344
8565	4566	4861	5646	4587	4875
64766	535	626	606	540	627
252995	6	9	5	6	14
105378631	0	0	0	0	1
3208	22	19	22	12	14
113452	843	987	826	700	780
105378632	1	2	4	5	0
127544	985	1068	1292	1112	1157
204	7048	7406	7534	6325	6132
105378635	1	0	0	0	0
113451	247	292	329	237	309
112268224	0	0	1	1	1
55223	211	225	230	198	266
149076	397	451	392	323	399
127550	0	0	0	1	1
1912	7286	7558	8502	7311	7752
100500853	322	263	332	317	316
101929464	25	9	15	14	14
7579	80	116	116	126	132
114784	0	0	0	0	0
105378638	0	0	0	0	0
127540	0	0	0	0	0
402779	0	0	0	0	0
84970	0	0	0	0	0
105378639	0	0	0	0	0
105378640	0	0	0	0	0
105378641	0	0	0	0	0
693137	0	0	0	0	0
105378642	2	0	0	1	0
2709	0	0	0	0	0
127534	0	0	0	0	0
2707	0	8	2	5	2
2701	0	0	0	0	0
113444	1113	1093	1375	943	935
58512	0	5	0	1	1
653160	16	13	18	13	9
100506144	353	372	478	282	268
9204	466	590	578	490	507
79830	622	886	762	698	613
105378644	0	0	4	1	0
6421	8002	8672	9849	8132	9169
9202	1333	1618	1658	1532	1595
100861513	33	29	39	39	36
79932	1159	1242	1386	1017	1179
23154	1153	1153	1292	957	1096
339488	114	99	120	63	106
105378645	6	5	13	12	5
5690	4485	5576	5849	4392	4720
105378646	0	0	0	0	0
127703	434	476	460	388	406
63967	1699	1922	2160	1641	1811
192670	284	341	326	301	352
26523	666	730	761	596	606
192669	410	529	554	450	499
105378647	0	0	0	0	0
27285	2	1	0	9	3
54936	1467	1368	1478	1106	1261
1296	3	4	9	6	12
27095	1630	1852	1862	1615	1598
55700	6833	6717	7931	5214	6362
9967	2772	3316	3844	3006	3444
79729	210	228	368	208	236
55194	53	72	68	68	73
83931	2633	2558	2992	2267	2514
84967	1169	1160	1178	855	1037
127700	37	44	46	51	52
109616970	0	0	0	0	0
107984940	8	8	8	6	15
64960	2265	2384	2612	1984	1975
1441	0	0	0	0	0
107984941	0	0	0	0	0
105378648	0	0	0	0	0
2899	0	0	0	4	0
100422898	0	0	0	0	0
107984942	0	0	0	0	0
728431	42	32	40	32	22
80149	94	126	107	92	94
102465438	0	0	0	0	0
64769	1438	1570	1746	1343	1373
100847010	1	2	2	0	1
105378649	37	53	32	41	52
79753	443	562	497	487	457
7802	81	76	110	96	84
29889	2820	3219	3849	2757	2925
284654	0	0	0	0	0
54955	863	1016	1123	888	980
55143	2410	3009	3320	2094	2306
284656	2	5	10	10	10
105378650	0	0	0	0	0
149175	968	888	1146	851	952
79693	1370	1483	1534	1240	1323
127687	1167	1122	1119	1136	1185
4520	467	508	509	424	447
3633	172	184	187	181	215
105378651	2	1	2	0	0
10946	4326	4912	5382	3767	4014
2275	354	429	483	374	454
51118	2149	2576	2834	1878	2005
5453	1	3	2	8	9
107985103	3	2	0	1	1
105378653	0	0	0	0	2
100500801	0	0	0	0	0
105378655	0	0	0	0	0
105378654	0	0	0	0	0
339442	0	0	0	0	0
105378657	0	0	0	0	0
107984943	0	0	0	0	0
105378656	0	0	0	0	0
105378658	0	0	0	0	0
105378660	0	0	0	0	0
64121	915	1107	1032	952	941
100527950	583	640	674	470	530
26292	582	639	673	469	530
105378663	1	0	0	1	1
81025	3	2	2	1	1
54933	1	6	3	3	2
105378662	2	6	2	1	3
79647	2225	2735	2664	2484	2636
4725	4683	4950	5269	4455	4302
23499	3705	3558	4608	3143	4089
643314	476	230	378	397	440
105378950	0	0	0	0	0
353500	24	15	17	19	21
192217	3	2	4	1	4
728448	12	7	7	10	10
8761	4272	4454	5624	3844	4461
101929516	617	632	826	581	651
677834	3	1	1	4	1
26508	14	32	20	27	32
84618	0	0	0	1	3
51440	9	13	4	24	16
10450	1351	1370	1605	1112	1190
656	130	123	139	128	142
64064	10	2	11	5	6
105378666	0	0	0	0	0
101929536	2	6	2	1	2
105378951	0	0	2	1	1
107985740	1	0	0	0	0
105378665	1	0	0	0	0
105378667	0	0	0	0	0
54802	613	574	689	457	550
4610	35	39	31	48	52
105378668	3	2	12	4	4
84879	300	281	380	214	260
105378669	0	2	3	1	1
10487	8256	9107	9872	7719	8193
5538	6370	7738	8278	5883	6115
105378671	0	0	0	0	0
6018	549	697	724	599	682
127391	0	0	0	0	0
10269	2124	3179	3006	2412	2631
1298	193	132	201	131	103
107984945	0	0	0	0	0
64744	858	1021	1209	883	964
65243	198	237	298	267	279
339559	113	127	143	86	124
105378672	3	13	7	5	12
64789	335	424	493	329	338
127396	67	89	128	83	86
105378673	0	0	2	0	0
9783	50	39	37	50	48
105378675	0	0	1	1	4
105378674	0	2	0	0	3
100130557	139	125	132	161	109
4802	1895	2054	2425	1666	1835
407034	0	0	0	0	0
407031	0	0	0	0	0
9132	16	8	7	13	14
105378676	0	0	0	0	0
163732	131	107	121	121	154
1503	2391	2792	3383	2350	2413
100507178	61	41	66	55	66
200172	9	7	17	15	12
22955	696	649	796	643	686
100132074	129	185	127	66	111
101929901	2	0	0	1	1
105378678	13	33	23	10	15
1907	6	11	10	3	7
59269	646	674	765	720	783
2981	0	0	0	0	0
2980	0	0	0	0	0
22887	1623	2061	2028	1756	1974
284716	102	77	94	163	127
84217	45	67	62	69	54
728621	175	217	196	196	219
79717	1098	1243	1187	1069	1094
10465	1579	1665	1699	1340	1339
4904	47214	42921	49016	38971	40240
149461	0	0	0	0	2
64175	1642	2067	2100	1473	1629
79078	301	267	309	255	246
105378683	1	1	5	3	4
100129924	6	7	4	7	9
107984946	0	0	1	1	1
374969	424	392	390	316	266
114625	277	273	294	250	244
51058	150	161	169	159	173
339539	0	0	0	0	0
6513	5506	7392	7845	4468	5943
440584	7	6	4	5	7
440585	1	2	5	4	7
10969	7417	8152	8656	5240	5588
102465439	0	1	2	0	2
