GeneID	control	control	control	control	control	perturbed	perturbed	perturbed	perturbed	perturbed
107048983	0	0	0	0	0	0	0	0	0	0
124900537	0	0	0	0	0	0	0	0	0	0
100873467	0	0	0	0	0	0	0	0	0	0
124900532	0	0	0	0	0	0	0	0	0	0
124906194	0	0	0	0	0	0	0	0	0	0
106481895	0	0	0	0	0	0	0	0	0	0
106481259	0	0	0	0	0	0	0	0	0	0
124900448	0	0	0	0	0	0	0	0	0	0
106479711	0	0	0	0	0	0	0	0	0	0
106481273	0	0	0	0	0	0	0	0	0	0
124900186	0	0	0	0	0	0	0	0	0	0
124904154	112	82	97	132	145	206	238	235	116	98
106480554	0	0	0	0	0	0	0	0	0	0
100873324	0	0	0	0	0	0	0	0	0	0
124900396	0	3	1	0	0	1	0	0	0	0
106481597	1	0	0	3	0	0	0	0	4	0
124906379	0	0	0	0	0	0	0	0	0	0
109616969	3	0	0	0	1	2	0	0	0	0
106481467	0	0	0	0	0	0	0	0	0	0
106480401	0	0	0	0	0	0	0	0	0	0
106479833	0	0	0	0	0	0	0	0	0	0
106481247	0	0	0	0	0	0	0	0	0	0
124900463	0	0	0	0	0	0	0	0	0	0
106480620	0	0	0	0	1	0	0	0	0	0
124900380	0	0	0	0	0	0	0	0	0	0
124900229	0	0	0	0	0	0	0	0	0	0
106480399	0	0	0	0	0	1	0	0	0	0
692086	6869	5723	6088	9592	8916	6062	5230	6171	6023	5537
100873273	0	0	0	0	0	0	0	0	0	0
100885864	0	0	0	0	0	0	0	0	0	0
106480622	0	0	0	0	0	0	0	0	0	0
100873479	0	0	0	0	0	0	0	0	0	0
106479726	1	1	1	0	0	0	0	1	0	0
106481767	0	0	0	0	0	0	0	0	0	0
106479897	4	0	1	5	4	1	1	3	0	1
124900198	0	0	0	0	0	0	0	0	0	0
106479010	0	0	0	0	0	0	0	0	0	0
106481551	0	0	0	0	1	0	0	0	0	0
100873438	0	0	0	0	0	0	0	0	0	0
106480568	0	0	0	0	0	0	0	0	0	0
106479887	0	0	0	0	0	0	0	0	0	0
109616981	0	0	0	0	0	0	0	0	0	0
100873447	0	0	0	0	0	0	0	0	0	0
124900444	0	0	0	0	0	0	0	0	0	0
106480609	0	0	0	0	0	0	0	0	0	0
124900350	0	0	0	0	0	0	0	0	0	0
124900268	0	0	0	0	0	0	0	0	0	0
100873545	0	0	0	0	0	0	0	0	0	0
124900199	0	0	0	0	0	0	0	0	0	0
124900366	0	0	0	0	1	0	0	0	0	0
100873510	0	0	0	0	0	0	0	0	0	0
106481904	0	0	0	0	0	0	0	0	0	0
692205	22	17	30	25	44	39	33	44	47	36
100873602	0	0	0	0	0	0	0	0	0	0
106480563	0	0	0	0	0	0	0	0	0	0
124903256	0	0	0	0	0	0	0	0	0	0
109617011	0	0	0	0	0	0	0	0	0	0
619564	7	17	23	16	16	14	25	17	20	9
106481440	0	0	0	0	0	0	0	0	0	0
106481499	0	0	0	0	0	0	0	0	0	0
124900351	1	0	0	0	1	0	0	1	1	2
106480074	0	0	0	0	0	0	0	0	0	0
692057	0	0	0	0	0	0	0	0	0	0
106479866	0	0	0	0	0	0	0	0	0	0
100873278	0	0	0	0	0	0	0	0	0	0
109616995	1	0	2	1	3	1	0	2	0	0
100873379	0	0	0	0	0	0	0	0	0	0
106481593	0	0	0	0	0	0	1	0	0	0
106480103	0	0	0	0	0	0	0	0	0	0
124905292	0	0	0	0	0	0	0	0	0	0
106479623	0	0	0	0	0	0	0	0	0	0
106481457	0	0	0	0	0	0	0	0	0	0
106481279	0	0	0	0	0	0	0	0	1	0
106866981	0	0	0	0	0	0	0	0	0	0
106479003	0	0	0	0	0	0	0	0	0	0
106481427	0	0	0	0	0	0	0	0	0	0
100873473	0	0	0	0	0	0	0	0	0	0
100873470	0	0	0	1	0	0	0	0	4	0
124900432	0	0	0	0	0	0	0	0	0	0
106481413	0	0	0	0	0	0	0	0	0	0
124900269	0	0	0	0	0	0	0	0	0	0
106481441	1	0	0	0	0	0	0	0	0	0
106480398	0	0	0	0	0	0	0	0	0	0
124900502	0	0	0	0	0	0	0	0	0	0
106480134	0	0	0	0	0	1	0	0	0	0
106480108	0	0	0	0	0	0	0	0	0	0
106479936	0	0	0	0	0	0	0	0	0	0
106481355	0	0	0	0	0	0	0	0	0	0
106480645	0	1	0	1	0	0	0	0	0	0
124900209	0	0	0	0	0	0	0	0	0	0
100873598	0	0	0	1	0	0	0	0	0	0
106480110	0	0	0	0	0	0	0	0	0	0
106481496	0	0	0	0	0	0	0	0	0	0
106481332	1	2	1	0	0	0	3	1	1	0
100873436	0	0	0	0	0	0	0	0	0	0
106479743	0	0	0	0	0	0	0	0	0	0
124900345	0	0	0	0	0	0	0	0	0	0
124900538	0	0	0	0	0	0	0	0	0	0
106481263	0	0	0	0	0	0	0	0	0	0
106480557	0	0	0	0	0	0	0	0	0	0
124900330	0	0	0	0	0	0	0	0	0	0
767562	11	13	21	25	32	22	20	37	39	20
106479927	3	7	4	8	7	1	4	2	3	6
107105256	0	0	0	0	0	0	0	0	0	0
106481432	0	0	0	0	0	0	0	0	0	0
106480122	6	2	1	14	2	0	0	3	8	3
124900533	0	0	0	0	0	0	0	0	0	0
100873589	0	0	0	0	0	0	0	0	0	0
106480111	0	0	0	0	0	0	0	0	0	0
677841	329	286	346	745	727	244	196	286	519	398
106481391	0	0	0	0	0	0	0	0	0	0
100379298	0	0	0	0	0	0	0	0	0	0
106481474	0	0	0	0	0	0	0	0	0	0
124902571	0	0	0	0	0	0	0	0	0	0
106479562	0	1	0	1	0	0	1	2	4	0
109616982	0	0	0	0	0	0	0	0	0	0
124900367	0	0	0	0	1	0	0	0	0	0
106480313	5	6	1	4	2	1	2	5	2	4
106481530	0	0	0	0	1	0	1	3	0	0
124900285	0	0	0	0	0	0	0	0	0	0
124901860	0	0	0	0	0	0	0	0	0	0
106480668	0	0	0	0	0	0	0	0	0	0
100873376	0	0	0	1	0	0	0	0	0	0
124903592	0	0	0	0	0	0	0	0	1	2
106480544	0	0	0	0	1	0	0	0	0	0
100873508	0	0	0	0	0	0	0	0	0	0
124905293	0	0	0	0	0	0	0	0	0	0
106480119	0	0	0	0	0	0	0	0	0	0
106479675	0	0	0	0	0	0	0	0	0	0
677832	3654	3071	2980	3702	3363	2798	2522	2697	2675	2143
124900379	1	0	0	0	1	0	2	3	4	1
106479624	0	0	0	0	0	0	0	0	0	0
692206	2	1	0	0	0	2	1	5	3	5
106479674	0	0	0	0	0	0	0	0	0	0
106481174	0	0	0	0	0	0	0	0	0	0
692109	25	16	26	29	21	19	17	21	19	15
100873539	0	0	0	0	0	0	0	0	0	0
124900534	0	0	0	0	0	0	0	0	0	0
106481385	0	0	0	0	0	0	0	0	0	0
124900184	1	0	2	4	2	2	0	0	1	2
106481400	0	0	0	0	0	0	0	0	0	0
106479769	0	0	0	0	0	0	0	0	0	0
124900332	0	0	0	0	0	0	0	0	0	0
677800	1092	1012	1018	858	836	1083	1036	1208	995	635
106479987	0	0	0	0	0	0	0	2	1	0
106481418	0	0	0	0	0	0	0	0	0	0
106480076	0	0	0	0	0	0	0	0	0	0
106480667	0	0	0	0	0	0	0	0	0	0
106481304	0	0	0	0	0	0	0	0	0	0
124905065	0	0	0	0	0	0	0	0	0	0
106479801	0	2	1	2	3	4	0	4	8	2
106481558	0	0	0	0	0	0	0	0	0	0
106480054	0	0	0	0	0	0	0	0	0	0
124900185	0	0	0	0	0	0	0	0	1	0
692089	29	11	14	14	22	24	13	18	15	9
106481284	0	0	0	0	0	0	0	0	0	0
106481524	0	0	0	0	0	0	0	0	0	0
100873709	1	4	2	0	0	3	1	5	1	0
692201	0	0	0	0	0	0	0	0	0	0
100873575	0	0	1	0	0	0	0	0	0	0
100873574	0	0	0	0	0	0	0	0	0	1
106479995	0	0	0	0	0	0	0	0	0	0
124903595	0	0	0	0	0	0	0	0	0	0
106480654	0	0	0	0	0	0	0	0	0	0
124900464	0	0	0	0	4	0	0	0	0	0
106479563	0	0	0	0	0	0	0	0	0	0
106481575	0	0	0	0	0	0	0	0	0	0
106481469	0	0	1	0	0	0	1	0	1	0
100873472	0	0	0	0	0	0	0	0	0	0
106481770	0	0	0	0	0	1	0	0	1	1
100873298	0	0	0	0	0	0	0	0	0	0
124900201	0	1	2	0	1	0	2	2	0	2
124900230	0	0	0	0	0	0	0	0	0	0
692110	9	7	3	4	10	6	2	7	12	2
106481436	0	0	0	1	0	1	0	0	1	2
100873716	1	3	2	1	1	2	0	4	2	4
124904671	0	0	0	0	0	0	0	0	0	0
124904382	1	1	0	0	0	0	0	0	0	0
100873738	0	0	0	0	0	0	0	0	0	0
106479716	0	0	0	0	0	0	0	0	0	0
106481494	0	0	0	0	0	0	0	0	0	0
100873614	0	2	2	0	0	1	1	0	0	0
106480665	0	0	0	0	0	0	0	0	0	0
124902847	0	0	0	0	0	1	0	0	1	1
124903255	0	0	0	0	0	0	0	0	0	0
124900536	0	0	0	0	0	0	0	0	0	0
100873367	0	0	0	0	0	0	0	0	0	0
106481380	0	0	0	0	0	0	0	0	0	0
106480576	0	0	0	0	0	0	0	0	0	0
106481951	0	0	0	0	0	0	0	0	0	0
124900395	0	0	0	0	0	0	0	0	0	0
124900202	2	0	0	0	4	3	3	1	3	5
106481576	1	0	0	0	0	1	0	0	0	0
100873724	0	0	0	0	0	1	0	0	0	0
100873711	0	0	0	1	3	1	0	0	0	0
124900228	0	0	0	0	0	0	0	0	0	0
124900518	0	0	0	0	0	0	0	0	0	0
106481366	0	0	0	0	0	0	0	0	0	0
124900223	0	0	0	0	0	0	0	0	0	0
109616968	1	0	0	0	0	0	0	0	0	0
677810	30	27	35	32	40	27	31	28	31	25
124900297	0	0	0	0	0	0	0	0	0	0
124900247	0	0	0	0	0	0	0	0	0	0
124900318	0	0	0	0	0	0	0	0	0	0
111644134	0	0	0	0	0	0	0	0	0	0
106481455	0	0	0	1	1	0	0	0	0	0
124906381	0	0	0	0	0	0	0	0	0	0
106479690	0	0	0	0	0	0	0	0	0	0
100873291	0	0	0	0	0	0	0	0	0	0
124900363	0	0	0	0	0	0	0	0	0	0
106480165	1	0	0	0	0	0	0	0	0	0
677826	58	38	40	64	71	56	66	69	64	59
124900563	0	0	0	0	0	0	0	0	0	0
106480196	0	0	0	0	0	0	0	0	0	0
124904666	0	0	0	0	0	0	0	0	0	0
124900490	0	0	0	0	0	0	0	0	0	0
106481571	0	0	0	0	0	0	0	0	0	0
124903416	2	0	1	4	4	4	1	3	2	1
124904114	0	0	0	0	0	0	0	0	0	0
124900174	0	0	0	0	0	0	1	0	0	0
106481336	0	0	0	0	0	0	0	0	0	0
124900447	0	0	0	0	0	0	0	0	0	0
100873650	0	0	0	0	0	0	0	0	0	0
124900409	0	0	0	0	0	0	0	0	0	0
100873499	0	0	0	1	1	5	0	3	1	0
7310	0	0	0	0	0	0	0	0	0	0
100505753	0	0	0	0	0	0	0	0	0	0
100533177	0	0	0	0	0	0	0	0	0	0
100507608	0	0	0	0	0	0	0	0	0	0
645296	160	141	151	112	123	94	103	106	95	72
338799	154	126	144	216	183	112	116	165	179	110
100127999	1	3	4	2	6	1	0	3	0	1
64693	5	4	2	1	2	1	1	4	1	4
107985122	0	0	0	0	1	0	0	0	0	0
339263	2913	2442	2985	1754	1622	2450	2312	2835	1834	1266
653240	0	0	0	0	0	0	0	0	0	0
100132386	0	0	0	0	0	0	1	0	0	0
730755	7	3	7	4	12	29	17	29	10	15
81872	0	0	0	0	0	0	0	0	0	0
441518	942	793	952	1652	1458	628	601	845	1101	770
283673	0	0	2	4	3	2	1	1	2	5
653232	314	248	288	192	193	152	142	192	166	112
402317	1	4	1	1	1	0	3	0	2	0
727800	7	2	3	6	11	5	3	2	4	6
85293	0	0	0	0	1	0	0	0	0	0
83897	0	0	0	0	0	0	0	0	0	0
83896	0	0	0	0	0	0	0	0	0	0
4539	547	432	555	1074	981	619	652	759	577	502
54627	197	195	193	253	234	261	225	320	249	212
54029	1	1	0	0	0	1	0	3	0	0
386684	0	0	0	0	0	0	0	0	0	0
386682	0	0	0	0	0	0	0	0	0	0
337968	0	0	0	0	0	0	0	0	0	0
339803	860	760	799	1024	971	592	529	756	626	482
100129527	0	0	0	0	0	0	0	0	0	0
5462	0	1	0	19	3	0	2	0	14	9
26255	0	0	0	1	0	0	0	1	1	0
100271650	2	0	0	1	2	2	1	4	5	1
51157	272	192	283	399	333	292	346	428	302	250
81856	572	445	526	563	605	561	661	663	718	599
284366	0	0	0	0	0	0	0	0	0	0
84258	0	1	1	3	2	0	4	1	1	4
23636	815	656	760	931	805	994	1037	1412	1376	1006
94115	25	38	29	6	11	132	100	104	33	32
390949	0	0	0	0	0	0	0	0	0	0
730255	0	0	0	1	0	0	0	0	0	0
163486	1147	973	1114	1038	1139	926	841	1053	773	616
391496	0	0	0	0	0	0	0	0	0	0
730213	6	1	1	1	0	1	0	0	1	1
100421756	0	0	0	0	0	0	0	0	0	0
400798	26	27	23	21	32	26	22	41	35	29
375035	6516	5958	6918	9493	10583	5101	5194	6170	6828	4773
100422263	0	0	0	0	0	0	0	0	0	0
11116	599	530	535	609	627	603	628	856	931	765
391130	0	0	0	0	0	0	0	0	0	0
729952	7	3	10	4	4	2	2	2	0	0
80350	20	22	27	71	74	69	66	97	72	45
641311	3	0	1	0	0	0	0	0	0	0
22828	2480	2151	2503	3448	3086	2530	2539	3174	3300	2260
100288663	0	0	0	0	0	0	0	0	0	0
100420893	0	0	0	0	0	0	0	0	0	0
25790	10	11	18	30	12	172	170	214	332	348
2532	1	2	0	1	3	4	4	4	2	1
100420110	16	22	19	18	16	18	16	24	26	20
9534	908	788	873	1447	1432	1251	1209	1351	1252	972
139060	0	0	0	0	2	0	0	0	0	0
391470	0	0	0	1	0	0	0	0	0	0
645257	0	0	0	0	0	0	0	0	0	0
1331	0	0	0	0	0	0	0	0	0	0
102723626	0	0	1	1	0	1	1	4	2	1
729141	0	0	0	0	0	1	2	0	0	0
255758	172	157	140	167	125	197	176	184	151	128
442258	0	0	0	0	0	0	0	0	0	0
1427	70	70	63	71	78	53	55	74	55	49
1396	47	46	22	162	149	100	58	81	142	80
728933	0	0	0	0	0	0	0	0	0	0
100271538	0	2	2	0	1	2	2	4	2	3
101929598	0	0	0	0	0	0	0	0	1	0
647249	0	0	0	1	0	0	0	0	0	1
151230	66	71	68	73	80	46	34	45	56	36
100526832	66	71	68	73	80	46	34	45	56	36
402150	7	8	7	3	3	8	3	3	3	4
339398	0	0	0	2	1	1	0	2	0	0
100129176	0	0	0	0	0	0	0	0	0	0
100132645	0	0	0	0	0	0	0	0	0	0
646175	0	0	0	0	0	0	0	0	0	0
79488	0	0	0	0	0	0	0	0	0	0
442237	0	0	0	0	0	0	0	0	0	0
196792	84	57	65	41	47	54	59	76	82	45
286827	1437	1329	1418	864	959	588	511	719	502	368
100131012	2	2	7	1	3	1	3	0	5	1
10962	733	594	680	1045	857	1564	1491	1645	1184	1154
9311	7	4	4	20	13	2	13	17	26	18
170575	0	0	0	0	0	4	0	0	3	1
107133513	0	0	0	0	0	0	0	0	0	0
84960	28	17	19	52	29	25	22	18	42	24
445328	55	37	38	67	49	26	24	34	69	38
26211	1	2	0	3	3	0	0	1	7	0
1443	0	0	0	0	0	0	0	0	0	0
728489	23	9	23	14	10	22	23	28	42	20
100422473	1	2	2	6	3	7	6	5	6	7
643276	30	21	30	47	35	33	33	32	80	41
100130018	1	0	0	0	0	0	0	1	0	2
9623	0	0	0	0	2	0	0	0	0	0
100271617	0	0	0	0	0	0	0	0	0	0
387845	2	1	1	1	0	3	1	4	3	4
442726	0	0	0	0	0	0	0	0	0	0
6827	654	511	551	723	699	603	560	658	724	602
100422300	12	6	8	12	11	9	7	10	18	13
647030	104	92	84	42	57	44	56	55	26	28
114960	0	0	0	0	0	0	0	0	0	0
392497	0	0	0	0	0	0	0	0	0	0
401725	0	0	0	0	0	0	0	0	0	0
441642	1	0	0	0	3	0	0	1	1	2
390218	5	4	6	12	3	19	17	22	27	15
654029	4	6	3	1	4	2	6	6	2	3
4893	8623	7990	8237	7268	7340	8849	7999	9865	5090	4213
729764	0	0	0	0	0	0	0	0	0	0
101929104	1	0	0	0	0	0	0	0	0	0
5233	28	24	30	37	33	15	18	17	27	19
641790	0	0	0	0	0	0	0	0	0	0
729279	0	0	0	0	2	1	0	0	0	1
392781	0	1	0	0	1	0	0	2	0	1
646787	0	0	0	0	0	0	0	0	0	0
646189	1	1	5	8	1	4	1	1	6	3
100421794	8	6	8	7	6	10	6	10	11	2
390612	0	0	0	0	1	0	0	0	0	0
389404	16	24	12	12	19	11	9	12	5	6
441154	8	5	12	10	5	2	0	4	0	3
326320	9	6	5	4	7	7	8	4	3	8
4056	265	211	251	285	240	108	108	110	123	81
441774	0	0	0	2	1	1	0	0	1	0
644315	251	204	215	107	147	148	138	135	96	78
100129795	0	0	0	0	0	0	0	0	0	0
1204	0	0	0	0	0	0	0	0	1	0
51239	280	219	273	184	148	170	137	165	137	99
81890	911	665	800	878	748	878	833	1045	836	634
1147	2266	2092	2091	3713	3820	3347	3148	3663	4266	3129
729484	0	0	1	0	1	1	0	3	0	0
83463	63	51	66	47	78	54	33	56	47	45
100271012	0	0	0	0	0	0	0	0	0	0
645000	9	6	20	2	3	2	7	6	3	1
401703	0	0	0	0	0	0	0	0	0	0
2946	253	177	237	985	876	156	130	217	367	284
100130335	2	2	1	8	9	1	5	11	5	12
388387	0	0	0	1	1	0	0	0	0	0
84342	1340	1100	1256	1089	1296	1089	1032	1344	1072	808
128770	0	0	0	0	0	0	0	0	0	0
646476	13	10	11	19	9	4	4	5	22	8
84986	341	267	323	373	350	531	510	529	491	396
652624	3	3	3	0	0	2	1	3	0	0
55559	217	154	176	236	227	170	147	178	183	124
3931	181	161	186	379	321	203	180	256	380	313
400963	2	11	9	11	13	9	10	11	6	2
4111	0	0	0	0	0	0	0	0	0	1
5790	0	0	0	0	0	0	0	0	0	0
728643	1	0	1	1	1	0	0	0	0	1
79037	0	0	0	0	0	0	0	0	0	0
345471	0	0	0	0	0	0	0	0	0	0
83755	0	0	0	0	0	0	0	0	0	0
85294	0	0	0	0	0	0	0	0	0	0
221914	25	27	23	11	30	40	33	31	27	15
100270897	0	0	0	0	0	0	0	0	0	0
125113	0	0	0	0	0	0	0	0	0	0
100421580	4	14	6	6	8	4	6	7	16	12
643863	0	4	0	1	1	2	0	0	1	1
81431	0	0	0	0	0	0	0	0	0	0
390354	567	516	524	369	413	357	316	393	277	247
6494	776	545	595	374	357	1167	1106	1380	865	582
391701	1	0	0	0	0	0	0	0	0	0
403285	0	0	0	0	0	0	0	0	0	0
2086	718	663	755	1271	1229	700	655	868	905	576
55333	2120	1898	2102	3164	3299	1966	1989	2394	2628	2043
402	1495	1095	1172	1455	1348	1260	991	1613	1215	840
286467	24	16	26	7	8	14	22	22	11	16
100271475	0	0	0	0	0	0	0	1	0	1
440307	1	2	0	1	3	2	1	2	4	0
100418710	2	2	1	2	6	2	3	1	1	1
449	0	0	0	0	0	0	0	0	0	0
90859	6	8	5	3	6	16	13	35	16	17
344978	2	2	1	4	2	2	1	1	2	2
130865	0	0	0	0	0	0	0	0	0	0
389386	7	5	8	15	6	35	31	36	20	25
388646	0	0	0	1	0	3	11	15	6	1
494115	1066	889	968	953	1006	2123	2140	2704	1521	1231
100271010	3	1	0	0	2	1	0	0	1	1
10011	6353	5188	5625	5429	5389	4772	4030	5036	5276	4008
646985	0	0	0	0	0	0	0	0	0	0
644996	0	0	0	0	0	0	0	0	0	0
375346	269	231	262	265	269	424	408	501	394	299
283102	0	0	0	3	0	0	0	0	0	0
644236	21	24	14	23	15	18	12	7	10	5
730196	0	0	0	0	0	0	0	0	0	0
23234	1069	874	925	909	903	1162	1055	1298	1055	722
220717	1351	1278	1263	778	763	619	521	626	420	377
100288416	0	0	0	0	0	0	0	0	0	0
392382	0	0	0	0	1	0	0	0	0	0
100129325	0	0	0	0	0	0	1	0	0	0
414919	1609	1226	1267	837	876	1050	878	1209	839	589
594855	0	0	0	0	0	0	0	0	0	0
7416	18405	17050	17609	22242	22529	17040	15639	18397	19363	13793
221504	531	476	414	583	527	561	535	709	541	428
51075	4465	3615	3908	5742	5517	5181	4778	5832	6616	5240
729646	75	66	53	36	41	39	31	37	28	17
100526830	3	0	2	14	12	9	0	4	10	8
403251	0	0	0	0	0	0	0	0	0	0
87688	28	27	45	23	17	20	16	20	17	9
124902222	2	0	1	1	1	1	0	0	4	2
100271271	12	22	15	23	24	19	18	25	37	16
3073	6949	5859	6470	5085	5223	5426	4945	6648	4106	2794
4722	2793	2220	2318	3398	3354	3363	2940	3766	3875	2458
642641	42	41	45	31	51	28	30	25	22	14
54741	6552	5192	5549	10286	8975	5645	5454	7230	7774	6022
81606	1851	1487	1701	4283	4335	1468	1233	1456	3418	2342
113179	63	55	69	67	63	82	101	104	112	85
5500	9847	9512	10726	15782	14973	9112	8996	10532	9205	8521
442325	0	0	0	0	0	0	1	0	3	0
652985	0	0	0	0	0	0	0	0	0	0
402273	0	0	0	0	0	0	0	0	0	0
445329	0	0	0	0	0	0	1	0	0	0
203510	0	0	0	0	0	0	0	0	0	0
63940	127	161	173	83	51	274	263	293	128	73
644522	0	0	0	0	0	0	0	0	0	1
27040	4	6	5	7	2	3	0	7	3	5
100419964	17	13	14	25	33	17	12	10	27	13
100129374	0	0	0	0	0	0	0	0	0	0
100271173	0	0	0	0	0	0	0	0	0	0
654170	0	0	0	0	0	0	0	0	0	0
100271190	0	0	0	0	0	0	2	0	0	0
106479059	0	0	2	0	0	1	0	0	0	0
51517	499	431	550	445	460	461	421	632	637	452
1388	1168	846	1174	1151	1067	1137	1098	1462	1334	860
11277	0	0	0	0	0	0	0	0	0	0
729799	71	49	60	56	46	60	55	70	58	41
1903	236	137	218	2418	2200	1747	1925	3335	4505	3708
646108	3	0	1	1	1	0	1	0	0	1
645938	0	0	0	0	0	0	0	1	1	0
54978	3047	2518	2874	2080	1819	2199	2087	2552	2372	1512
729046	126	96	113	140	123	69	75	109	66	79
392489	0	0	0	2	1	0	0	2	2	3
100128685	0	0	0	0	0	0	0	0	0	0
388799	0	0	3	0	0	2	0	3	7	3
100288964	0	0	0	0	0	0	0	0	0	0
100271285	1	0	1	0	0	1	1	4	5	0
1192	21757	18670	19674	27741	25755	32170	27702	35702	30835	23765
23564	4454	3537	3955	4193	4205	3376	2723	3716	2851	2037
100271250	0	0	0	0	0	0	0	0	0	0
100132723	0	0	0	0	0	0	0	0	0	0
402069	0	0	0	0	1	0	0	0	0	0
441630	0	0	0	0	0	0	0	0	0	0
111082967	0	0	0	0	0	0	0	1	0	0
6235	19203	17476	17466	9866	10394	12486	11462	13072	8020	5711
102724826	118	117	137	198	188	137	131	147	178	137
646942	0	0	0	0	0	0	0	0	0	0
286150	3	7	3	2	5	2	2	3	1	2
100129939	0	0	0	0	0	0	0	0	0	0
65996	3240	2574	2769	2603	2641	2576	2240	2768	3148	2337
100271626	3240	2574	2769	2603	2641	2576	2240	2768	3148	2337
100421109	0	0	0	0	0	0	0	0	0	1
643932	96	63	98	67	56	37	39	43	35	15
10720	0	0	0	1	1	0	1	0	0	0
534	36	30	51	46	46	38	40	43	18	11
7693	1681	1307	1600	2343	2404	1929	1900	2416	2407	1761
100287325	0	0	0	0	0	0	0	0	0	0
124905951	0	0	0	0	0	1	0	0	0	0
2968	50	30	40	37	37	49	57	49	41	29
442291	0	0	0	0	0	0	1	0	0	0
51202	153	147	141	209	234	192	172	221	254	173
442660	0	0	0	0	0	0	0	0	0	0
340443	0	0	0	0	0	0	0	0	0	0
388559	275	327	336	700	585	433	438	541	624	500
100271213	0	0	0	0	0	0	0	0	0	0
91664	1310	1134	1218	1613	1560	1857	1709	1999	2244	1875
399669	71	55	56	56	62	69	58	57	94	69
22914	0	0	0	0	0	0	0	2	0	0
100528032	0	0	0	0	0	0	0	2	0	0
128500	0	0	0	0	0	0	0	0	0	0
729767	0	0	0	0	0	0	0	0	0	0
728706	8	4	11	6	8	16	9	7	25	3
285260	0	0	0	0	0	0	0	1	0	0
441013	2	0	0	0	0	0	0	0	0	0
2013	2067	1662	1998	947	1018	1998	1694	2214	1425	888
339897	0	0	0	0	0	0	0	0	0	0
147040	3807	3664	4337	11348	13010	2665	2428	2706	13712	8142
728501	72	86	74	48	35	37	48	56	34	33
644029	34	27	43	27	19	25	17	33	12	20
1934	7	14	8	17	4	5	6	6	3	2
326299	0	0	0	0	1	0	0	0	0	0
111082970	0	0	0	0	0	0	0	0	0	0
728486	0	0	0	0	0	0	0	0	0	0
353013	0	0	0	0	0	0	0	0	0	0
10537	0	0	0	5	1	1	0	0	1	3
147699	40	28	31	113	139	61	43	70	78	91
643220	0	0	0	0	0	0	0	0	1	0
388551	2	0	0	3	0	0	2	0	7	6
253013	0	0	0	0	0	0	0	0	0	0
442195	0	0	0	0	0	0	0	0	0	0
151295	16	21	15	23	18	12	7	21	11	14
1241	76	48	62	137	151	88	81	106	202	137
100996307	72	60	65	76	87	65	53	85	70	68
101930071	72	60	65	76	87	65	53	85	70	68
56413	59	36	63	136	104	56	68	78	164	100
1550	0	0	0	0	0	0	0	0	0	0
26717	0	0	0	0	0	0	0	0	0	0
387044	0	0	0	0	0	0	0	0	0	0
100130523	0	0	0	0	0	0	0	0	0	0
1773	614	472	591	903	1004	541	577	699	1277	804
145553	82	92	100	40	61	63	37	55	34	37
342900	0	0	0	1	0	0	0	0	0	1
1454	2014	1688	1996	2058	1996	2361	2104	2584	3200	2216
100129368	0	0	0	0	0	0	0	0	0	0
10850	1	1	0	0	1	0	1	0	0	1
10379	307	219	242	786	786	1122	1100	1340	1594	1258
2592	190	125	186	203	195	164	152	222	189	144
3046	0	0	0	0	2	2	0	1	1	5
3047	0	0	0	0	0	0	0	0	3	0
100270959	0	0	2	0	0	0	3	0	2	0
9080	0	0	2	0	1	4	4	5	5	7
729399	4	2	5	4	0	1	5	1	2	1
728244	1	1	4	0	1	2	6	1	1	4
402214	0	0	0	1	3	4	3	1	14	6
390283	0	1	0	1	4	1	0	0	0	0
344866	0	3	2	0	2	1	4	2	8	1
3672	7701	5668	6642	4299	4185	3256	3094	4482	4017	3003
140758	1	1	2	0	2	1	0	1	0	1
138864	0	0	0	0	0	0	0	0	0	0
729050	3	0	0	0	0	0	0	0	0	0
100130691	323	264	283	390	367	263	275	339	338	215
390916	700	590	750	904	842	833	833	1039	758	637
730087	26	35	36	39	33	33	16	34	27	32
100271361	4	2	2	2	2	2	6	2	2	4
7652	0	0	0	6	8	0	0	0	6	14
30851	5310	4428	4969	7122	6821	3860	3586	4641	4583	3412
140756	1	3	0	0	1	0	1	1	0	0
8906	151	126	146	246	260	177	151	257	297	174
7643	60	58	72	50	39	45	39	81	61	25
124902371	5	2	3	5	2	5	0	2	4	1
55739	2092	1779	1949	2505	2355	1735	1521	2092	2498	1809
53345	32	29	61	49	48	24	32	46	63	43
4207	6	5	5	8	16	8	6	3	13	11
100271849	6	5	5	8	16	8	6	3	13	11
441133	0	0	0	0	0	0	0	0	0	0
2595	1085	890	1032	1548	1490	1505	1612	2199	2149	1722
644020	0	0	0	0	0	0	0	0	0	0
644464	30	28	35	12	11	9	11	12	8	3
643167	9	15	9	7	18	3	11	13	8	8
26140	238	159	231	384	431	185	203	245	280	208
29803	1922	1480	1816	1722	1608	1407	1167	1527	1562	1036
100271458	0	0	0	0	0	0	0	0	0	0
100422514	0	0	0	0	0	0	0	0	0	0
6150	504	408	425	230	274	389	263	370	222	143
101060200	261	210	290	273	325	251	254	354	294	202
100190940	0	0	0	0	0	0	0	0	1	0
3444	0	0	0	0	0	0	0	0	0	0
100128554	0	0	0	0	0	1	0	0	0	2
79086	3018	2626	2793	2818	2836	1971	1816	2186	2284	1615
